0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0029509734629354807,0.011895942664009411,0.017889095211346354,0.021926722541912472,0.024873598814664027,0.026484722225013795,0.02709405950887631,0.027434579962342023,0.027854692654243212,0.028787363150670348,0.030338047226113374,0.032417714088563206,0.034554172248018857,0.03644229026333161,0.037636347526411096,0.03795717903711414,0.03772456023706425,0.03718298854372477,0.0364327790152614,0.03437597721683621,0.030978311606241878,0.026327926202380687,0.022098753446604454,0.018064661797195784,0.014504058185454012,0.010942370828972604,0.007395639006446863,0.00434841958792671,0.0025391618081205968,0.0016961181995989187,0.0014186709129115913,0.0014719367080254938
0.0037429806097321943,0.010639291053951672,0.013589108580356548,0.015829025100462014,0.017905669617598045,0.019465169634169978,0.020353102408239433,0.020820501925752945,0.021088814268095946,0.021430861104213116,0.021913994452305127,0.022453108902438255,0.022847509366127103,0.02307482574524899,0.023126567650581586,0.023192182408801335,0.02343834175955491,0.023784243187646263,0.023910747850012355,0.023291016605240304,0.02199966837714113,0.020265713117603806,0.018852885106254227,0.017672673960471254,0.016671760528136906,0.015309015957436767,0.013050510940429203,0.009938741571313303,0.00735312956613757,0.005975752711232808,0.005545676135449014,0.005595387639197721
0.02556523081350475,0.09935771914327274,0.14401934510834744,0.15954164400166407,0.16106434596100747,0.15563236176628145,0.14909865948403406,0.14472093357360863,0.1434427426319618,0.14634457291310954,0.15354712698212028,0.164534443113341,0.17670776331636265,0.18923532645072794,0.19829701549605266,0.2001412035118658,0.19232589954098825,0.17401491558122809,0.15052065440373744,0.12405943826350341,0.09975230872665745,0.07797387336764916,0.061560864526510904,0.047770138128334874,0.03691116038983825,0.02788270871254514,0.020423227981583202,0.014458722417047855,0.010990136710909147,0.009509166677795156,0.009411576229981244,0.01036834184930205
0.0037850622718329885,0.012682874866553277,0.018592983720866905,0.02310776548944631,0.02680254133265166,0.029144616907627555,0.030204722827622706,0.030616546673053822,0.030657788325132135,0.030841948767575494,0.03131058988387683,0.032045379308878866,0.03281133075835,0.03326332744816452,0.03344292268947202,0.03345723512565967,0.033651854250220166,0.034067008848266835,0.03434539513495642,0.03332935933523556,0.030875362217337617,0.02717938067872267,0.02374789760621681,0.020416448965632168,0.017301097047149317,0.013797787405733413,0.009832677384134918,0.006110126056955891,0.0037585265195618314,0.002688073066437402,0.002409038478213452,0.0024896585506301644
0.00045653713380463824,0.00226139094384469,0.0026872911975607634,0.0030760463077548483,0.0035006055795317893,0.0038645954527066696,0.004132989457328521,0.004342884815645888,0.004517394903928987,0.00471774311743319,0.004968807448196903,0.005273025231600416,0.005589472225115458,0.00595034581020671,0.006381372550891103,0.006962405806830537,0.007808698909704169,0.00894891850880473,0.010149566741225162,0.010986537012861107,0.011220821888492587,0.010810204187424522,0.010199744495628306,0.009395033821707036,0.00845526523437236,0.007100909583501262,0.005179888776858846,0.0030532572293516277,0.0016182446825723342,0.000962304372789919,0.0007452220194675001,0.000722419354238884
4.603466015304842e-05,0.0006494075204707687,0.0006707894705398321,0.0005866951351683977,0.0005026403036301756,0.0004512683696305363,0.0004400917330182267,0.00046433019385266097,0.000517770873344671,0.0006044703146593624,0.0007273489796024831,0.0008881928757759726,0.0010678929546570862,0.0013111893402633337,0.0016153650850069127,0.0020312429428935345,0.002638745857992371,0.003500640688268193,0.004505624844116233,0.005438535439979429,0.005989547538125436,0.005925759792380139,0.005442158343573515,0.004618299265992094,0.003716225581374332,0.0027733932041902223,0.0018494790842550745,0.0010245632506137219,0.0004854213298792242,0.0002243600345692332,0.00013522130141809896,0.0001254265921305982
0.04508895571475689,0.029508912544859676,0.025172074173579296,0.02273758372724977,0.02114068247499682,0.020755185540860147,0.02107453515581659,0.021400376032617713,0.02140459308678708,0.02102065466457307,0.0203926290743455,0.019763492490583796,0.019389302190812654,0.019601505200468727,0.02051959930335684,0.02247941531440979,0.02585933265296588,0.031080257317358376,0.03760400890188363,0.045318413423529,0.05300907728946893,0.06013035883542698,0.06553647687555884,0.06931056361611995,0.07107825938800016,0.07111182110231115,0.07071098988431805,0.07217598191452394,0.07129525449805313,0.06230753002417813,0.056061084902800054,0.054775017848193865
0.039293795160124795,0.008571285309288489,0.0057425028987849345,0.004649194049096146,0.004012708381749176,0.0036171613963531077,0.0033891981195271217,0.003255746563257818,0.003164811121231117,0.0031188745583653125,0.0031445028927502457,0.003286183298147402,0.003555138159711475,0.004147903070322292,0.005099373657339655,0.006657001614007485,0.009194583979280456,0.013278300109947168,0.018996375459373573,0.02679350223855043,0.03553671737446321,0.04367496072964345,0.048817770914477004,0.051025885029018725,0.05068419147976754,0.04843102803620477,0.04595850611591574,0.045091011582919914,0.03732272477962665,0.024751621644217917,0.01819095786221116,0.016310670588999054
0.05512179347725289,0.04890732454640786,0.0468864398952258,0.044770997134264606,0.04236649176331048,0.04144566963750458,0.04182139685023394,0.04237930812300276,0.042546183496430856,0.04209067275107302,0.04111099323628084,0.03985204561342629,0.03867025829443802,0.03800583834106486,0.03809459475031762,0.03937439105066218,0.04204281371398967,0.04597450471250537,0.050089547078886736,0.054045915190602346,0.05738208766736235,0.06063861016364153,0.06390217097100333,0.06734381007376128,0.0702548522914269,0.07244758285209352,0.0744806020513904,0.07764606502405304,0.08074948250318233,0.07924975618196052,0.07737439032653645,0.07761711252274979
0.039293795160124795,0.008571285309288489,0.0057425028987849345,0.004649194049096146,0.004012708381749176,0.0036171613963531077,0.0033891981195271217,0.003255746563257818,0.003164811121231117,0.0031188745583653125,0.0031445028927502457,0.003286183298147402,0.003555138159711475,0.004147903070322292,0.005099373657339655,0.006657001614007485,0.009194583979280456,0.013278300109947168,0.018996375459373573,0.02679350223855043,0.03553671737446321,0.04367496072964345,0.048817770914477004,0.051025885029018725,0.05068419147976754,0.04843102803620477,0.04595850611591574,0.045091011582919914,0.03732272477962665,0.024751621644217917,0.01819095786221116,0.016310670588999054
0.0011628554387522175,0.0028615726687641952,0.001587660767732694,0.0010342973346788176,0.000821621680398682,0.0007691672857418179,0.0007794023001516387,0.0008148748698424206,0.0008658343319304745,0.000936747316663779,0.0010398062795267562,0.0011917372669103985,0.0013936404314567605,0.0017263404213218071,0.0022248196106554358,0.0030198368100921805,0.004363090393478624,0.006683730094228059,0.010135165794487448,0.014815150694619866,0.01978816840911824,0.023987776840712106,0.0265474288566752,0.027710295391751197,0.027541391797490107,0.025804860601502472,0.022342496065950988,0.017108001281342728,0.01137609757470481,0.006549468322694259,0.004033748539450302,0.0032531953745853002
0.008502759740332592,0.008505513774890266,0.006520467290415993,0.005434643250324542,0.00483583261107646,0.004688888910898792,0.004769585813603095,0.004887925245598602,0.004957870406013273,0.004978776226245008,0.004994723951841254,0.0050710503412915815,0.0052504483503318785,0.0056916783248144726,0.006445625396560814,0.0077171320838381055,0.009835838093738038,0.013275317054337658,0.01795388881977373,0.023784227637200894,0.029602281020876198,0.034499910092254296,0.037781279030635974,0.0396612242768951,0.03996028450323352,0.03840280120376221,0.03535831801668358,0.03180553328436637,0.027206826955994082,0.02013800946359106,0.015638834792417882,0.014348251181214916
0.6694082964058369,0.5955750157997536,0.5196914852166987,0.48776150029183396,0.4783498670355788,0.4806789125713665,0.4855966893578027,0.4883341917756156,0.4882682030023001,0.4830617511782756,0.4715949369219989,0.4535502028595501,0.4326542828065775,0.4081232438470749,0.38572385773161094,0.3685971068127142,0.3566300252571313,0.3471997344015827,0.33540860047755827,0.32260671299277255,0.3115795881389388,0.30901096010281026,0.31381565221688357,0.3286642170348356,0.35226171557357167,0.3886133249126887,0.43586141796984845,0.4867397031357201,0.5496707720620904,0.6240856720694331,0.6626903997686892,0.6679910890591627
0.005953647794013992,0.009474820102078414,0.0068199214895587265,0.005503489660445856,0.005111329536585613,0.005261922433845278,0.0055735805853571905,0.0058579195233794245,0.006036571110218774,0.006132201563057838,0.006200536792780754,0.0063120724902490915,0.006515757515978506,0.006954615203380268,0.007691445384436174,0.008934184294413148,0.011022740501699047,0.014488123735838694,0.019360783746675925,0.025726448959512697,0.0324267233002347,0.038438222041674124,0.042712606587001246,0.04569970956204348,0.04715641106302891,0.04639665213935493,0.042305499230058136,0.03378678915019499,0.023625592880456167,0.015612694775002116,0.011629020557682375,0.010391015755867938
0.011215241922096327,0.021222272468499132,0.026943749595934378,0.03242655944372113,0.03718379312726651,0.040013184737028876,0.041167287843949796,0.041298042684329114,0.04098340605666647,0.04027977833431562,0.03919614996605594,0.03768490380037262,0.03590949864996441,0.033970705571903466,0.03219641131521308,0.030922484148744274,0.030315561990834083,0.030320671721648956,0.030617329663521604,0.030586390635918847,0.030127903145738502,0.02935268899098913,0.028815826477550325,0.028398726035475136,0.027967615826385912,0.02703828205810442,0.025063850766823003,0.022264395780581623,0.02035160328086626,0.019091268784559096,0.018593482003654314,0.018565529043199015
0.01497683212033397,0.052903089663371275,0.08777152497252533,0.1024183833892577,0.10484850386906706,0.10004865263431809,0.09465327283724174,0.09172203451995123,0.09125026620352814,0.09331796867147452,0.0978854550064547,0.10503271457224228,0.11337803583040638,0.12318629812885079,0.13148519618864668,0.13561265107674414,0.13379258130421304,0.1254799548502988,0.11356722738203613,0.09814407687422222,0.0813714643562241,0.06320872391850843,0.047737118908277296,0.034074113670725506,0.023768549053676112,0.016064033306673536,0.010467998781146657,0.006456617885657421,0.004240844698135155,0.0032575318611466624,0.003022042409651047,0.0033648517650464033
0.047443228941505926,0.031177354096159102,0.02678239872997833,0.0248199017631937,0.023955026414075584,0.0243251691426854,0.02507929892671159,0.02549365183207338,0.025350646305977522,0.024717086844702366,0.023841476552677574,0.023005342864226317,0.022472700385936233,0.022502560088719384,0.023169214991835194,0.024788121549213026,0.027747932548364575,0.03260026630676896,0.03908448766889699,0.04750258557173836,0.056699774060686575,0.06558300099635166,0.07169736842110648,0.07481182641463105,0.07508068176762145,0.07342750713567643,0.07082471580339723,0.06786700656596566,0.06380835151792477,0.058717488873354796,0.05743830199524788,0.059081938018145166
0.025991979172905626,0.045234927524537026,0.04289065878176316,0.03972635733042954,0.03871203311506256,0.03973618995761429,0.04138292867095824,0.04290040512281842,0.04392760010097853,0.044499653965227495,0.04464837146032221,0.044352207584255135,0.04367765835604352,0.0426641036738138,0.0417508970142723,0.04149922479798922,0.04241281502950082,0.044842124227599325,0.048321441558223675,0.052402209669126405,0.05612347750842915,0.059316969212183546,0.06191622630156545,0.06433648792639085,0.06600228880970484,0.06602489292304371,0.062935676024844,0.05503405269854511,0.04628510385215891,0.040431561293221105,0.037471373902007374,0.03721748756031198
