0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-0.3593790871339164,-3.5663409587877766,-3.6857941926019544,-3.5061102902709376,-3.48360158516814,-3.481627882908391,-3.4974774666275783,-3.525284457993142,-3.5587150561132903,-3.595034185244205,-3.6317801492182875,-3.667540703848127,-3.6990433896754213,-3.733640443084295,-3.7653185645697835,-3.7946827399790015,-3.822226015669509,-3.847861705245527,-3.871189510977297,-3.8918917106149964,-3.913344840407545
-0.09659572987316978,-3.3153430057377347,-3.3792370225994572,-3.1664252086147933,-3.1378172072970707,-3.1312636182922304,-3.144507123200988,-3.1714323225237733,-3.205031607281184,-3.2418317808863577,-3.279552658519012,-3.3165530426033625,-3.349145238433579,-3.385344534245787,-3.4186886992636083,-3.4496257942786515,-3.4787401696330895,-3.5059088720826055,-3.5306251779139286,-3.552468004710237,-3.5753253730056462
0.14891529269703707,-3.145954118704612,-3.013273384939135,-2.764004655473263,-2.736368627575164,-2.731716365769254,-2.745957157439537,-2.77398015722944,-2.8092215763646067,-2.847322727122178,-2.8868171847288084,-2.925837957228149,-2.9607361805952768,-2.9995620672284384,-3.035836979316632,-3.0694139994262177,-3.101459230588633,-3.131540098472505,-3.158758677017368,-3.1831112034469813,-3.2080442985848867
-0.7201212573001597,-3.912907886863919,-4.059881508930344,-3.901869106951998,-3.883980539924658,-3.8854522265377573,-3.90314775378748,-3.9314210777970198,-3.9644719194497258,-3.999858538167376,-4.035268323782578,-4.069516549054902,-4.099706661677299,-4.1324644140339455,-4.162375253325843,-4.190162707967277,-4.216120975758567,-4.240262027782602,-4.26241962514159,-4.282108075270562,-4.302591108033422
-0.45227434596679783,-3.5871451139846515,-3.801269145273438,-3.650349443555541,-3.6353970295505826,-3.638821848661302,-3.6582663625564527,-3.688372250805397,-3.723361125727556,-3.7605454792665833,-3.7977272979345846,-3.833673715499584,-3.8655064849266676,-3.8997950707285485,-3.9311589370568294,-3.960377633824674,-3.987623677387746,-4.012979312421254,-4.036347497771174,-4.057102315069442,-4.07876668223035
-0.013649739912823478,-3.7136922570008144,-3.4936691690598165,-3.286632268684943,-3.2899677389658972,-3.3061791773488385,-3.333900426523355,-3.3710695444475736,-3.412831009657822,-3.4559939573277068,-3.499175580647373,-3.540871849759358,-3.5781344573413847,-3.6182713989140005,-3.6554860378860115,-3.689452421215363,-3.721661387813046,-3.751629839633119,-3.778782681891543,-3.8031242105738254,-3.8276677213504327
-1.5382980267795117,-4.82772656762764,-4.56408687493839,-4.335623679759041,-4.312358776366744,-4.314453121947049,-4.333861339791633,-4.364211168070772,-4.399179369417373,-4.436732134698258,-4.474296063123216,-4.51087449737391,-4.542659943394867,-4.578493634338934,-4.611412987875937,-4.641387815569156,-4.670240839544843,-4.697148505091625,-4.72137743063467,-4.743483585935509,-4.765586417962666
-1.223775088427474,-4.541852872280766,-4.203079171667382,-3.960184851505688,-3.9396546160985677,-3.9427295360921617,-3.9630568720112,-3.9948903680314967,-4.031632866107132,-4.071593129919964,-4.111898666585949,-4.151316389060347,-4.185496425659207,-4.224469383669693,-4.260419443464727,-4.292930257054919,-4.324467552229657,-4.353891980815834,-4.379927514226132,-4.4037414581246175,-4.427073233773357
-1.285271022882705,-4.603261896606427,-4.2849207710567745,-4.039249046919284,-4.014049159690183,-4.014739079141488,-4.03403010581666,-4.065335336890447,-4.10173097327459,-4.141505714692988,-4.1815819305696404,-4.220792183175372,-4.254663374298741,-4.2934389396051555,-4.32910292748753,-4.361378048641455,-4.3926758123114,-4.421860767249645,-4.4477291410095505,-4.4714129487235565,-4.49470016208564
-0.5018676594488782,-4.085612078179262,-3.8640789724051734,-3.635619499105771,-3.624642485023907,-3.6323275548349985,-3.6561120387983213,-3.6913955356661967,-3.731483422376348,-3.7752736813581818,-3.819292561843098,-3.8620857898816574,-3.898962954520335,-3.9408312900220483,-3.979269132690349,-4.0135844719686204,-4.046772043032003,-4.077503910342656,-4.1040872612047705,-4.128257417803483,-4.1514232939009625
-0.78892748023254,-4.43122203086322,-4.198628738236919,-3.9710516168549583,-3.959249709699276,-3.968420372020848,-3.99298887688213,-4.028224141393504,-4.068082961388926,-4.110274974313632,-4.152451327749163,-4.193296099233699,-4.229111641093968,-4.268696369808764,-4.3052397667783895,-4.338283955369444,-4.369969363125244,-4.399427230699083,-4.425706745050983,-4.449529689411503,-4.473047817449449
-1.205063305627339,-4.482985406148229,-4.208578362428542,-3.969740061393086,-3.943983956091886,-3.9445012204865177,-3.9640215649435477,-3.9956053262253945,-4.0321773796631195,-4.07243590876765,-4.112925404309299,-4.15258372866864,-4.186620719877772,-4.2259906008265675,-4.262073286418793,-4.294673925644583,-4.326421320925334,-4.356017011956446,-4.38211032920363,-4.4061310730287095,-4.429567317900289
-1.115125479512729,-4.699024275379606,-4.479800133630841,-4.266791104786839,-4.259614228432179,-4.271444539489335,-4.2962599512414,-4.3302155463558885,-4.368240880477832,-4.407294047823953,-4.446128321847561,-4.483535405212096,-4.516902511557527,-4.552645768836147,-4.585821274656085,-4.616222697837606,-4.64499501227083,-4.671823750128499,-4.69645934501922,-4.7185933683779435,-4.741142651581932
-0.8233816811418723,-4.49312444087423,-4.335451108123899,-4.123870369523369,-4.118306996133222,-4.13147184414112,-4.1579160293093524,-4.193853906868551,-4.234031387872257,-4.275346275885007,-4.316385289940482,-4.355856066603716,-4.39098305372091,-4.428594112556184,-4.463442474726645,-4.495244425667541,-4.525331376824896,-4.553316336074034,-4.578834772441639,-4.601735537321917,-4.624909801139761
-0.2740910006686711,-3.495337695239292,-3.6094582362608634,-3.431024401672482,-3.411187892624863,-3.4117836563578763,-3.4307395386743815,-3.4618442661139133,-3.4982901062405003,-3.538379983342292,-3.578755769435655,-3.618046894641166,-3.6522231503446534,-3.69036544516048,-3.725172238330553,-3.7570968695826457,-3.7873795283913427,-3.8155155738869864,-3.8406161155138703,-3.8631855835565094,-3.8858608619661696
-0.17915705638721624,-3.406138238576012,-3.3535907962343128,-3.1294060537098742,-3.10452645277352,-3.1018276690402926,-3.116995881776674,-3.1448627373923372,-3.179192006336101,-3.216066231751995,-3.2539141909071,-3.291059135453489,-3.3242697796727487,-3.3608026685549084,-3.3947612820167565,-3.426255065727649,-3.456075615526807,-3.484005433749402,-3.5094837406126778,-3.5321833035322703,-3.5556299685218677
-2.1732129927631636,-5.383457517141474,-5.343647689962,-5.193045042522923,-5.1921212999639215,-5.205680754998006,-5.226499262484068,-5.252748978676732,-5.2820215166770845,-5.309207505677598,-5.335997344024735,-5.361489687775511,-5.385778752646185,-5.40899698930965,-5.431070690427133,-5.45247952547284,-5.471787309443166,-5.490018634895407,-5.5084572441945,-5.52452705724627,-5.542579626317864
-1.4162866593312624,-4.878973548124617,-4.537013257844858,-4.304788440335271,-4.282785685849099,-4.284718200418652,-4.303654635447083,-4.333563885590903,-4.368055315893247,-4.40614759501977,-4.444425463700298,-4.481893477544211,-4.513895732932496,-4.551444182074316,-4.5857676705809505,-4.616472689737981,-4.646600787420257,-4.674629716454538,-4.699034014780396,-4.721594199996241,-4.743200478361426
