0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0.00013423208039650076,0.00027686454767640703,0.0007447044078242079,0.0007701615331050107,0.0006450828880008537,0.0004308336717277329,0.00021247937341852845,0.00013524391259996059,0.00011708660246968838,0.00013029182633109284,0.00020993885395715985,0.0003037077494903351,0.00039892068066481974,0.0004990639399290422,0.0005766240787144868,0.00047441800030718906,0.0003399704751048104,0.000335880248985765,0.0003431341842657509,0.00025267009381552466,0.00010748518474977241,4.069082834166045e-05,3.0601570216943766e-05,3.3640769876190884e-05,4.18566636741405e-05,5.5394550706341625e-05,7.513399263574929e-05,9.204577875832137e-05,0.00012053487264070595,0.00017059163303752197,0.00014988164884409752,9.457835867977487e-05,5.7926471742858265e-05,3.795922484799495e-05,2.79281064650033e-05,2.4723335430247783e-05,2.743655887805497e-05,3.6670412807425294e-05,8.860962660772184e-05,0.00041570283867076174,0.003484340391242468,0.013894391708694328,0.018011983998624043,0.017196867280271345
0.0006394035928268236,0.0008547921646797751,0.002184040567880978,0.002336850135761937,0.001951072521179455,0.0012432592336296708,0.0006246936025655473,0.0004173513492419295,0.0003898735281532527,0.0004827853704538695,0.0008235660152033215,0.0011220508617973371,0.001301173183731642,0.0014906837452943722,0.001633717191211916,0.0013076315977993773,0.0009572336387772463,0.001004222125871544,0.001066625748852633,0.0008584993799262572,0.0004350558846508925,0.00020403551284861948,0.00017080122676500114,0.0002074912962342209,0.0002745001283236777,0.000363872392114008,0.00046562294850770934,0.000513419771227115,0.0006199267253499759,0.0008149366707329936,0.0007028597353679006,0.0004558843800462917,0.00028665421641814394,0.0001932065201520151,0.0001488237345992258,0.0001379751901267185,0.0001485648399435711,0.00017503420613625132,0.00032038828192315096,0.0010426536302029794,0.006263475477978067,0.021133975515349242,0.026721073597147944,0.025777148371512376
1.9490120457673033e-06,9.718193889810375e-06,3.252456875425142e-05,4.1702057685740436e-05,3.232612257300688e-05,1.5419793611457762e-05,8.608067763656917e-06,7.340347267323226e-06,5.946127008506837e-06,4.435274040304934e-06,5.1508588917254136e-06,8.511489690879992e-06,1.460250473912173e-05,2.4292521576327176e-05,3.190835517194264e-05,2.7799388148196746e-05,2.142517384565834e-05,2.0067089076081153e-05,1.4012136153271973e-05,7.1041721508976776e-06,2.4639748664125852e-06,6.978105225931057e-07,4.329704699066292e-07,3.773154457166757e-07,3.773061241420408e-07,4.370547643467847e-07,6.139996262151426e-07,1.0042987134142901e-06,1.6861033313892419e-06,2.432456494837969e-06,1.874044172404361e-06,1.23839770529996e-06,9.433440548497014e-07,8.030916344231219e-07,7.005273293862542e-07,7.361969824760267e-07,1.0446518142646945e-06,2.007589952601145e-06,8.362942331357176e-06,6.845694564379585e-05,0.0009821134405744495,0.00557218865215369,0.007744849007935007,0.007443502997351749
0.00038948087578043617,0.0005148670952389412,0.0014780040178594786,0.001602870637079539,0.001278628214316868,0.0007476315720399584,0.00037309523510049917,0.00025514433342368613,0.00023608489620821765,0.00028035176533652416,0.00046604970853499517,0.0006469921090645073,0.0007489131355413301,0.0008663188108682995,0.000989748616264203,0.0008416025573543342,0.0006511278039324187,0.0006804343027435009,0.000665897636251392,0.0005098638824822452,0.00024387792346831363,0.00010952719384965898,9.26827357883206e-05,0.00011323681232549907,0.0001528747270820579,0.00020625257047786764,0.00026766874344381897,0.0003058072724074112,0.0003868379093912501,0.0005093722728933618,0.0004249515730409977,0.0002668957732487964,0.0001629645935093658,0.00010438444749270528,7.55457920234941e-05,6.695628089902186e-05,7.197985861878783e-05,8.938422360317727e-05,0.0001864135049299246,0.0007139931610353455,0.004819986925455239,0.017560538139706212,0.02238271517691518,0.021327001464411747
0.0010339365481244977,0.0009850342454195801,0.002656340302966149,0.002795061509166391,0.0023622067899702792,0.0015518595074634936,0.0008363173293534677,0.0005741968315320198,0.0005366153217548694,0.0006439418138331704,0.001010570762123415,0.0013021534099381686,0.0014418544403350254,0.0015879502875782508,0.0017720557628243998,0.0014773591784643628,0.0011259793359811648,0.001210183036925955,0.0013180909373662739,0.0011619947148705206,0.0006304744476953031,0.0003162435300607018,0.0002789182899384954,0.0003368369787718607,0.00043243280325469053,0.0005468053121035124,0.0006686717779607564,0.0007280718080519945,0.0008863005783998989,0.0011918159529641045,0.0010789281154504813,0.0007424720754302305,0.00048174397010167854,0.00031244682885915104,0.00022260805460101073,0.0001910264150291207,0.00019378653314995153,0.00021599697527336398,0.00037381018745163156,0.0011777330728203743,0.006759753439150584,0.022440634470166955,0.02814868600936643,0.026835379171461546
0.000518616119606217,0.0013193934183688397,0.005384328310576425,0.006492608872557314,0.005023596101551975,0.002295952683442895,0.0008026922135617915,0.00045423880175816207,0.00036536400226760886,0.00044659983479649256,0.0009879511743038378,0.0018532458741309012,0.0022231908605381805,0.00238033872380431,0.002362214085063917,0.0017593321684035844,0.0012482204981288333,0.0011660217850244126,0.0010460930841441906,0.0007567510025002544,0.00033347427879391005,0.00011646506663353302,9.036644885240449e-05,0.00010520243350427683,0.00013969367421257103,0.0001866060433076278,0.0002367500452978526,0.0002607247494985431,0.0003188559027084588,0.0003765564467177852,0.0002875426548902546,0.00018976218946875577,0.0001370164669066128,0.00010698964143776708,8.688897573100555e-05,8.37112721299138e-05,9.634257683773094e-05,0.00012866957409238234,0.00028078217703616804,0.001009990468690385,0.005966948883753313,0.018014360979455954,0.022237619494781077,0.022134175613285623
0.04450522685034176,0.030213863387325852,0.053620553925672616,0.05201458463364875,0.04932374043166057,0.04336981975487034,0.03130845159051122,0.023821129810149097,0.023792552997043654,0.028899526904954422,0.03598450508550079,0.034760811630974886,0.030632958277542456,0.030634031699067404,0.03299863604020335,0.029091242623098732,0.024883341969138547,0.026526876539901666,0.02988978774694482,0.031087850959640364,0.025512926532547716,0.01967067802734711,0.019496387967296046,0.021216504927000293,0.022381799843571103,0.02265899935750286,0.02245202908480048,0.021262680744270696,0.02035127599796728,0.02195119532990422,0.022017883700558443,0.019779955244104468,0.017346541846272608,0.015306210882313008,0.014418384687616512,0.01457940912685368,0.014596003104173477,0.01410928298692212,0.014782200718819123,0.01819576774423757,0.033663120483675424,0.05768862687649243,0.06485465222909129,0.06429813014574302
0.00012328997650276358,0.0003295614459022246,0.000953636091923533,0.0010836476490482618,0.0009461999749404085,0.0005888518253702763,0.0002498518957709727,0.000143153419085448,0.00011523257087730635,0.00012021246735892742,0.000188602791867108,0.00031451344026025234,0.0004491961353676131,0.0005534021689538616,0.0005855889906839554,0.00040434898873860863,0.000258777242549154,0.00023503743182112796,0.0002536067612350686,0.00022528406199443974,9.535364451581849e-05,2.7943125967508468e-05,1.8590654601779676e-05,1.8287054882458237e-05,2.08903756194914e-05,2.6037921058220604e-05,3.33257352178826e-05,3.90795169578598e-05,4.902703900606916e-05,6.79788155658472e-05,6.626732593068391e-05,4.890755151822691e-05,3.515110230953187e-05,2.6855289827481706e-05,2.162969038853811e-05,1.949395572470114e-05,2.163944596103536e-05,2.843125559962606e-05,6.804360562839013e-05,0.000327231738605272,0.002962167506359352,0.011632358053178285,0.015236790161757779,0.014908643410039927
0.0014723388823967237,0.001941953138330346,0.005339947186176301,0.005600632388864905,0.005040653674673352,0.0036705281230871613,0.0017727043178944113,0.0010057812551762715,0.0008538056096999504,0.0010368067004549856,0.0017255476342719622,0.0023329140782460634,0.0026971685149866907,0.002983425194543734,0.0031093853210939996,0.002132217339375687,0.001299180598082964,0.001238831068900759,0.0014542390189557805,0.001407103436773253,0.0007769360870053027,0.00035309788626159517,0.0002803192447358388,0.00030584951757164377,0.0003536052134473642,0.0004070365450272388,0.00045649017781893524,0.00043682531991403716,0.0004636430767289297,0.0006186912753112073,0.0006199567903481519,0.00048061474633030396,0.00035076131199822695,0.00026085949495789987,0.00021452953463435226,0.00020435436066635034,0.00021408523152543344,0.0002305303513001888,0.00036528885706267145,0.0010609784756985586,0.006004247885098359,0.01853085415832345,0.023297266781079917,0.022724679902595954
0.00300491452118554,0.004331510544110117,0.013090898362764627,0.013854926680346305,0.012321100048675048,0.008596413421877199,0.004480943157384572,0.0028282989299304407,0.002607033946338247,0.0034429475066745058,0.005291079705316868,0.005823285495648215,0.005822903353567143,0.006393645475243107,0.0070950350930130595,0.005686434815886759,0.003897740096934023,0.0036295880281761277,0.0038463907214200174,0.0034963706968364704,0.002285165012907544,0.001438667461337166,0.0012545690291109874,0.0014381798577740468,0.0016725475612138956,0.0018474125944939648,0.0019599706829501328,0.0018202788545315758,0.0017299683268708187,0.002065676895938092,0.001975187890151983,0.0015303167433085919,0.0011147680232432577,0.0008361716284832016,0.0007393102207263555,0.0008019101665589849,0.000875092869251595,0.00094502247000032,0.0013181301309889266,0.0025658648701376943,0.008830627278765501,0.02186952619320253,0.025968210071692897,0.025478136912791632
