0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.08744330285239649,0.07801451499532527,0.07403362264736557,0.07184884668793237,0.06994419883596477,0.06919448838885756,0.0686295444584986,0.06896947873829193,0.07104612843569559,0.07462912050618473,0.0819669632474726,0.09022312202958238,0.08610231089310041,0.07720031398095983,0.05887963606340158,0.06671295792341599,0.07700624889147625,0.10070431079929625,0.1212690175515618,0.13413374124595248,0.1458201240402714,0.15482707795312434,0.15381522294971206,0.1549855475333283,0.1563808972976118,0.1578004796991518,0.15828999274331243,0.15817256308129735
0.2885317276403981,0.22371563259036603,0.1892000525067292,0.1723785016382202,0.16183417819891446,0.1555944612340845,0.1541701914142507,0.15957858345896003,0.17184821929574307,0.19766997310072698,0.2363788601676235,0.274031797777931,0.2918404452404608,0.2781683690722613,0.2430803962333932,0.22372664270500636,0.25533580110006004,0.27773716382143177,0.26559481074097707,0.22807041732221764,0.17366130401610091,0.13825915237729722,0.1282028959323303,0.12298916569762795,0.11871804259748721,0.11549748821747795,0.11336947828274556,0.11216316281970119
0.4267432357497129,0.5064142726332895,0.5219822481400965,0.521323352820438,0.5196711843416795,0.5148831617202249,0.5154083988284417,0.5188476382541217,0.5194272880067027,0.5208751341587893,0.5095513180442371,0.49042975140689116,0.4962137218399108,0.5229586307600609,0.5815153982986233,0.5467286672097911,0.47191763265938885,0.3741431547344858,0.282456872857299,0.2210887929096241,0.12860095674066524,0.054982618422929216,0.05045554074581065,0.04818174557934754,0.048460159873513896,0.04976967683975639,0.05030398319721581,0.050669174762347724
0.05837444080459404,0.055247177534046156,0.056421814206946364,0.05710085703703714,0.05702684870868909,0.05711501653676659,0.05619309205848703,0.05500927984313658,0.0548190857576672,0.05434516863783131,0.05537305141614085,0.05946650328577644,0.060930366747887495,0.0585696772347247,0.04706422321248298,0.05280275579445565,0.06480277991689105,0.08632880887259464,0.11820543414001823,0.15900332165235292,0.20119952840418134,0.20534425283430136,0.20186571699070288,0.20080176150431142,0.20171682132479568,0.2028788569101411,0.20272040991135287,0.20257061963624046
0.01108221507958962,0.006247607042625805,0.00879081205551243,0.010935891266179982,0.012716893395387362,0.014274948055840066,0.014768447154035786,0.013834314899078506,0.011764551558063538,0.00824455534961478,0.004918162573283224,0.002338037327677145,0.000982532371541433,0.0005877537153106439,0.0006492037471624016,0.001702707379505657,0.0016201826976378346,0.0009195716462145183,0.0004884731062257714,0.0005021376585431578,0.0006874971948149348,0.0010064704409905021,0.0010412996799158913,0.0011742911619588563,0.001229996791874959,0.0012644675929185934,0.001330661134059789,0.0013435518604755369
0.03862842670900534,0.035631959352911656,0.04369042967946637,0.051594646894136016,0.05718305078166489,0.060794841189815756,0.06175999238477438,0.06004441536632107,0.05595532303426059,0.04513397422455242,0.029179674640473014,0.014103968286128563,0.006278111625899209,0.004148880342941896,0.0038076105112599965,0.007791463622784854,0.005921695638178566,0.004104377092965706,0.0025304631234509063,0.0015472774562084067,0.0017775661623724488,0.0038541815735940893,0.006761036049433915,0.010239202434490252,0.012366751618455123,0.013507845082617624,0.014628901627826424,0.015167656739826115
0.00011443163375567887,1.789636604904226e-05,3.717938224037591e-05,6.956301776886953e-05,0.0001136553015720946,0.00016248947722459278,0.00017630944530967936,0.00013975067157226306,8.692950127337208e-05,3.918268268747086e-05,1.5096398749400724e-05,6.521086563647186e-06,3.903454204217914e-06,4.242393148345397e-06,9.013241882734121e-06,5.661218987656439e-05,6.755175496118399e-05,3.350503510439617e-05,1.494040379461632e-05,1.1989286490594067e-05,9.775914028024369e-06,5.840227475640849e-06,7.01391123870982e-06,8.254900429970476e-06,9.276243630721599e-06,1.0298558507218914e-05,1.1204784123397326e-05,1.1394831627335245e-05
0.023686304745189516,0.02910175401843878,0.031226952066350986,0.032755470028925704,0.033765621023743496,0.03499400039883636,0.03554339052828985,0.035207093300574255,0.03424997071506596,0.03137007304608204,0.02809786502408559,0.02446994917483056,0.017444544692097014,0.0156090846112527,0.01639338523415857,0.02789204049909501,0.032861901800643106,0.03672673579899984,0.02967374865402303,0.026660858762804416,0.031042173929930073,0.036141896257001614,0.038029383229024216,0.03970246695994714,0.04143855496972487,0.04342546290578054,0.04470179211631836,0.0452923272077088
0.002472926854237883,0.0010359584782144951,0.0018319571564534179,0.002705754400907425,0.003595390093775092,0.004395808567942781,0.004602537510460403,0.0040737181439159465,0.003126370543555374,0.0017813878414015903,0.000779927070644807,0.0003091323644987587,0.0001535372375347821,0.0001192925289019977,0.00013969283331800414,0.0004330004840082218,0.0004451517821610791,0.00023826030955023263,0.00010285162835591523,9.714178036983137e-05,0.00010538303971033035,0.000104029122772995,0.00012695066357201702,0.00015910997630857817,0.00017608030745662186,0.00018986644967585652,0.00020616904888891174,0.00021111963746271763
0.0017377427193262876,0.0009114953776246426,0.0014358204073162283,0.0021946005657432566,0.003064090590438286,0.0038550161627595035,0.00401510212427608,0.003446382789354908,0.002556116991981449,0.00140797218666077,0.0005841382874637939,0.0002179514496161425,0.00011523473623441523,0.00012949352007595428,0.00031714423320183403,0.0014510021238719646,0.001185885247437252,0.0005516391879670746,0.00032226368053394375,0.00022358868709053642,0.00018464543782612805,0.0001881330113028551,0.00024764486959512794,0.00035230305335790066,0.0004025713515831394,0.0004197291460535033,0.00044388297925943926,0.00045126909872637415
3.4939413899705354e-05,3.4462658996211665e-06,7.044170099747927e-06,1.3741099707769845e-05,2.3260021781856183e-05,3.427823536954954e-05,3.812748386687627e-05,3.013003393638029e-05,1.818843675745178e-05,8.33833931661071e-06,3.47931014420893e-06,1.7826649150609976e-06,1.3677701713123141e-06,1.9803239643190235e-06,5.031725147118269e-06,3.241357290851886e-05,3.767754026778979e-05,1.7842316241313633e-05,8.02907764055417e-06,5.561481241579631e-06,3.818003948945109e-06,2.125309895454428e-06,2.6200382960017016e-06,2.9520888576778104e-06,3.3114251233286644e-06,3.703187052975927e-06,4.019352806185228e-06,4.080146250124495e-06
