0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
-11.82068409090398,-12.05185113844985,-11.830446481456365,-11.84791425947589,-11.99157846385427,-12.204076805974397,-12.455721015042057,-12.483902951977859,-12.06746729716482,-11.749547366082519,-11.443736714749987,-10.97215422699779,-10.011593796355186,-9.243835408295718,-7.414475279372309,-5.467556532226036,-4.5902814281136655,-5.465294550566589,-6.621790264641963,-9.889381002592863,-10.379881379576487,-10.751071070868612,-11.454413195575318,-11.948723712167647,-11.600603547444473,-11.192506319683046
-12.370996470641755,-12.076541578197315,-11.838159859396281,-11.867193801280647,-12.020970218707278,-12.231600487355555,-12.454912444380142,-12.475950771213766,-12.070449959321813,-11.716077689807866,-11.395926666555658,-10.94844336294493,-10.071128626508143,-9.621039388669143,-8.079118842529018,-6.184578839313928,-5.356529649190309,-6.298002823438703,-7.440941757127679,-10.1228702679297,-10.473422063922795,-10.85802639344092,-11.495316779541112,-11.919545360770867,-11.60180311341492,-11.157635043010245
-13.063686831816922,-12.507934471219725,-12.31442433097146,-12.360534925600176,-12.518145058855195,-12.708424420097987,-12.908278751269764,-12.913440449449475,-12.330432992411824,-11.703711425078447,-11.355145738603484,-10.871757853799165,-9.94008701520463,-9.769324530089968,-8.308851808380343,-7.17944920297176,-6.8108028391913145,-7.642110056123158,-8.392273612277304,-10.363228283252537,-10.904374783596152,-11.342712416003712,-11.932064070690162,-12.32255826293228,-11.991779753388625,-11.242037082558417
-12.04155368143231,-12.2311406961515,-12.010499585929994,-12.033403099162454,-12.179659888811525,-12.383498823586416,-12.616550710799517,-12.637029549734178,-12.18209144238259,-11.829115631398894,-11.532527913379473,-11.097553023736284,-10.19259165217572,-9.462616044697626,-7.683164197796792,-5.648101736959704,-4.863785387565911,-5.5723377856403955,-6.784635949043994,-10.099726523775395,-10.589254608794484,-10.990826331963826,-11.632836572681098,-12.07715501558262,-11.722988079509813,-11.273867192800155
-6.101041269188024,-10.116524565490975,-10.283474081230956,-10.168932175341416,-10.124413236185873,-10.269260100523498,-10.55940423058953,-10.617215323520012,-10.56770676819576,-10.315073686497422,-9.58176928190051,-8.51835725404153,-7.490860433885219,-5.565610637914019,-2.4070537134438643,-0.40877914248096,0.9703748106829084,0.4487279426384089,-1.6170678459846755,-6.599143865645327,-8.556862981555001,-8.960058295237163,-9.897532576541893,-10.6016097151715,-10.255116762992248,-9.784445845914085
-1.3077580987039181,-0.5994535657844919,-2.067280288136819,-2.6006989944638246,-2.859648899011035,-3.0702689718131757,-3.1437026822973486,-3.2770315608040756,-3.320943252140406,-3.1502425931483597,-2.8407298079197276,-2.1885089753175238,0.05961543316743245,0.41772277368282434,-0.3374571354759301,-1.1727359746101775,-0.7776056895347332,-0.5043690966702072,-0.7150649725127405,0.3131957152322293,-0.5980424314751454,-1.8353701597216956,-2.213197095529234,-2.199503621305921,-2.4175834110293444,-2.31158885118705
-2.776040009042281,-6.599540909825168,-7.99161376448708,-8.12342975972716,-8.199319081698714,-8.385434409293369,-8.413072383612013,-7.98441297907099,-7.514239001661649,-7.119907377528205,-6.554821834410045,-5.9898828309523315,-4.157365118828279,-1.359494154416708,-0.6415545733129189,-0.4330536435430839,0.3771624356704583,0.6179389998226821,0.47809084603069024,-2.9179643046259054,-5.054306848403116,-6.371281131646765,-7.438483354539681,-7.699731952033713,-6.98222120044694,-6.421573459283052
0.4761069103370316,-2.8324961632440333,-4.582611130415496,-5.130976041515363,-5.44416404239836,-5.711244406892224,-5.630463211963178,-5.229302166203495,-4.888570610161057,-4.71257434209489,-4.521681344657017,-3.865863210810987,-1.0527934823622294,1.3503468094095283,2.108376521839612,1.6357657725679617,1.9952283114822,2.303439048780319,2.113116158534963,-0.33872833754469284,-1.9221448590565833,-3.5751428863925505,-4.491019649373303,-4.520391915865647,-4.2292697161311406,-4.01523985380365
-6.038396185398775,-9.49983246961728,-10.203751909109826,-10.183533922735043,-10.172317397844639,-10.322067618289543,-10.487297031906268,-10.18800877533394,-9.632305503934147,-9.066733911350347,-8.128594586699368,-7.360250317223284,-6.288131516528609,-3.842381113638226,-2.6235609227623216,-2.195406986389666,-1.3234957912326746,-1.074080752188796,-1.6853732446173981,-5.564369612653022,-7.784724717961202,-8.572080504052936,-9.610702566743829,-10.042877166132238,-9.029310547675722,-8.186786193302352
-6.797691850125024,-10.308664519354432,-10.81172988419015,-10.799807646981586,-10.811498637778888,-10.966601668331853,-11.161556463569385,-10.910689190418948,-10.252223884610146,-9.608347480717368,-8.61548261997211,-7.7695913877642955,-6.80376941015274,-4.512370731200402,-3.122570404654097,-2.346403124914192,-1.4797620866720889,-1.1411193989033768,-1.9306146726478643,-6.255678205666205,-8.49263839525491,-9.24088175757352,-10.202808527213685,-10.63057208525301,-9.612590876964864,-8.662659737293284
