0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
-3.414611121222939,-3.2921689389077446,-2.5366805735160103,-2.7472695575353914,-2.9921170536372976,-3.1109404964742913,-3.1863267742141437,-3.1939197216872914,-3.175878040813693,-3.1807311136415475,-3.1942495319306428,-3.1959995779879904,-3.2105282391608885,-3.2289380099794442,-3.236057140974636,-3.256557078450739,-3.2988525440001872,-3.363500642411469,-3.4582590167238587,-3.542718654809553,-3.60359653959189,-3.62385394149595,-3.6185247031271564,-3.6100064977172694,-3.607674414005106,-3.5946326577834515,-3.5888357133329762,-3.597801634265563,-3.5968125888678433,-3.612691714384142,-3.6274414302744447,-3.6489266941336442,-3.6786387559102556,-3.7240905563861784,-3.7538461477578347,-3.798940240028834,-3.8460565464041148,-3.9308208686770216,-4.014548779597996,-4.0870172161247265,-4.13901024025211
-1.8408274932750783,-1.404644061579363,-0.7946203422118592,-1.042310763081595,-1.278194067075108,-1.3884146772018677,-1.4571918259261116,-1.4587634148301252,-1.4354652597008573,-1.435806356779298,-1.4453612846740778,-1.4436602708419353,-1.4553581324767058,-1.4713314806994622,-1.476370756846159,-1.4952158160584046,-1.536331694416955,-1.600340257861791,-1.6952024357516298,-1.7801428809134838,-1.8417035122099386,-1.862114170902245,-1.8565546573633565,-1.8477722796798532,-1.8454046143665186,-1.8321185471231745,-1.8263412578687201,-1.8356412596049292,-1.8348045429721085,-1.8513292330593358,-1.8667274136704972,-1.8890332616837868,-1.9198753170195888,-1.9669910534119028,-1.9981774769753617,-2.045347127128438,-2.094967813943213,-2.1841390014311903,-2.273096514710134,-2.350907062693768,-2.407635423416248
-6.2039209435413625,-6.93810115265181,-5.937768693593544,-6.037178842534756,-6.23571626382179,-6.334665318080344,-6.392021794602852,-6.391408678037864,-6.3686320527099625,-6.364956153032569,-6.369401879200672,-6.365004407001878,-6.370718795320328,-6.380009084233174,-6.380831689165612,-6.392021468434597,-6.420257104898524,-6.465904261026385,-6.535113373443575,-6.597003461779666,-6.640343497428251,-6.651809208306682,-6.64319562261554,-6.63243642848651,-6.626854163343848,-6.613661188836407,-6.606106702672955,-6.610052838059711,-6.6068708772777125,-6.6162342630431965,-6.625044966392316,-6.638988492559552,-6.659141887095622,-6.6911901114892345,-6.71155452114401,-6.74331268789301,-6.776586148574348,-6.838470152449787,-6.9001051857095,-6.9534167747320295,-6.990740978435694
-1.7179084082912925,-1.2582825621196598,-0.5417528212767608,-0.7869005144141485,-1.0411582028254225,-1.1581271082313667,-1.2294759766854924,-1.227663462324283,-1.198879365341272,-1.1961590112699934,-1.2037915797690968,-1.1993983152243082,-1.2099420896274198,-1.2254616018083078,-1.22923479832647,-1.248396348074754,-1.2921937526977936,-1.361333677817085,-1.4645977966638066,-1.5571460862313333,-1.6241303816648645,-1.6461095262472736,-1.6397482568414443,-1.6299930559224418,-1.627356193261156,-1.6127851660984607,-1.6065331428921519,-1.6169273041506427,-1.6162044497672878,-1.6346216852343598,-1.6518232571691838,-1.6766635547842357,-1.7108997353162663,-1.7630204130451308,-1.7975958355274015,-1.8496994342407398,-1.904384961709557,-2.0021763851671537,-2.099233411618153,-2.183749790068389,-2.2451888898341457
-1.1033101738690352,-0.5507393536643521,0.3144980183363111,0.0592509516530042,-0.20476855478189826,-0.3204134366662148,-0.3853912577014663,-0.37048583580622885,-0.3265505044386734,-0.3119908217686801,-0.3098133494647948,-0.29551542442896195,-0.29816756749962114,-0.3069979400240581,-0.303847618333031,-0.3178598529202532,-0.35899325016932115,-0.42805657268993036,-0.5348158718263214,-0.6308396278045676,-0.6995016250810278,-0.719165989013675,-0.7080276818477476,-0.6935582664432018,-0.6872843944228484,-0.6684018755925911,-0.6588998831233841,-0.6677668333678792,-0.6648429767192312,-0.682853976186385,-0.6997627722808286,-0.7251076683352788,-0.7608393025897404,-0.8162482028822116,-0.8527829526267965,-0.9086281389499475,-0.9676159445172179,-1.0744875981119624,-1.1813013167477162,-1.2746793086975745,-1.3425749833863418
-3.7581928038607924,-3.843955144811578,-2.865259445420075,-3.0586193909826482,-3.2897396290591345,-3.396029998493181,-3.459538089332675,-3.461192666010346,-3.4403288501258533,-3.4403131248491734,-3.448146644186119,-3.4457278819949764,-3.4547485680217944,-3.4671983483497097,-3.4697705561598147,-3.4840728245058736,-3.517361381104391,-3.5699692169823294,-3.648429668498804,-3.7175099338935986,-3.7660233704564403,-3.779430341741082,-3.7709231118709923,-3.759733537619768,-3.75391042545424,-3.7388462748521007,-3.7301307578247433,-3.7341111108935428,-3.7295125693700992,-3.7395495874243263,-3.7485908061942395,-3.7634291208686212,-3.7853664901127653,-3.820790894408785,-3.8427849263769804,-3.878000175889528,-3.9150245591503943,-3.9842214613418907,-4.052394532384761,-4.110893469164215,-4.152156493881771
1.221441732877469,1.5228835845888589,2.7266199236548347,2.471930669028697,2.2518778321004196,2.1722864689892436,2.14000623226085,2.181200294873867,2.2471271850553407,2.2838972766455043,2.307769603383429,2.341124409529294,2.357650657111581,2.3675040586278424,2.3869186071157626,2.390000890470273,2.3683233987952432,2.3214182899635967,2.2406165847220474,2.1687771183599693,2.1204757970965966,2.115092759826436,2.1360277698376198,2.1588682294943857,2.173601513439153,2.198701977963819,2.2147873684600414,2.214434264698237,2.2238934703233086,2.2147150012960104,2.20620706781324,2.190158014772612,2.1648600939888736,2.1223805362290418,2.095809109320604,2.0521718788782346,2.005315226308471,1.916373677969733,1.8267481861887331,1.7483116034287443,1.6915493018407552
-4.5598460510939045,-4.880308165417146,-3.5490366061002545,-3.721692344857523,-3.948442194530724,-4.049431764995817,-4.105534877918761,-4.093946889873283,-4.057676862130798,-4.044956539270554,-4.041410443425488,-4.027017647633021,-4.025552640239594,-4.028346341273943,-4.020797225251151,-4.026536167569881,-4.0534723382715,-4.10212264729346,-4.180266807494764,-4.2491911543941345,-4.295615544317656,-4.302606731485975,-4.285064505245281,-4.265155645338874,-4.2518774703195685,-4.22878051665064,-4.2132113332033425,-4.212281633517479,-4.202126700348259,-4.20849489401258,-4.2140484734090204,-4.226386966971976,-4.246903483681581,-4.2829374591972655,-4.3040354747797185,-4.340432689471699,-4.3791320114856145,-4.45571183325387,-4.532327156493667,-4.5987011573374215,-4.644783804887911
-2.6116015778957626,-2.774576916502144,-1.4619909312857808,-1.7164536149527272,-1.9672642013868533,-2.074457940540758,-2.134337717019606,-2.122291086992403,-2.0837690959731434,-2.070516716267303,-2.0671228225422613,-2.0518172197069457,-2.0510362999575253,-2.055097063933813,-2.0477293480524557,-2.055444299951586,-2.0871514877064508,-2.1433821321459696,-2.2325399446544374,-2.311036548241197,-2.364607981448681,-2.3747861574107123,-2.3580021155546085,-2.338453167418031,-2.3261264475809593,-2.3026278746104225,-2.2874778969777845,-2.2885963590872755,-2.2792453629079343,-2.2884869309362053,-2.296706359065242,-2.3124415277123083,-2.3372716784541305,-2.379249645176629,-2.4045022480188853,-2.4465953374664746,-2.4910873106365257,-2.5764689266354086,-2.660750749732461,-2.7329745205380673,-2.783333147245176
-2.512780973005844,-2.615778608878183,-1.5802745368632116,-1.7690042221453603,-1.9952390008404859,-2.097479424833576,-2.1595087647835625,-2.1589729878925645,-2.1353466798585625,-2.133375811632485,-2.1396080102938067,-2.1351082359576212,-2.1431310371989065,-2.155074733424069,-2.156682033216496,-2.1712540419866873,-2.2066517579077036,-2.2631768622529442,-2.3475675312023663,-2.4217646312372887,-2.474173719307866,-2.4896076165868957,-2.4819222727328683,-2.471260258723153,-2.466251245682699,-2.4513171844559105,-2.443147138777503,-2.448556102054795,-2.4447877896402437,-2.4567630581325854,-2.4676762396268543,-2.4847478635343245,-2.5093793637165582,-2.5482278986114295,-2.572833574221863,-2.6111954697441027,-2.6513704014237067,-2.7243275693186364,-2.795337043559104,-2.8555472256230496,-2.8982019279812787
