0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
-2.3032498173170035,-4.477842102377113,-4.926836034631922,-3.966354658564751,-2.960554413046399,-2.153932349569299,-1.454422285668896,-1.0284415928118198,-0.9019004223425793,-0.8320693232359362,-0.9632353489084617,-1.353743499381425,-2.236081682723044,-3.326105276021119,-4.061120378882957,-4.713584725309469,-4.322560376494939,-3.6561056480149423,-2.5730971911777,-0.861850349947259,-0.382462931562352,-0.1279613671392814,-0.06056848509637658,-1.2154606241387371,-3.54261243629748,-4.975672139450424,-5.942854179179901
-1.839260211820205,-4.055882346357435,-4.377193280594531,-3.7025331735648566,-3.0128079382455306,-2.448691283614047,-1.889348801992565,-1.4538819308073279,-1.2387336054762852,-1.018429533858461,-0.9997480284681146,-1.2672522196095015,-1.8978832122721305,-2.6089059153666154,-2.7961567760568347,-3.050874803763767,-2.7893332147538565,-2.4496352817968576,-1.7005153858450066,-0.2798073785102322,0.3829418674967441,1.2355237869049542,1.4536783382448277,-0.08738523872206438,-2.597600385350958,-3.9684457187040536,-5.417305989842519
-1.8267099424392035,-3.7655197453559444,-4.357350949120646,-3.3899077547929224,-2.3620769514293487,-1.4958697926809725,-0.7459082235419725,-0.3028000314086152,-0.1779606460634584,-0.1070043258771769,-0.21874812263967502,-0.5100749901234747,-1.2319928795885444,-2.4740604795924863,-3.5160267043867135,-4.250928899646072,-3.7888054098252066,-3.0423317506795033,-1.961515654513905,-0.3887174228821344,-0.030996896171480826,0.14709577029569432,0.18593666467376346,-0.8858594727537423,-2.9845656981105835,-4.308915501356409,-5.231102369298863
-0.3367423334352264,-2.6436314181562945,-3.5694584046319564,-2.5740504035687675,-1.5819713206303903,-0.8476266537935939,-0.256958438230509,0.08870961944230116,0.1699640937878184,0.20106492484320548,0.03423394678063674,-0.366580731881498,-1.2256268527216119,-2.2641305088875336,-2.717546298007534,-3.0943159647047986,-2.578067995229458,-1.813391850788545,-0.7233319884490113,0.4969979554993491,0.7311557178463433,0.7200436146456247,0.7293913843514511,-0.14257385583670268,-2.0744844426735227,-3.6465422069411213,-4.483502459845908
-3.093373523845834,-5.520892568258646,-6.033252975511441,-5.271900709526437,-4.468775469242076,-3.8902519914625913,-3.399124091031797,-3.0523139435660465,-2.882450334035375,-2.726859321529039,-2.72910742136302,-2.985303671080475,-3.503116522387468,-4.084698884606415,-4.469015006536051,-4.938731318705309,-4.635524651070284,-4.268492706098939,-3.4401537920750886,-1.7751453211098316,-0.9645433824612861,-0.4687185089091288,-0.2610228684794935,-1.6013356030959047,-4.0418746164375206,-5.470164552929728,-6.5372780184306345
-1.4110603353814384,-3.7059979154774547,-3.949226374041224,-2.4682101018542593,-1.1518148199562155,-0.23822800204525763,0.4579064137204776,1.0008444170884923,1.3155157415583163,1.6075351237921445,1.6771920530414248,1.4843468758418983,0.8239679530647921,-0.5050523990061997,-1.9543026056585486,-2.895841296498719,-3.0626688481786477,-2.8879609291472033,-2.2703225169106878,-1.260750208204492,-0.7849706097275091,-0.6531848076912088,-0.7154425488679377,-1.6824861080922615,-3.3883400858889567,-4.070736257252343,-4.8596476794906325
8.21294294528687,6.025179179065951,3.623470399799329,3.5451533198185885,3.6671308234401794,3.7544331450728716,3.921683275427897,4.09465311160927,4.22531960056209,4.446919639068433,4.708794503188077,5.020733183718052,5.146232413781466,5.4832733014440915,6.136614376774386,6.507888112767874,7.549935761417106,7.760853398674951,7.887603539070525,7.596485431230147,7.687628546793477,8.51526870198064,8.344699534635044,7.076183919200342,5.126558960720035,3.7536414973392205,2.722034860231358
8.033229349587419,6.415490411413592,4.311132964821456,4.123142577965522,4.550073756896005,4.785449353669688,4.880498711052138,4.953726417771177,4.994008912112258,5.122398395571182,5.2841556767444615,5.4825691356479185,5.558301453148248,5.871069167453731,6.472600548677104,6.5737676095340225,7.218836978697914,7.387934376796089,7.500790293765131,7.407444619821536,7.824558070437592,7.958856165079989,7.034866480251263,5.678399906711248,3.989646545296539,3.1519988953153124,2.6535601713205192
8.187233890102384,6.585539802410348,4.4655200880430135,4.2332615674999206,4.6300096688178165,4.84707245727244,4.931143127825387,4.998484531974047,5.035777913338555,5.168030183455173,5.340560079052974,5.5642780232676285,5.675567542827831,5.994223136637568,6.588442873459602,6.696621180495449,7.3436630450252185,7.504055300716871,7.61232716268718,7.529528094671459,7.943459589783076,8.082180448155937,7.200972882393199,5.877979617560641,4.186800847846409,3.340645525799122,2.8290716190736207
-0.6202854483485889,-3.9417264366194473,-4.769095296878748,-3.4445682230432295,-2.423275557907809,-1.7302902751888578,-1.124979660113927,-0.6055395616632615,-0.2936684241547025,0.049498764264944484,0.21904995165853158,0.06438308408140647,-0.6438519170861507,-1.5597493622335776,-1.5699210886961217,-1.323114108637249,-1.0021154476536671,-0.7763544235662139,0.01568055087698239,1.0828186572189977,1.3120469841660083,1.4758442849822946,1.1573939898669223,-0.17431120967590963,-2.3274981643496373,-3.863313349554798,-5.124939402898847
3.5632732693139264,0.3790479235750641,-2.0388273763174345,-1.678878024930434,-1.07863414057162,-0.4635951193115915,0.06887237196329044,0.4151080445674922,0.5040799884553433,0.6715368419529437,0.7464872119686483,0.9191300294102125,1.282161995955951,2.0325161537467773,2.7978421535198876,3.1108207347234345,4.229578577843026,4.731056059292537,5.341962977876178,5.636421058611119,6.1171576420765765,6.9438809799068215,6.54715978731059,4.886196189875,2.262102679580293,0.4115968422066285,-1.0164695166154891
0.8119799820071971,-2.089752671413393,-3.654659444795934,-2.1833144387211014,-0.8802822879408183,-0.07043360320167347,0.5389426867017504,1.0118805751634439,1.2725661431846467,1.5041219265991572,1.485701030056277,1.09308394460946,0.3449619692005599,-0.27050392060922523,-0.06167208419751824,0.328368138379056,1.1510714328227791,1.573693297504258,2.2208919000142764,2.6339394649131274,2.912254837317225,3.228731415748392,2.469202267677507,0.8537080137729205,-1.0061839283783798,-2.124478124320193,-2.97137295199187
2.3072578192770834,-0.004689204042674033,-1.0625661796161403,0.1484438822260984,1.0377642920557693,1.5451751033155816,2.0075941975455858,2.415415659809094,2.7153146940002424,3.0070079551517033,3.2071160267634777,3.205576208462923,2.737759036359341,1.8384928940428913,1.3470908700742443,1.4085604520692818,1.7408300476819611,1.8643316186588335,2.350077867526818,2.655719110134963,2.6582560285023344,2.8260167054059186,1.9914766646406517,0.6634337738777177,-0.6022024435730011,-1.4155281819212095,-2.0439500730286806
-3.3437933576419194,-6.489621997340644,-6.716803658361054,-5.322532298752052,-4.11716572242817,-3.2480884318972434,-2.5057118779249103,-1.8516174292060998,-1.4291504843455118,-1.0113693978776956,-0.8879819809001004,-1.1865595945732241,-2.0572571284449523,-3.4568864730175646,-4.37263293491645,-4.85985507594152,-4.933654408860532,-4.632971313693963,-3.736518125426672,-2.22399933735615,-1.6745488646312132,-1.2537074341522,-1.0328915828249288,-2.1606715007308424,-4.46707148284663,-5.775432851995197,-7.018020041218011
-0.5842457023228493,-3.049469197287758,-3.7846873130248477,-2.806150691819255,-1.899143803730482,-1.2527896178150562,-0.6618225427415825,-0.23539202222008804,-0.06790717248221201,0.05912838389289132,-0.0999164447238956,-0.613564596059829,-1.497031874271116,-2.3675153416039105,-2.503682809910061,-2.4884157365499044,-2.0650430893242184,-1.5649089712246733,-0.5766178870144272,0.6324104313646524,0.8224863292884408,0.9785851425030725,1.1677705699838885,0.12385423664064832,-2.1790924092635766,-3.81264287001406,-4.858123438434927
2.2157138673128607,0.4813905320475984,-0.8355485436758718,0.007590680510637382,0.9750723367006423,1.7039490739477716,2.1683487527784306,2.459884162219252,2.532254737645742,2.5740982942635613,2.3968873532430623,1.9929458779864857,1.1615938622423259,0.06453194201792911,0.036620238723021226,0.5525612959753115,1.2576125636108533,1.732127488043779,2.2873691273804955,2.5806464830317557,2.236642630672832,1.6078018169847286,1.1507249397228383,0.41375556740890373,-0.786155470370103,-1.7980517457181124,-2.4049279528385297
8.050933100205688,5.977879097562114,3.4849117998707833,3.3090506634927284,3.3752408439001904,3.46876489511805,3.6771080323355223,3.876392242729395,4.011089240483203,4.236395079122204,4.503137978498623,4.840809718738583,5.007199293057612,5.4206209960419605,6.213327968021857,6.664097340154327,7.705507511160934,7.906028371786024,7.98947194365723,7.586649743624819,7.6711958970024865,8.691133637589548,8.498953878581178,7.140023321618635,5.237420048541288,3.8476032643876907,2.6354801291298195
