0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0.018912409614115628,0.007528943748640511,0.007976035060403902,0.009231357282512145,0.010926534984794008,0.01211645970907089,0.011078496487042531,0.008891201634871752,0.008566253074148262,0.008441010601289533,0.00771167953485,0.005909969270993378,0.006565332939886939,0.010031070511073839,0.013820611734674576,0.018020007751747245,0.017673560271468953,0.01655101206956835,0.016455288278124154,0.016255694200749498,0.016352642455618613,0.01651121678719264,0.016365909023270137,0.015954790445416315,0.0157109543099977,0.01590519505023651,0.01629271773256459,0.016687211039758808,0.016945665584769974,0.01723664171083809,0.017513606472795387,0.017645917528750003,0.017944042794286574,0.018087152876727935
0.06170180814186627,0.01960961080153686,0.019137574871876898,0.02145624380320252,0.023776641201115934,0.022703423002125914,0.017776101362841485,0.013058997364327288,0.011615636730839507,0.010548143422224356,0.009151880068645032,0.007906453616142513,0.009577624349047653,0.01557320690419607,0.02798655823128954,0.04749372313207566,0.04613121802677069,0.039419821678208546,0.037271218699321984,0.0346801085880103,0.0338931542436227,0.032664496538519376,0.03131075449639374,0.02954587013357679,0.028990829454408378,0.02911924936564065,0.030309014712638385,0.031222892176705017,0.031819587931324264,0.032693383622325954,0.03340742904866031,0.03377990118899676,0.035549411814146475,0.036001189047324286
0.08338199287737295,0.015605373513420801,0.010105294964103364,0.009518941245483258,0.00922938693577304,0.008957469937795559,0.007674309883481932,0.00677301727614485,0.0068842539064437845,0.0064418527460770765,0.006104220451185957,0.00488412267900084,0.005345985845347883,0.010994228495562969,0.023430783638628112,0.03858362381552183,0.041864593633724745,0.043379712393336656,0.04537822172754904,0.04448527686999622,0.04398961989331464,0.04201882674960598,0.040112917732157,0.03820072459648,0.03755513541673562,0.04033312732141137,0.04465702181259468,0.04718049769954452,0.04835854684074635,0.04938928698452756,0.049884397309956516,0.05029822627421575,0.05278159500868319,0.05267282621003227
0.01834656115386006,0.008476902653719292,0.008957516857367941,0.010305971827585364,0.011937341227687777,0.012840337007859014,0.011227006498784473,0.008579609358919037,0.008429747938840234,0.008838036146726048,0.008773840581669917,0.006805731757465674,0.0070557126521808775,0.010868862040568006,0.015603074181886233,0.02120201529544586,0.02030619761538169,0.018522747937965774,0.01845017372733829,0.018336566046846164,0.018626931004517615,0.018991535129139356,0.01877433325074261,0.01795697693746635,0.016884033830762472,0.016373743056420184,0.016388706143319047,0.016603492838105242,0.01672047339178669,0.01689787118559703,0.0170669435098472,0.01708968612799667,0.017350282380198635,0.017446652391788345
0.006623729791916651,0.0025278730251926907,0.0026891440131981254,0.0031866558441570802,0.004056700089932891,0.005005729585242244,0.0054822424368879494,0.0051789208081641615,0.004829023749362811,0.004330160189138747,0.003914949881684395,0.004414790951463118,0.005150923520430245,0.004779604424125374,0.004224500346301749,0.004312736549702062,0.0043370848669401505,0.003914596700869841,0.0033125510368600276,0.0031308405758704895,0.002850727968977186,0.0025678418932141163,0.0022146316795122554,0.001832630616193779,0.0014913795553070418,0.0013684903860770635,0.0012579264038478741,0.0012199768351681287,0.0012187614335377583,0.0012099545794532183,0.0012194840679942563,0.0012365577399794459,0.0011804681496109014,0.0012021173765096678
0.23481354710095445,0.5581639140804517,0.5545339670706574,0.5474841921969884,0.4885039239150427,0.3974356596844387,0.3249081477393095,0.28359571262748157,0.26362537594620694,0.2736018414440486,0.31576267007266906,0.3675643958415672,0.35728290378601707,0.3278882904842364,0.27762363739926194,0.1730827185993525,0.10101263370872325,0.06307317343061639,0.04485076425002279,0.03945459065695234,0.03389074855977534,0.028686075948699704,0.023242496842701972,0.01756352769613732,0.012102643260889315,0.009314888097731162,0.008156775063412546,0.007888484050044905,0.008072749451189827,0.008094980671095342,0.008280612989883696,0.008612506303133585,0.008033366275479733,0.008453175449855289
2.946712550488087e-05,0.0019603211262978967,0.00449699427596601,0.005097005519737885,0.006145445420751893,0.008299865109226253,0.012552097661461628,0.01847031715137825,0.019547491547611887,0.017690484114981312,0.013846253920116553,0.008571430787641634,0.0031927839993642396,0.0007270943186258938,0.0002081345161193919,0.00010883039491651145,6.620088663135964e-05,5.571188530195884e-05,4.2948993607741924e-05,3.151215996559525e-05,2.2447360473126e-05,1.588339905559123e-05,1.1186335302262747e-05,8.12904497967901e-06,6.62249464489342e-06,6.642403153585207e-06,6.952443019609938e-06,7.08538894319898e-06,7.233295057330709e-06,7.511111361106899e-06,7.683861049613392e-06,7.817357506543771e-06,8.212963095126365e-06,7.925657530526281e-06
0.4724027881794288,0.25744801239523896,0.22238829383072625,0.21194207847984217,0.24616079918117856,0.30526555537595357,0.33851454543123377,0.32900929938353435,0.34355369659969953,0.34421556034662415,0.314609430802208,0.26837377155300296,0.2961499101433782,0.3942271807092339,0.5093858896414405,0.6097159333005865,0.6871945456707217,0.740764836099683,0.7677397947880096,0.7795596301521585,0.7892794595123368,0.8002167992001088,0.8136259445319004,0.8296501866817019,0.8436175320757299,0.8457526432198351,0.8416093000940815,0.8374618135374051,0.834802377982117,0.8323012578207244,0.8301665934868554,0.8287799790523571,0.8249281688115774,0.8235183552589365
0.028705121287147015,0.02573506836977573,0.02172958590412742,0.020350007343517128,0.021705616340111505,0.026290018838283667,0.03440343835255454,0.04430049566512256,0.04869201383612987,0.049877039083536974,0.055047711754731915,0.07688011778879567,0.09913983479799805,0.07390774074941607,0.03931023734384021,0.021931276629876352,0.021705333916831035,0.019819513993741555,0.015534978632689536,0.01420544128950061,0.012188981514521566,0.0102621106839295,0.00830682991262588,0.006453019941768658,0.004700699557176235,0.004006227671607988,0.0035655669926650834,0.0034283366537054623,0.0034198991745000057,0.0033505910986092614,0.003359540627354145,0.0034173796167546095,0.0031464751749695524,0.0032688214482070542
0.0014196218387182435,0.028917990794225107,0.0453458450234122,0.046063341924480715,0.049258004232151244,0.052938432740872406,0.05880774302609745,0.06792155751873963,0.06685197101178263,0.06598159283916702,0.06496063024864586,0.05395471008400495,0.025003290690805136,0.008638740770156987,0.0035840553077886523,0.0019367779919493976,0.0007388108914181604,0.00043316679902188915,0.0002916669246526342,0.00019502142609999462,0.00013486019515282719,9.110097791332892e-05,6.0348412742596305e-05,4.1130314792664335e-05,3.073554962921444e-05,2.8660828894106083e-05,2.9625510556845494e-05,3.068554368325105e-05,3.206528280348578e-05,3.4029442545995e-05,3.54805635742656e-05,3.667680435941164e-05,3.949524053777938e-05,3.848105387639607e-05
