0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
-12.661155887868896,-13.164484903523055,-13.224879214583273,-13.556075252147405,-13.587027351785743,-11.351254646390059,-10.108569094571939,-10.426629031104977,-11.625668090302373,-13.048847065807404,-14.004048967534864,-14.19067993996498,-13.865210119989797,-13.677223718599889,-13.132766303462668,-13.561782536914206,-14.228281802304592,-12.97463882465629,-9.25838727759339,-9.426985407151786,-10.212230874645952,-9.02290303126371,-9.56166625939427,-11.62577024482833,-13.317036173820194,-14.184550147785146,-14.673446912684087,-15.138388612889049,-15.484801412141037,-15.508544322239674,-15.357825985930093,-14.484939071224574,-12.40923750001456,-9.81569443172899,-9.40622325337265,-10.08137961792668,-9.453878645714283,-8.897194745424281,-10.037957991667726
-10.439417879648571,-10.93638830663601,-11.402149224360617,-11.821283211170565,-11.795426500541774,-9.260163722714251,-8.528896305262647,-8.739284812027138,-9.57879758225458,-10.886416901818887,-12.166899604173794,-12.697859252045701,-12.357077341393127,-11.815279654346162,-11.195061646600772,-11.807692502759517,-12.221271272809682,-10.142983476166771,-6.461553679766786,-7.648318970206061,-8.768749343180161,-7.692967348683351,-8.064697537951895,-9.771532741129016,-11.753544603747828,-12.6498676504359,-13.14639135520609,-13.630662012088095,-14.064068279764738,-14.117536636489504,-13.839937407293474,-12.500827828415934,-9.798375456778723,-7.693468990138682,-7.58288356282162,-8.54149938124615,-8.089930474375375,-7.5528605268987565,-8.311171892443788
-14.709672527937956,-15.079840644974812,-15.506906565626755,-15.631151944211085,-15.020443494891085,-13.201409759462498,-11.896946717273417,-12.381782793006515,-13.715927773876738,-14.821885860334573,-15.43680745719215,-15.603927583093267,-15.622581810014205,-15.891504522571715,-15.90430399283409,-15.896268673125785,-15.78892058558007,-14.620914220475985,-11.471589843772149,-10.932712427512058,-11.340082487021348,-10.413381724258343,-11.244299687326182,-13.17667020051114,-14.653303233471211,-15.51314666184525,-15.919582703498971,-16.00690485757729,-16.106542641195453,-16.08135883536937,-15.801351668561024,-15.10124228281897,-13.835097455022096,-11.253184067330201,-10.946255253949813,-11.358161874781123,-11.083823368885277,-10.63609374164445,-11.84592131521366
-10.65169712259133,-11.049996602809541,-11.363354636186054,-11.708720112464308,-11.934294801559366,-9.53195368459845,-8.953434482877002,-9.293218873068323,-10.116559607389233,-11.18679563920293,-12.061612330359926,-12.285031133784413,-11.796974634422346,-11.088867069176095,-10.532592043385135,-11.331250548122966,-11.973828598163824,-10.44895268928307,-6.908277601793693,-7.849883710102289,-9.066774428254584,-8.217049829244553,-8.664405299876906,-10.433606710181506,-12.192165906880083,-12.874580094473256,-13.18098060244042,-13.521384506325026,-13.813571344667926,-13.838607417820972,-13.758476102916086,-12.713289777270175,-10.284020087198144,-8.22447076260073,-8.14440811692079,-9.030724748841179,-8.546940657421546,-8.123933993046744,-9.004242313666312
-9.91116071888183,-10.463284948177986,-10.816372425689082,-11.138678851970761,-11.563644474341276,-9.158432923355262,-8.691523088914648,-9.028570360527668,-9.689470806212368,-10.523270125830445,-11.262927025713347,-11.43445505949234,-10.80701532729439,-9.806527482662206,-9.329343591013924,-10.58824781845122,-11.435013666822949,-9.952086868666118,-6.666042470649912,-7.533565963193365,-8.669792784239954,-8.016547125179462,-8.503415381339451,-10.190732931065984,-11.905118099492972,-12.493443156523847,-12.703434054746024,-12.930266855156589,-13.123888907443607,-13.236042274276517,-13.31322540703707,-12.294454830461675,-9.848931836015932,-8.037862411990359,-7.984636543371257,-8.759713521460625,-8.30219720169947,-7.966605578158141,-8.815797344074603
-11.06627176473789,-11.769796666095212,-12.416261023417729,-12.455562499150652,-12.180949833666258,-10.221863382336098,-8.962221062759118,-8.551501684761618,-9.238057639175215,-10.49764809821624,-11.903179281180721,-12.63143994171867,-12.559382912300151,-11.560217569065705,-10.234671586300086,-11.39003728450543,-12.672861030906867,-11.218125760031118,-7.651817734332644,-8.874521344202543,-9.454676447600319,-8.40195199484438,-8.415440236746027,-9.828949563580744,-11.763228204920502,-12.80859671270714,-13.676260161978048,-14.157315257283399,-14.091495745016292,-13.932385509519555,-13.69638381746048,-12.554182440674738,-10.099369260656355,-8.118303225384974,-8.591542597056401,-9.125799887846041,-9.050071660730987,-8.077708911899183,-8.518327984610051
-6.367109703005175,-7.014633970044788,-7.8723544747316,-7.9718432473599945,-9.001790442622022,-7.8077848155541645,-6.95407148407923,-6.331092571287328,-6.431089181889123,-6.670010062216088,-6.930259554885693,-6.818219606207729,-6.026177369150555,-4.7421985597129845,-4.437296724993724,-7.099083231778758,-8.907708185713611,-8.19579127092666,-5.774460731340905,-6.741433637807583,-7.773398933477779,-7.479958344969874,-7.598946234674365,-8.715870899960896,-10.010466735152297,-10.221431245911182,-10.133352541203188,-9.983038775976462,-9.752252624585038,-10.183207572496023,-10.76453637366757,-10.102617073016491,-8.080551825007154,-6.741304372882952,-7.1815101783853965,-8.169991353721171,-7.769826240722784,-7.422325942395594,-7.843714312253215
-15.417833528203337,-14.695876383178588,-14.702455541422328,-14.811170789864068,-14.44132470973442,-13.270297347585187,-11.711630603326372,-12.199429318152442,-13.362142626690071,-14.393586357657947,-14.952220140068027,-14.99895656606435,-14.786454653943267,-14.54315979805319,-13.780730430651646,-14.554277870692742,-15.408780359716904,-14.805473294473597,-11.572361800209793,-11.055078778163503,-11.285291682142207,-10.521916501624654,-11.201762091898853,-13.026315991679466,-14.410663985868183,-15.224652124972136,-15.707523612404954,-15.958733339832035,-16.06661520513641,-16.102493195065072,-15.95825202234868,-15.50101941677573,-14.252644600874945,-11.595614820568498,-11.14587906433889,-11.376548266574842,-11.026559575042338,-10.619947532359271,-11.860408157977867
-13.707749857095417,-12.617299038619903,-12.624489893295092,-12.751652160186234,-12.88613343995491,-11.872071257313012,-10.536566500920188,-10.712978852587854,-11.626879266187975,-12.594452013751289,-13.07908170655311,-12.901292372464772,-12.276660297438186,-11.351718832411462,-10.53577776901729,-12.193745722469583,-13.69039307361484,-13.281460440628832,-9.6888167728272,-10.078508598876722,-10.73408284099589,-9.878509124840843,-10.176302965592125,-11.900801091931665,-13.253955068308299,-14.022210170070718,-14.552294859851157,-14.858451127126079,-14.980439072069787,-15.13748302347746,-15.237162236632978,-14.78392205517491,-12.957484617556876,-10.508506671882222,-10.28466958434331,-10.795008961289797,-10.31383336774661,-9.627641865066064,-10.640439569913505
-10.733648683449307,-10.70659622608877,-11.174065695583193,-11.300352244369472,-11.470477639274486,-9.788696856706315,-9.128981378626873,-9.008717532838613,-9.701861584065826,-10.662839348275273,-11.521535106989603,-11.744514798205396,-11.195426281023101,-9.860028098286202,-8.861495420646621,-10.309978626824885,-11.84866384425136,-10.513157462981129,-6.806075121014015,-8.47868263168532,-9.48760053715561,-8.523270823508739,-8.566699654406696,-10.086030245789326,-12.035498939249043,-12.875369627999307,-13.465790402240742,-13.755814746675233,-13.656517845152594,-13.660472550392841,-13.59784217634057,-12.473963713459616,-9.960595362101762,-8.002400247183282,-8.715709189414701,-9.469686424323877,-9.084940997507195,-8.142047336635764,-8.653291139641146
