0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.010338209530497907,0.0034759688803464982,0.00394384985218109,0.0041952909682117364,0.006947201954656288,0.011930142661086756,0.013659982083583962,0.014912157820336547,0.01729907451755276,0.020582136388650175,0.025558745536558063,0.04720754077046198,0.06330875507736264,0.06121798611506422,0.05495810235344751,0.041947027291844,0.009716585107155761,0.023946451702063047,0.04450565164327015,0.05460713016950201,0.04691844337427813,0.03444818180041178,0.03183445532092563,0.03512336421560384
0.024295486188918716,0.010337360946679825,0.011455850146305634,0.012029222919592599,0.018461009904485095,0.030866404446099317,0.035860995762213535,0.0401833751296554,0.04660871256262115,0.050365609040931,0.047931731388119576,0.06350480555880683,0.07250147830803795,0.06912570812993254,0.06114548942377816,0.051510526599700894,0.021018938355180893,0.051965609279907024,0.07702320513980962,0.09028609176817036,0.08326151369673673,0.06468048969265298,0.05730277413931545,0.059700914187676236
0.0024774040937719857,0.0021264506748495463,0.0021422071639127234,0.002063328206498303,0.0023826055993261,0.002897272462695988,0.0029284669160903267,0.002877516382105218,0.002990385060601844,0.004103764597380028,0.011421827988246936,0.043953973314629656,0.08979782010619217,0.11584624987347034,0.11943173179728678,0.03916170328774253,0.006748204693152509,0.006519266692177584,0.009273683772122461,0.00959509638409391,0.00877212944018912,0.0072856612055064345,0.007077395124215536,0.007731145819191771
0.019628836885878912,0.004572371535322729,0.0048764018755982855,0.005302197913258371,0.008926126032114847,0.016623437799700158,0.019619862418733723,0.02263744185989606,0.026363224192613853,0.025746207085859982,0.024139956642378516,0.0361186988070991,0.04135395807260136,0.0372808142133685,0.03922356347336717,0.0412630545071976,0.01116753960311216,0.029699210042381175,0.05744851946070545,0.06909971081945884,0.060006926023239544,0.047006797836100365,0.04082751856537109,0.045494263505668806
0.11068303961426816,0.020754191762262588,0.021766517781531745,0.02428809899791799,0.03612829481374135,0.06300558803931243,0.07467325769760866,0.09153836307927662,0.10109215521300953,0.07559565113573015,0.04559665161049662,0.041356335683203356,0.03509246743520709,0.030616946627580813,0.035528890658950686,0.05372707178659476,0.02983511203638171,0.06763778974201662,0.11499148937524412,0.12972980003058399,0.12740799783612264,0.1223187423221636,0.10245107023240145,0.10941460423766475
0.4748306883275584,0.725930707745636,0.7033448369083498,0.6941817292031577,0.6410290489812991,0.5313593928982916,0.50565645296555,0.48556240011782853,0.46046823627423794,0.4616858595127039,0.4802807982062162,0.31121033315827157,0.16291989429670306,0.1438097801111665,0.15599310926265572,0.2583861541177507,0.6220864436236311,0.3627564055997878,0.18681586170694592,0.14470331057444186,0.1962242842278803,0.2917038177097964,0.3119666783801419,0.2726794050603117
0.016904450052871937,0.008445377440178698,0.008488248489463902,0.008779267853572702,0.010703439158479294,0.017892803099825574,0.020040084755862407,0.021042102234531804,0.022164739310865985,0.021447896737813693,0.017542958768702117,0.01970903458169567,0.019599452957854854,0.01779547550357414,0.01875961040799455,0.027438808025190924,0.011950495422971833,0.032336247662002444,0.04450540408180677,0.04733952724155995,0.04387670868201192,0.03382126876120127,0.03300350233924231,0.03710078991560788
0.0016518366809145611,0.0014568516226711365,0.0015787833442183457,0.0015772775115112665,0.0024080181880455874,0.004150200975606043,0.004832576848476467,0.004824021734245967,0.00464282544425057,0.0055105809882140195,0.011628924416266924,0.03363448527220632,0.05548181114198841,0.06140761626654678,0.061497685816401755,0.022680966245657356,0.0062041192202368445,0.013291619454170435,0.017671600900264532,0.016604510068885137,0.013722439332480648,0.010905344389936386,0.011339105798227972,0.012410913043938314
0.0051496249204490635,0.002439696926555431,0.002535250286899923,0.002677642327069699,0.004293767526468477,0.008016575370853596,0.009321032011325366,0.009472810214267545,0.009439034379048578,0.010662446607572887,0.013894463441592822,0.025744340069891836,0.03316010139567591,0.032253689121391885,0.03296801974693808,0.025410159403283793,0.007429087426179557,0.021409989208633462,0.0302905817487501,0.02902651839331607,0.023115381598352372,0.017070284343059496,0.017939936179910475,0.020329383224324843
0.08585652004955338,0.07190543733440141,0.07926844499966461,0.08047900485019116,0.09464405814826617,0.09982145622080597,0.09289478559067448,0.08512700465113049,0.07982213341519,0.08474249674587346,0.08754727300199204,0.07684934653659876,0.06476226142179116,0.05636544429463997,0.05091973020895074,0.10204994742557916,0.09649734172064812,0.09013116710833735,0.07127459893561086,0.05862699034442263,0.06391642095984326,0.07456581773805905,0.08329214632861404,0.08139163806456381
