0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0.042992687756491926,0.033661505520175564,0.026787123135170753,0.02447339591016338,0.02876732398447498,0.03403104386775974,0.036127747933258514,0.03814270719607657,0.03976798393315059,0.038824625320378975,0.03797263688052277,0.041027293426759266,0.04566445613549476,0.046463092903556893,0.04405832349885952,0.0377716716389114,0.030796164564407636,0.021826102254370087,0.021409203084254785,0.02014591058034247,0.024193479126304856,0.023343000151414838,0.01878056780356688,0.012323486251054798,0.010997125870204752,0.01249978409718873,0.015143567440402588,0.018572388200133932,0.02318822977119367
0.022178212613015776,0.02472218470622417,0.017445141096051827,0.015153281889619093,0.015173400891850536,0.016980439621465185,0.01898095027294033,0.020302180567471587,0.01897324953344243,0.016011359239825936,0.014129783075662926,0.013952649394832196,0.014908781893970526,0.014464897596410238,0.014563285564833718,0.01524661137810437,0.015626602776386955,0.012457245530435328,0.011695145362970205,0.012892387631122737,0.02231094223744478,0.02480554886859668,0.017779433150618557,0.011299768258763651,0.009949811182531897,0.010987828456059922,0.0118434940323374,0.012363584087080496,0.013443106610807767
0.41143257527745025,0.43956379147706703,0.46530936350863794,0.4769974281233164,0.4854097437525653,0.4732116327605633,0.46523196186872573,0.48300240591728577,0.4985092948536242,0.4793741210417382,0.4462037309218398,0.4309463373702378,0.4158345451953023,0.3942652517866541,0.3613088623972281,0.31379602434528603,0.23707612921912508,0.16659424721959107,0.1239551792646629,0.06901208886057403,0.08295971501292988,0.08186201274096484,0.06049982506817621,0.044171376272576966,0.05980618791419049,0.09314166917260576,0.1331000152083885,0.18747579859517438,0.25583236758014327
0.053021625805092946,0.055879931089794665,0.04061105093496874,0.038082358324506974,0.045698464155229844,0.05713557006035781,0.0649748890112369,0.07093567912037031,0.06987986885327649,0.06132517445562263,0.05378346292218362,0.05035530874982517,0.049765884548789927,0.04336843725402206,0.0386504804359428,0.03535776477384791,0.03368486409572088,0.026874963160171423,0.02596231155700273,0.023258165810174213,0.03134973169521349,0.03112076384115165,0.02308019701445071,0.014869305530118372,0.013425814659812896,0.01568326087673807,0.018341199506338845,0.02124590387553991,0.025494555619703242
0.006717709457016084,0.004483876589741609,0.002971334476710805,0.002228700216025023,0.0021460437135713667,0.0026304086095884187,0.0032477435353011944,0.003808658508421923,0.004015108122150936,0.003763237923072451,0.0036135057612804704,0.0037590182727434045,0.004145423345764155,0.004269291276591355,0.004855011035558937,0.005832720017648349,0.006322619599717223,0.004822999195092021,0.0050066301179327085,0.005890171014544467,0.010217410447828073,0.009985789415758324,0.008773198834607194,0.005377506101964726,0.00402682906065124,0.0038681257547680758,0.0038497237767895725,0.003740653553161212,0.0036453493269190513
0.00048795700804375036,0.0003348615262649593,0.000287465282749577,0.00019508345911925455,0.0001335731409472395,0.0001479051962604538,0.00019530428121389127,0.00023737530620756474,0.0002859916998150276,0.00038016601710562804,0.0005001806912900445,0.0006814764153584735,0.0010071391926757042,0.001981417796734254,0.0035671604282698976,0.005464801455880783,0.006116747964271684,0.0038214711450807,0.0036082890665194447,0.0026930676950651755,0.0031084152061343915,0.004401881813079554,0.005394283338500378,0.004797331514127046,0.00481148103345586,0.004521713972070424,0.0036207648200191297,0.002640896899815701,0.0019672279380305484
0.017980361625762612,0.008206160230750197,0.010115437316249703,0.009517752448720494,0.006786721627323529,0.005327030778179251,0.0049533223103499545,0.004252485018211882,0.003578377836406521,0.0031515119390701763,0.0027234129263584493,0.002593114466035712,0.0029759075624513657,0.005138960254257997,0.00928590006165226,0.017715518548851165,0.03271514220002905,0.04743545153457749,0.04795441151236583,0.06047945423207541,0.07326639506196835,0.07499149647318075,0.0821999146384081,0.08063589527319669,0.08436288732958827,0.07998200813380825,0.07097717025798009,0.05992569342909287,0.048704081974828256
0.00120549012263038,0.00035813220822849634,0.00044376167559150134,0.0003695738665001956,0.000278735033727402,0.00027110552346872995,0.0003107460533564517,0.0003284610371247487,0.00031016210657005985,0.00024504108667598197,0.00018907768265412461,0.00019039341876129617,0.00025931090973562565,0.0005577360042840515,0.0013899941971590127,0.003329206195598021,0.006417154479453428,0.007965630317708833,0.008491575172279964,0.010102989514556933,0.014862097862089295,0.01328727436431406,0.013220088215926525,0.012150948244572506,0.012782222290521787,0.011595210408455356,0.009307050796963182,0.00682484685991399,0.005094935064202744
0.038463582045142296,0.023820867924401898,0.029007091239477634,0.02769417184922648,0.019130355754936875,0.014078164207386293,0.01242502382402408,0.010611845534855417,0.009211131039421108,0.00844035745068817,0.0074228456627089285,0.006989596949581866,0.007570737586537295,0.01126076018531165,0.01685373010299431,0.02841926599239373,0.050426455822062274,0.07544660249549237,0.08101500935382609,0.09764773754025119,0.1082980321121135,0.1029671358929271,0.11066201115041283,0.11380954481268722,0.11970924145793625,0.11550312576853339,0.10652253542575765,0.09439230864211604,0.07903802101667064
0.00120549012263038,0.00035813220822849634,0.00044376167559150134,0.0003695738665001956,0.000278735033727402,0.00027110552346872995,0.0003107460533564517,0.0003284610371247487,0.00031016210657005985,0.00024504108667598197,0.00018907768265412461,0.00019039341876129617,0.00025931090973562565,0.0005577360042840515,0.0013899941971590127,0.003329206195598021,0.006417154479453428,0.007965630317708833,0.008491575172279964,0.010102989514556933,0.014862097862089295,0.01328727436431406,0.013220088215926525,0.012150948244572506,0.012782222290521787,0.011595210408455356,0.009307050796963182,0.00682484685991399,0.005094935064202744
