0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
-0.41691351640246704,-2.0205774474724674,-1.2170129770481413,-1.7440730227915857,-2.594981489068297,-3.46567808354499,-3.817591620063169,-3.8336512306812143,-3.7904259862826253,-3.7490647948300433,-3.7173916679072434,-3.696653990708529,-3.67676857575672,-3.6661187938726787,-3.6657176292579905,-3.651562386121766,-3.6144342697514302,-3.5203273349786484,-3.335435064661379,-3.069417261900869,-2.725254467139215,-2.488242476875173,-2.3632720161905807,-2.2851315365258253,-2.2460316274486343,-2.2187163127473486,-2.2030657283885295,-2.2045713701394334,-2.2052757070781692,-2.2214030265163904,-2.307119281881854,-2.394314513291965,-2.4351759091491885,-2.4853754235802166,-2.5468627615182684
-0.7547169569027461,-2.6281386737215997,-1.8901900772225044,-2.618692349553273,-3.4303865311058273,-3.9979590848304385,-4.167668379396898,-4.12759058220564,-4.069676524262865,-4.026860299809052,-3.999187077733832,-3.992287201085735,-3.9624419939613817,-3.975879856455818,-4.010673065649208,-4.052101812701614,-4.10949175076975,-4.219737686377437,-4.314732024458101,-4.000365639770785,-3.502221372746686,-3.1979023884868187,-3.048563493040445,-2.9554370697813224,-2.9120233804986935,-2.879083212854221,-2.861920122924235,-2.8657000896925933,-2.8662689502691183,-2.8883788748550767,-3.003585751647353,-3.1043332641010712,-3.1494401883100647,-3.2120376138718694,-3.28441115104175
-0.3072034710014972,-1.7575667171654268,-1.0271558284802538,-1.8106831156774557,-2.691624227665719,-3.2952325869803456,-3.472854926518119,-3.4499847931615557,-3.407581256375635,-3.37596213923388,-3.3570810416185592,-3.3607731443980664,-3.3275884091355676,-3.3516041253340902,-3.3962218099183574,-3.442946084508897,-3.502081532084575,-3.607131572689226,-3.723003411564929,-3.4895619589056284,-3.0032708645864075,-2.6798964451084784,-2.515972294088588,-2.4136589725984923,-2.3651207149336466,-2.3293033184194023,-2.310849899239117,-2.314809385148982,-2.3159196440588974,-2.339749254527743,-2.460426518497543,-2.565852888549281,-2.614430160098383,-2.6800619913697163,-2.754660206401981
1.3399939342549998,-0.6112762691114422,0.1542479984983361,-0.34802105997699856,-1.2067497427566396,-2.009783074260218,-2.254010124522055,-2.2247548872083533,-2.1728110571353874,-2.13335356012524,-2.108185230435794,-2.1028473916198838,-2.0745034998157506,-2.0872325351105014,-2.113607807079201,-2.13025625533112,-2.136010980803266,-2.1079544285963827,-2.023011568715376,-1.9409098014672423,-1.727649971426461,-1.5233987265651203,-1.399773980762226,-1.3216136282017168,-1.2767321111684518,-1.2486826424880233,-1.2295352954431582,-1.2257027139203376,-1.2246261807583974,-1.2329418728629027,-1.288270974179399,-1.3650636883166798,-1.4027251565328407,-1.439189254652809,-1.4882234052429293
-0.050738851557290576,-2.5012800729786955,-2.4720309331397736,-3.4380023353082327,-4.109956485417238,-4.3907921097463465,-4.374015933790313,-4.233557840574828,-4.1174874544298214,-4.0395537375096655,-3.991464963929566,-3.9745407145770066,-3.931229692793054,-3.9451603346454753,-3.971305427401897,-3.9944453819471653,-4.019343037586663,-4.072251024255993,-4.212426154201961,-4.249597309305316,-4.002431573646004,-3.760133608840073,-3.6113269211425223,-3.511081204669936,-3.452076291895981,-3.4108792678478648,-3.3828111595789983,-3.3745751432373314,-3.368099441245273,-3.3751769221595325,-3.4414806372267863,-3.5200905857218396,-3.5543540123632362,-3.5911259292360938,-3.6392837734326258
-6.791808785294964,-7.965918176878078,-8.325439388902566,-8.589499872862643,-8.51169760003729,-8.17673423962932,-7.887585371597646,-7.78065615404726,-7.747874664783493,-7.7384162542481265,-7.741926308929897,-7.776431911160274,-7.729037074887139,-7.803141764003194,-7.886920203861975,-7.991567139521147,-8.13270950817108,-8.319586649636232,-8.297137777684844,-7.8753478759996876,-7.434774728910114,-7.165434144102313,-7.0234980893280445,-6.918268305586106,-6.861899914585035,-6.808448687720479,-6.776114543790055,-6.767682644866164,-6.752751704730666,-6.76800638179765,-6.899696796878951,-6.9828083379537995,-7.010092674439708,-7.070851810087719,-7.135457878316767
1.7660043408089088,-1.0655537511161501,-1.8955655565434126,-2.5860203756917564,-2.551322504847284,-2.0806334729645313,-1.5931736390109614,-1.2838512752603615,-1.119576173928389,-1.0348782634261136,-1.0051618410051069,-1.055967250525228,-0.9506641110378706,-1.0949385787991104,-1.2293938910703308,-1.368838648425551,-1.5479781086972457,-1.8712636157766882,-2.403491934777806,-2.734329316307994,-2.706293842080566,-2.579679371960382,-2.470760970845037,-2.3981027339754375,-2.3383164772742813,-2.304251081138971,-2.2702541727603633,-2.245456202237332,-2.2311800388784206,-2.209819098811666,-2.1743555282878417,-2.2018064122487244,-2.213319382398537,-2.19960553198123,-2.201477968827237
1.372587359325215,-1.6931523063016651,-2.519313150060684,-2.5812810966779285,-2.1300405749155935,-1.4130321547730194,-0.8700035303541125,-0.5635628008731113,-0.4056364969701583,-0.3262094645641767,-0.30270703430966045,-0.36721939808062226,-0.24644508642360013,-0.4263401538326009,-0.5726684971613525,-0.7268192751047411,-0.9247642742200792,-1.2859003086998353,-1.880202543502032,-2.2767057677982816,-2.2920504762424008,-2.1955223243392457,-2.105920832985107,-2.046131686557695,-1.9927217202778715,-1.9622458653620063,-1.9299383762139728,-1.9035231596614732,-1.8873521967775257,-1.8624407580247473,-1.818290467795491,-1.8319586176305327,-1.8370040275782,-1.819434593104969,-1.8147161123572086
0.6595471302891212,-1.6740646338667244,-1.9501019425064219,-3.0815310744111115,-3.6856371126243097,-3.908659482445273,-3.8675603884792134,-3.721165064228636,-3.6049365984367094,-3.528565613746699,-3.482680308146163,-3.4705724530822444,-3.424607017877749,-3.4440283446151527,-3.4800845932753113,-3.5112674543953855,-3.5445568022950127,-3.6049924690554866,-3.753142886293391,-3.882292741807171,-3.7609933127763666,-3.5701999388677463,-3.4339756503719454,-3.340209823970839,-3.2805584434907216,-3.2412270419749554,-3.2123751363385216,-3.2010955175190423,-3.1938794819262677,-3.195145935815246,-3.2326214615210924,-3.2930931021579264,-3.3194381790946887,-3.337275845094867,-3.36592964675809
2.932053302977828,0.7024011101648913,-0.0027248736746055546,-1.1251758369751497,-1.411755971293906,-1.0778150710311645,-0.583640401168992,-0.278089516766519,-0.12927425265959325,-0.05805908429487627,-0.03814262594509282,-0.09506570344671694,0.002389209389336233,-0.14086481820193753,-0.27829323855384097,-0.4245206565850486,-0.6157663296335301,-0.9491194021064988,-1.4574055402960344,-1.78610288922419,-1.767477227245644,-1.6255001244384975,-1.5065479410728886,-1.4292240323252392,-1.3726816957709926,-1.3415260735369046,-1.313090598545657,-1.2961723284253694,-1.2879426120864,-1.276479510520474,-1.2644333430219017,-1.3069873330520436,-1.3268770582740592,-1.3218715700206647,-1.3310766303765456
