0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1.0844959082295966e-05,3.630557619035371e-06,5.275952061946044e-06,8.04971192188618e-06,1.2168095736469057e-05,2.1431767257548797e-05,4.5805808340776435e-05,9.643337779784444e-05,0.00012628812688613664,0.00013893395529033522,0.00017175115095305048,0.00032920318517395665,0.00030027323801235526,0.00011839615553839982,5.4991811676959005e-05,3.201916467807548e-05,2.3189592910087785e-05,2.4908257778829792e-05,3.788282422950369e-05,5.269842626230306e-05,4.4851112506808714e-05,2.8725370655284626e-05,1.972788421581001e-05,1.1216896179274696e-05,9.505938719808428e-06,1.5754378745421312e-05,3.167874309826691e-05,5.606875002953736e-05,7.346158887485087e-05,9.294098129427488e-05,0.00015277377563415235
0.00013480648872892556,1.3274775847901582e-05,1.5789018451232384e-05,2.334093995397699e-05,3.267263211593111e-05,5.013315816000053e-05,9.430428964970473e-05,0.00017227635599921894,0.00020632193115857527,0.0002409910962692724,0.000323765908457322,0.000576147142379125,0.0004613479595598643,0.0001831765627508457,9.631023817548256e-05,6.444391573560312e-05,4.9019530261933686e-05,4.8902901703651525e-05,6.316975227141113e-05,7.895984273048585e-05,6.895251862923065e-05,4.6582173637174736e-05,3.374901474677554e-05,2.2835594529507582e-05,2.2825567190504144e-05,4.305061354906792e-05,9.000296737005556e-05,0.00015335621918022497,0.0001769301270179436,0.00019101671453832376,0.00027038871046674315
1.4622312709136424e-05,6.249967667030068e-06,8.672988553938877e-06,1.297986565649804e-05,2.017529760980529e-05,3.6824020209885474e-05,8.52251688188206e-05,0.00019388858066989736,0.00026112745500789973,0.0002790784424511613,0.00032567502550928055,0.0006153307754167056,0.000560799862992986,0.00018053599452450987,7.535358872841867e-05,4.2345460988008924e-05,3.199073777599629e-05,3.718231382740326e-05,5.9851828213532844e-05,8.347646005190643e-05,7.109341132660139e-05,4.599012042663523e-05,3.09105230599276e-05,1.7827676875399657e-05,1.5485921238485343e-05,2.7324600892991548e-05,5.922778234660865e-05,0.00011265636308360612,0.00015150931353416085,0.0001911879321602347,0.00031580914486837507
3.533551503995735e-05,8.321851789391246e-06,1.0518701685188923e-05,1.6009806123026254e-05,2.4183904247461175e-05,4.098205924608942e-05,8.573798692291336e-05,0.00017768880015845944,0.00022688934953998995,0.00023827080373309801,0.0002844340396542752,0.0005208018023315484,0.0004480336625829072,0.00016738388825924877,7.685004419638296e-05,4.607911311558434e-05,3.395534840450156e-05,3.509384554252303e-05,5.024711453177486e-05,6.849871358382366e-05,5.992008510758222e-05,3.991968026549289e-05,2.889855967424706e-05,1.7877039527674694e-05,1.5555394906122017e-05,2.828566016753962e-05,6.372539869928309e-05,0.00012042119396566448,0.00015290852345785583,0.0001792537288548277,0.0002782853391931996
1.6801855193673426e-05,2.7780937114302617e-06,3.940023851734519e-06,6.322944574154431e-06,9.57837283791363e-06,1.5966201893118193e-05,3.1098060608267055e-05,5.8292413314924844e-05,6.784863400602318e-05,6.966264344065808e-05,9.416493487125066e-05,0.00018142715243484896,0.0001413953101897344,5.792137315760829e-05,2.9791754043680133e-05,1.8709712118439083e-05,1.3563986476148486e-05,1.3681708944877272e-05,2.0004843682233363e-05,2.937509765325564e-05,2.7754915124058494e-05,1.894454750401048e-05,1.3624839513094911e-05,7.924755466368486e-06,6.762654302891464e-06,1.1013819386647865e-05,2.2757596816270797e-05,4.125599684657051e-05,5.243261357042125e-05,6.320472513075858e-05,9.82671833356337e-05
0.000413062216131242,7.37810048227542e-05,8.945633195221991e-05,0.00011471968418690713,0.00014771841971320828,0.00022661118803780583,0.00044521502801738886,0.0008792453560020505,0.0011466425637262725,0.0013741779467185888,0.0018320430159182765,0.003291278323516331,0.0025589480952122497,0.0007794192989902816,0.0003324733306955504,0.00020379450666421946,0.00016629323549344075,0.0001997528475962716,0.00030021309614477077,0.00040793712638178257,0.00034787910665559055,0.00020470816330158661,0.00014097741907531918,0.00010343248907323166,0.00011946360995395707,0.00020768926025875912,0.00040098165925446175,0.0007025870131259459,0.0009024346762909639,0.0011089224512859394,0.0016974270162536276
0.04562305772086285,0.017081007254726926,0.022758020716917418,0.032434969485074745,0.036766558988245414,0.037851117608304216,0.03800682257656462,0.034474085063972947,0.026067176002418507,0.021708228259769875,0.02144565469526489,0.02209645558714603,0.018326273537524897,0.012754521797772233,0.009061668740632781,0.0077174113760848945,0.0071393214176143464,0.006975284213887423,0.007758613394800051,0.009765873957133204,0.011189212759011562,0.010928187219654889,0.010990048043765603,0.011097657175931518,0.015635032878651655,0.02394656132974459,0.03457943606545497,0.04499784846876928,0.048604722646659444,0.046297453729991105,0.04151202429720016
0.016322521393013455,0.003270721081346947,0.005102683430189932,0.009850128550112693,0.013176734590498188,0.013902119622262352,0.012979470117781012,0.00875192576537906,0.005009160185864775,0.0050309556480035555,0.005830631370702413,0.006375323554482829,0.005235071163520461,0.003165655270112104,0.002046431415375249,0.0017166476618450882,0.0014944021428419697,0.0013697540555064416,0.0015144293336570582,0.002049889848270613,0.002660419808765664,0.0034112689184836492,0.003834301431251883,0.0038267330137173178,0.005883121157961214,0.009989022074714981,0.016426034280319975,0.023537760829514955,0.024171000403028775,0.018670937855263966,0.011703608623472363
0.027098207235738362,0.008526055319461635,0.012559730449320015,0.018779308152266153,0.021111021168910855,0.022041338375035777,0.023272205188073054,0.02374869066746759,0.02116468579501739,0.017329512693181948,0.015593806838293358,0.016274934881587325,0.014136664619093731,0.008942176433787415,0.005714583258212184,0.0045923356997066645,0.004128644447338634,0.004078750425051113,0.004611066166472891,0.005589821322147687,0.005785848460260116,0.005062733295586319,0.004981673452467357,0.0050362479422182225,0.00768757858502824,0.013605236954225492,0.02172653715022815,0.029536824308953828,0.032334460027785686,0.0315534046214855,0.03104227176993409
0.016322521393013455,0.003270721081346947,0.005102683430189932,0.009850128550112693,0.013176734590498188,0.013902119622262352,0.012979470117781012,0.00875192576537906,0.005009160185864775,0.0050309556480035555,0.005830631370702413,0.006375323554482829,0.005235071163520461,0.003165655270112104,0.002046431415375249,0.0017166476618450882,0.0014944021428419697,0.0013697540555064416,0.0015144293336570582,0.002049889848270613,0.002660419808765664,0.0034112689184836492,0.003834301431251883,0.0038267330137173178,0.005883121157961214,0.009989022074714981,0.016426034280319975,0.023537760829514955,0.024171000403028775,0.018670937855263966,0.011703608623472363
