0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
-6.358064778742006,-8.167999074967497,-7.6117615681208655,-7.271073201154839,-6.846002008874124,-6.463363833293133,-5.658133466091439,-4.978926654844683,-4.478773237575031,-4.162483875543881,-3.968144384889283,-3.9312431240863313,-3.9921679201660933,-4.1182816406218805,-4.267091439602441,-4.45631885735062,-4.691554429768612,-4.912213845358859,-5.1182101719570365,-5.257163255602055,-5.302351935162114,-5.297119153080089,-5.2579979389544835,-5.220014485332008,-5.18169571891381,-5.185873443729357,-5.182174904712977,-5.173284647025336,-5.1892271424059695,-5.217260227260114,-5.275340255417523,-5.283423358950497,-5.189732342875684,-5.036963806568599,-4.82024269138154,-4.602416376441999,-4.254220726027107,-3.7703922537623593,-3.0573442495449656,-2.307307055170286
-3.9298178182425376,-5.297661005327634,-4.334171341591729,-3.8354890814152838,-3.298316579225398,-2.8278692535539895,-1.9598390289302146,-1.220122455334738,-0.6784380443676127,-0.3389969759995512,-0.13270000272050972,-0.08276299880240524,-0.12931433601704515,-0.2423970515451144,-0.3853485605047433,-0.5763527025503453,-0.8231608823182297,-1.06743627697237,-1.3035095475424945,-1.4768622036982468,-1.5577898968880335,-1.585774582328461,-1.5762658511056582,-1.5639723378524792,-1.548502278085424,-1.5736727503925185,-1.589719028684676,-1.5988066327243928,-1.6315421811287811,-1.6764901003960397,-1.7523707051617843,-1.7753465037700564,-1.6901717566276895,-1.5431654742161252,-1.3331347861107063,-1.1251480763739408,-0.7964478057051533,-0.3546298830142943,0.2657146007912131,0.8817515213541333
-3.4823796136020375,-5.3369349577789755,-4.26429074214121,-3.6618779678376323,-3.012506252765112,-2.458298431884606,-1.4353064812101668,-0.646609750695451,-0.11329316544316571,0.20713559831479852,0.40232560378769155,0.4447417332702789,0.39586519613491655,0.28260064074516145,0.1425605278088203,-0.04702688587374484,-0.2943212327200627,-0.5332233231580964,-0.7608464940703584,-0.9226838170263109,-0.9945718566241101,-1.0190739758922693,-1.0096429498979622,-1.0001925575412414,-0.9882374661220975,-1.017803899236805,-1.036360442880835,-1.0483277047141328,-1.0834344791811554,-1.1292697165887169,-1.2053271640194874,-1.2269828163756507,-1.142250662542406,-0.9993578511668878,-0.7949375557860163,-0.5953850345671027,-0.2717685579025325,0.1618669767878352,0.774821773638355,1.3751609045556183
-6.679777994930995,-8.580382117294146,-8.072062781165773,-7.75434798078823,-7.357293781811244,-7.003275727438056,-6.245460360786131,-5.616688072070809,-5.15642284833433,-4.864497343465033,-4.683212406214988,-4.647840161402129,-4.703237696493649,-4.820391155972018,-4.9594901647086855,-5.13811353529974,-5.362654324159006,-5.577247440701183,-5.781361108138956,-5.921234016460854,-5.969325738796606,-5.966634260362989,-5.9305633546882515,-5.894959598329622,-5.8586014163717355,-5.862010010179651,-5.857067775242873,-5.847192774871806,-5.860393280693495,-5.8841339724012816,-5.935582991958592,-5.939380201438764,-5.849213481655111,-5.705870122284826,-5.503027245704332,-5.299390574456751,-4.9701855646118895,-4.509381153979365,-3.820914527205207,-3.0844542452701145
-6.198310865045854,-8.032130607936335,-7.569557393521187,-7.292500331068033,-6.926621069204948,-6.589918466208976,-5.822470581410757,-5.157368331313687,-4.6616858577637,-4.346523638318037,-4.151391056491507,-4.117235017045706,-4.182096973401961,-4.312742858026099,-4.4632491008765225,-4.651710591384423,-4.883043688654869,-5.09737586513652,-5.2975179181225425,-5.430097411165567,-5.468840604804207,-5.456888331360542,-5.4097764616718065,-5.364141636219381,-5.317410262780708,-5.3130096485862826,-5.298986894018701,-5.282157634360859,-5.290276573119545,-5.309382785608623,-5.358106787980382,-5.356880857963914,-5.262312651203242,-5.116987355274419,-4.910158236829979,-4.704665886694687,-4.365775645110064,-3.8941231211862695,-3.18200886381449,-2.4235155362682153
0.6509563287712228,0.5397183932125867,1.3621014295166745,1.5548539041793144,1.7885922160381256,1.9555353359679943,2.4049891699967616,2.645667494505063,2.750287919388303,2.7661311255340135,2.736136181136546,2.631994058938517,2.484369014322767,2.306150374001536,2.12726780834718,1.9324170214205048,1.7167968702150769,1.507874931025834,1.294416998591893,1.119558577625192,1.0032466148643628,0.9261342051615442,0.8814561068451265,0.8437830148282534,0.8175520384247156,0.7735948953046906,0.7479613649343638,0.7241819568696372,0.6917307588889677,0.6620560558446483,0.6196205173278758,0.6149233940173392,0.6490337336442821,0.6921104589347463,0.7681962795876928,0.8361023535176028,0.9928481710361635,1.2080314978350615,1.5595392134874237,1.9235875501939874
-2.806333777914812,-4.7050886676928325,-4.021185828310226,-3.707724682985269,-3.2966123212858127,-2.935956634802395,-2.1747721392439376,-1.5863049133052145,-1.1852408015245988,-0.9527441189134115,-0.8246825774272534,-0.8346239352702757,-0.9286098007615377,-1.0822748958907964,-1.2482437242469777,-1.442331491473623,-1.6658959267210174,-1.8578048733833241,-2.022195297923269,-2.1178859082871875,-2.1302076567942883,-2.1029936801178297,-2.045894191889762,-1.9938829551286041,-1.941946046239771,-1.9322008039476068,-1.9137877449155507,-1.894492209572537,-1.9006261284405255,-1.9182708398221227,-1.96605840528587,-1.9656357728040883,-1.8737209697387407,-1.7334309804114,-1.535488522920232,-1.3442432255409882,-1.0324005752940104,-0.6174301471224336,-0.019708515771596064,0.5657475084943312
-6.744207791626151,-9.12335960050638,-8.83008609288148,-8.641380705258404,-8.319304142750433,-8.008880839073775,-7.247469967688818,-6.601459179934901,-6.132239044524184,-5.844717047449542,-5.670298533376352,-5.650618164969701,-5.720536600208334,-5.848348227494664,-5.984709841590906,-6.149809009509514,-6.345726283436621,-6.510752030235297,-6.6566791415022655,-6.738926030505731,-6.737941036742871,-6.695582718113488,-6.624402087800787,-6.558523798068091,-6.4946170994161765,-6.4721301022524855,-6.443888665211576,-6.414241692988927,-6.409321084702107,-6.416250392437961,-6.450943498639918,-6.4438646215728825,-6.350864047126171,-6.209124594833098,-6.0111822528606496,-5.813401930067531,-5.492933095017676,-5.0396434042166,-4.342978723798487,-3.5853682079894726
-6.560055404675959,-8.959336393393166,-8.793356760623137,-8.670698640196836,-8.431591542845013,-8.190780067457332,-7.550420854283213,-6.974171690999528,-6.54740810086943,-6.284893327373135,-6.126181502966752,-6.1144732895748,-6.187837142013318,-6.313453173148311,-6.444191467781035,-6.597815527753982,-6.776031939433661,-6.92587558350062,-7.0570524295868875,-7.1303865416518875,-7.129069392827715,-7.08983997291055,-7.026295507089875,-6.9676068995194935,-6.911586699523213,-6.891169690058758,-6.866825071260152,-6.841238166443696,-6.8366552503200655,-6.842292643672977,-6.871208123289366,-6.865623559798136,-6.787339773313494,-6.666826495491879,-6.496884289205292,-6.324580191460282,-6.040270053794218,-5.627360474247281,-4.969780495141647,-4.225038967151751
1.5450229237491928,1.4535155566558733,2.240878048577398,2.44687309803333,2.718177123825907,2.9195360441155396,3.391533360769296,3.6596592578283706,3.7956077503296557,3.838968347240554,3.8269316027740037,3.7408592227517854,3.6059100821792076,3.4338360533119623,3.2555496721341974,3.0609015194574445,2.8457573187428524,2.6299982386152525,2.406254575415656,2.2158462505819463,2.079793432257869,1.9853009008817655,1.9247717837359615,1.875322097077566,1.8391223448267329,1.7919029012662115,1.7610414565622508,1.7322625361119635,1.6978061300059935,1.6669794688672,1.62652864268174,1.617290251126043,1.6374356638665402,1.66324580373701,1.7164757601103164,1.7631015178433775,1.8827233733252549,2.0470750716218116,2.3185209493589523,2.5996764276736384
