0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0.06409926418219868,0.019455376391486777,0.01812617680070303,0.02067139520184547,0.022507838144850315,0.022171395955444644,0.031969553506812035,0.04920208668421913,0.06355131913321165,0.06943441112052226,0.06701776741299308,0.05590260875228674,0.04561101020908051,0.03794884919288157,0.02391731762258082,0.01415589988975087,0.00979587722155463,0.008896755265236452,0.008419905679099332,0.008354305881231535,0.008763721150384277,0.009594002591635743,0.010423879919323564,0.011800867527670069,0.014766399305311402,0.019361704623899936,0.024526469827827496,0.027706061872419908,0.02946345336179042,0.028421524913533735,0.025832253731457974,0.023010276332166332,0.02004371423500807,0.017363008788580343,0.015143030068922899,0.013871810895528578,0.013273818647519536,0.01300213972733746
0.0002682972424984289,0.00016948805229647772,0.00022541154634865085,0.00020638702210475866,0.00015661550971883973,0.00015461955028078626,0.00013758933002249718,0.00023332343781511165,0.0003720243876343762,0.0005302720417855218,0.0005932648232496662,0.000516073240591891,0.0003188032157689531,0.00014416599738934632,4.6030370282251765e-05,1.657839180117312e-05,1.54317681671664e-05,2.321015431054025e-05,3.211945041124797e-05,4.3762605165556276e-05,6.384867196308942e-05,9.794110500750996e-05,0.00014831072277627662,0.00025581480776819786,0.0005371622836136173,0.0010599233125921702,0.0016948882911192622,0.002009197378213813,0.002553578979312927,0.003029678316431414,0.003486040410878826,0.003997637780890475,0.004536087835167633,0.004908836503216014,0.004822992418005547,0.004323134043788901,0.003272948842391475,0.0022249204074362076
0.059517595802654887,0.013882572902883842,0.015396613897225221,0.019184227456819043,0.022199762088222563,0.021725167204880706,0.029540413884698417,0.04399836140111635,0.05624846748249521,0.06063508252766421,0.05577561855832832,0.04324105682411107,0.03406672106492259,0.030873515974786537,0.02051547866238473,0.012289512171949946,0.0077977722392790876,0.006515768833555978,0.006117832181125082,0.006231631057067848,0.006674681359894603,0.007486494183549437,0.008396491700171767,0.00987166303646718,0.013082069897086462,0.018367300445012627,0.024680070802688886,0.02924172965300849,0.03225415333334242,0.032509399083554304,0.030490826910942636,0.027448078659381057,0.023786772542519857,0.02036153145732126,0.017726821088617627,0.016521544949811773,0.016409884087907573,0.01660857023513272
0.09450248376871277,0.048957097375885814,0.040665627967330586,0.04379725461792604,0.05142543235633023,0.05297132307777498,0.07968543445896491,0.11565354573768073,0.14013755558648458,0.15153808610809813,0.15274933016088332,0.138866874756625,0.1227162996830708,0.10358018906505076,0.06826068252716144,0.044285108501628166,0.030143787036485785,0.024071315828128395,0.0217993582675218,0.021468827862897777,0.022310064028090743,0.024194062326804423,0.02612151182036316,0.02830310985925182,0.03171360210863723,0.036552082984127966,0.04184905942547188,0.0455039136729004,0.04668988475375776,0.044852438459052395,0.041227911470485816,0.0368814501929465,0.03129820153821151,0.026015124823181,0.021747037496330012,0.0195624415133864,0.019196565223496866,0.019717510937896247
0.034223714358810706,0.01298685973213543,0.01084158340381895,0.011865450207529247,0.01280136827440573,0.012711754464699188,0.01277778908097351,0.016319967038201065,0.021968721666821133,0.0255941068453561,0.026122646479952445,0.023077304247953765,0.01898284368714292,0.012795605728320844,0.007702954542389133,0.004105745655568466,0.0028420128766741847,0.0028537694825908053,0.0030295181682134737,0.0032043192775812086,0.003512240102106266,0.004018831449344416,0.004595616800848683,0.005645316285689716,0.007826937176464375,0.01090238481616598,0.013939195771770697,0.014977380642384608,0.01597479353916527,0.015217572632820345,0.013834588619471486,0.01272247035216435,0.01196426816405156,0.01129640470061467,0.010801292097154773,0.010699149665277375,0.010544965814112687,0.010093139316312132
0.009859393707159807,0.0035979748314035357,0.0130686161772812,0.024418342485098412,0.028885844231831204,0.02216929591902312,0.008167167555288474,0.007277626281165596,0.006427075277755728,0.004986158188828983,0.004021869559793862,0.003232820201768442,0.0028075467748429487,0.001958247948325249,0.0010375118527048352,0.0005789106776326764,0.0005562605080625257,0.001025331249267779,0.002082647487746933,0.003187923715626987,0.00401868861030599,0.004867683189591227,0.006004620823022845,0.00821406248350497,0.013553330574786674,0.023950736703376854,0.037520466504184107,0.04823109181115154,0.05587916813669877,0.06207626447712301,0.0658061542767375,0.06815736108998172,0.06984921614804854,0.07208868254238664,0.07575818465705204,0.08168869958136384,0.08835324693795328,0.09271975724445415
0.00019178191572709016,0.00012228133045349195,0.00020458091195929727,0.00023353903179658173,0.0002791504092251977,0.0003472199129164224,0.00032462309631210663,0.0004832303182171584,0.0005785175238552077,0.000518822703632413,0.0003623759714507011,0.00022108308619669668,0.00014215942082508858,5.864071121146794e-05,2.076014179175817e-05,8.706152462999138e-06,9.994492769894423e-06,1.715414933185328e-05,2.858621562448468e-05,4.2128975109415495e-05,6.205228930802821e-05,9.226047035079806e-05,0.0001317551932127018,0.00020334349407147146,0.0003584782050516379,0.0005877261949767865,0.0008024530054041054,0.0008928420035931188,0.0010557252747349516,0.0011852939505142233,0.0013198237016026357,0.0014709532633926305,0.0016197053483807914,0.0016869901444034427,0.001604356816267813,0.0014219243775785337,0.0012030916810864194,0.0010304355104594923
0.03577231573324781,0.014396504633660805,0.012272513106281894,0.01632257305818024,0.02590830165822511,0.034222756636672264,0.04204932546740577,0.04355747880389061,0.04445218160861563,0.04497109470237809,0.042869877443945534,0.03536225966281925,0.028821803789750907,0.019494855800407083,0.010658667860718379,0.005200764470175504,0.00351374834111981,0.003669968230969468,0.0045362252016890835,0.005364283541910294,0.005974527213687832,0.006622094442600879,0.007171697925039544,0.007821131058864558,0.009053319306029874,0.010835097423513849,0.012445895349688114,0.012811689930625172,0.012393653790604578,0.011015822321785234,0.009703570335245909,0.00885430245645843,0.008180742905010254,0.007498272990949221,0.006771277717218326,0.00636980504638767,0.006559295402444652,0.007246373804894887
0.030784098201116404,0.012087345479798875,0.010715352342660325,0.014379683284901721,0.022842889874985763,0.029943022638909658,0.03681868943079669,0.03853603670926274,0.03957271333311255,0.040087974308260284,0.03795791813742692,0.030878693214476786,0.02483011926211135,0.01655480061570065,0.008894880725309912,0.004231307050716958,0.002805194557828307,0.0029171913137634874,0.0036187418348547287,0.004296110878990006,0.004803875196347318,0.005351870165058193,0.005831185897819315,0.006423423915258075,0.007573738600645843,0.009263718025742518,0.010823128020466663,0.011254446320980173,0.010968386087112501,0.009812959445829364,0.008691759828198678,0.007960546767950896,0.0073660030822780016,0.00675702324637717,0.006104727305193708,0.005753051709072406,0.005935123065338394,0.0065775377951289345
0.0023846503879716807,0.0011934154105266144,0.004248650489072114,0.0067841324271649675,0.00778171892578263,0.006745875849575481,0.003228170388646344,0.0028421073649743814,0.002780420612718809,0.002101351325168555,0.0014362925883300807,0.0009296946346215275,0.0006653033793376652,0.0003766282606013623,0.000157757648017055,8.948533194637441e-05,0.0001251921818285098,0.0002771388619981489,0.0005977568563576142,0.0009783238095571753,0.0014161493634383892,0.002027115774709458,0.00290633069786767,0.004586804641172665,0.008759841729730449,0.01712704702761092,0.028143841432534625,0.03676965077285296,0.04740575844302039,0.05935377609628106,0.07014870496804587,0.07848241037306883,0.08562164546625747,0.08954153508447513,0.09004587413181896,0.08960976605388728,0.0896787487159668,0.08844317811638172
