0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.12713859956428303,0.12054246761529297,0.12487417426065488,0.1232148487657541,0.11875635225521189,0.11374949671647494,0.11549675065415878,0.11829670691408155,0.11790240949528868,0.11552786448197624,0.11656138313292116,0.11764540344717804,0.10380763291509104,0.09314267315812184,0.08639226720914493,0.08649558958953293,0.08824143558444143,0.08959563059629398,0.09895138050211165,0.11257686706792033,0.11302212383040278,0.11135924711217147,0.1039009512284423,0.10191159361934676,0.1046892393646383
0.2555362518429474,0.26160806854636653,0.28032413889290225,0.2800965607927716,0.2787102528411509,0.2716364413750032,0.25568070015284156,0.2414867244191228,0.23259656209189408,0.24022931665192204,0.24648008393762563,0.23120362475719808,0.23021848183352275,0.22727685368493314,0.22855133965537325,0.22968547395698521,0.22858164312885063,0.21574388345189008,0.2123710381168863,0.2083164953407239,0.2294733136939164,0.2573549891669121,0.2858485697003917,0.3025030293303509,0.30990278285297307
0.28396922616764814,0.276854464001739,0.28238113411983873,0.2952966872475346,0.30953032081079435,0.30984550017126494,0.2940440857712007,0.2752930185660474,0.2686583326842193,0.2894312272907628,0.3364717335756557,0.35252632701725944,0.3834379645992207,0.4276733209046354,0.46197668925166036,0.4640604005658645,0.4569965290104522,0.42867038737596813,0.3918841070005064,0.356792651856691,0.3331019338765566,0.31597861661835475,0.31939611905327775,0.31759500055219,0.3151471398992014
0.08839348757689515,0.09063394102625928,0.09823977379242499,0.0973474224346796,0.09412621850509682,0.08921989263688176,0.08696314349704473,0.08796070812511053,0.088892378488957,0.0894292126060518,0.09137336480550237,0.08992380656408794,0.07790841250216275,0.06826140771485943,0.06370577946081102,0.06557983003218144,0.0677666226507562,0.07464555217153614,0.08626449444970438,0.09815716497469015,0.10052744661143578,0.09473743008585755,0.08465500617786707,0.08304270569215318,0.08669568900247529
0.026973517559815665,0.007539592034127173,0.005834719736250098,0.005812268423356314,0.005878018315681778,0.007963585915506697,0.011633636716676646,0.01535108957521812,0.01726132098347258,0.014712294871114428,0.008661865443661671,0.007978064227233623,0.00629160959036958,0.0036784482868599763,0.0018524020674534527,0.0021374611381316504,0.002917308591683702,0.0041127559852459595,0.004974182391408083,0.006551962188652042,0.00983418702634167,0.01458632993318725,0.013873866822155842,0.011868397056925205,0.010545467859895642
0.05139088947245695,0.0966477852093522,0.0645418178603951,0.05255248591510298,0.05268895720134444,0.06515394433876401,0.07830938310600123,0.08730838684808191,0.09069741320359312,0.07270531569689834,0.03480159095559251,0.02622799327471288,0.03678882270654243,0.035778552917187484,0.026360785795079236,0.025179310750064094,0.03141814082347066,0.04220525892723904,0.04377188013221273,0.04043261006961303,0.04513137576659984,0.05896308353762314,0.06878497857944078,0.0665940342246901,0.05775959433202241
0.00012705357301918258,1.636341252836178e-05,1.2989687944543458e-05,1.9675072535418973e-05,3.7072935833178346e-05,7.171641604591044e-05,0.000109262612624532,0.00014064597615989587,0.00018437867900951971,0.0002318337164776497,0.00025233032244060735,0.0003564901207891951,0.0005138480718585974,0.00036597831547982064,0.0004343406436496328,0.0006618819940705214,0.0009924878937327037,0.0016877942054187316,0.001745103175072784,0.0014274371475725212,0.001056122668448297,0.0007901528494377191,0.0006629688337532965,0.0006442875200640728,0.0005409527442139031
0.04098237114055728,0.04257877454116947,0.036747893013591326,0.03799952848746673,0.03618901963394124,0.037687753279145135,0.04376340648088197,0.048980135345460134,0.05204412961090276,0.0483618546911324,0.039745076683271235,0.042484339143269545,0.037500545401211706,0.03633005926520946,0.030729314775223775,0.025336817379674983,0.02255275905111789,0.024308160626034803,0.025162819886333145,0.02791571947525177,0.029698910636220894,0.027118529969891392,0.022476708006996176,0.020427577406691544,0.019678980667657643
0.0022255132954766815,0.0005146259195974077,0.00041131700023645644,0.0004898044947406505,0.0006933049048003237,0.0011541708098553017,0.0017392092047719167,0.0022709411809710527,0.002678896709916113,0.002457381365342966,0.0016866511724874498,0.0023144762633618664,0.002754246781293639,0.0012596414869390977,0.000814391594318309,0.0011855977207975927,0.0018669881728008958,0.002971910516546029,0.00316134298767501,0.0030772270997165246,0.0029384284216520734,0.002917808393773104,0.0025994965063604923,0.002554014102776229,0.0023446869353534027
0.0016293762661755886,0.0006911049600930115,0.00047775941721746475,0.0005921172166268434,0.00090146979634257,0.001452276728712776,0.0020323496456668743,0.002592473226490268,0.0030865920802420816,0.0028225319670795316,0.00200968762477482,0.002281777966916715,0.0036560128719321685,0.00180448209160462,0.0013263888922064055,0.0020458789465084815,0.003524392829176499,0.006374158817273402,0.007475103655503846,0.006693343114203809,0.0050986893450496035,0.004935917639802822,0.0045982246853400275,0.004484478937974987,0.0038487308177083818
5.199751720246896e-05,5.831879908839437e-06,4.82777941157114e-06,7.298777930981179e-06,1.3315123225529387e-05,2.4915622548016628e-05,3.668862388139443e-05,4.531245987132386e-05,5.917760135060608e-05,8.072309523783466e-05,9.944021610077453e-05,0.00015154339478758356,0.0002688473596214431,0.000280818229384387,0.00037238587291789474,0.0005646820734594198,0.0007941302788541396,0.0013012503495807347,0.0013351184461880758,0.0010579124800016374,0.0007040624031587663,0.0004623436804319832,0.00039268946717016057,0.00039059339250335914,0.0003279988667859726
0.00022516109719043296,2.6818194964358825e-05,2.294814983960779e-05,3.391367351778056e-05,6.180850893687416e-05,0.00011769345774925373,0.00017832012077574543,0.00023116764056758062,0.0003020679852725831,0.0003601886045473122,0.0003635449445451267,0.0005132572636328207,0.000627614133842344,0.00039876184803117054,0.00045470382868402677,0.0007161041269261181,0.001175901615641599,0.002014052652210891,0.0021441276320802814,0.001962981794671381,0.001382067425906228,0.0010727949117667643,0.0008846796615211424,0.0008519234420817158,0.0007285479220895116
0.0002971103535498904,5.8167010554105354e-05,4.4031833243883355e-05,6.590115118125872e-05,0.00011906241909556526,0.0002183670758205366,0.0003228068299285977,0.00041696133463672597,0.0005360708980086481,0.0006022135367169116,0.0005681180942342689,0.0007368424298987145,0.0010540589064085908,0.0005906645853068441,0.0006243083086032603,0.0009807825108777935,0.0016111113865488573,0.002877369607516549,0.0030486470514506925,0.002485801380555172,0.0018433455905550785,0.0014912197636078011,0.001241950495355897,0.001192458426676827,0.0010000403324716659
0.0005947373664950547,0.00016363177878342023,0.00012450883577315105,0.0001829086816278646,0.00031275213322671294,0.0005358993605692019,0.0007468303652594117,0.0009215594800220361,0.0011434854487850684,0.0012223178713209968,0.0010610475710045484,0.001253316833742905,0.0018176137915814007,0.0008687223093705092,0.0007961389213725249,0.0012297520179950924,0.002066677137154446,0.003821948106785827,0.004403716828795161,0.004064152910414329,0.0029668681258178276,0.0026110586102342653,0.002308867173377366,0.0022173276720231917,0.0018631210374322417
0.0526161259037329,0.028047356798201323,0.025871367131873057,0.025697234988625344,0.023579419668855742,0.025652663550307826,0.03210255054128849,0.03779241976741265,0.039621235877364755,0.03499875389224705,0.026296050868945733,0.02528649966788702,0.019222069849286202,0.01505533157062076,0.009462110477221217,0.00771142507806029,0.007955895688119346,0.01003054205717658,0.01249038099164999,0.018188357270649255,0.022074946602719844,0.025962791869165773,0.02258106414608004,0.0197785572829108,0.018407973046360427
