0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0.028405346742319832,0.0019873546939004815,0.002211484032511329,0.0019296658521994422,0.0015418728011691396,0.0013304604337018174,0.0012650886392474047,0.001255043973532262,0.0012759604039786123,0.001320522842909398,0.0013697040459276716,0.0014299698513771818,0.0013704912969728013,0.0015267002603483533,0.0015698220957118883,0.0016046800579315869,0.0016738539658854557,0.0017296948092767664,0.0017699971923643568,0.0018161623284087705,0.0019086089655357746,0.0020006464765429384,0.002090922951077771,0.0021815008030068948,0.0022692851207556392,0.0023569368315489955,0.002444597412888133,0.002532373068490649,0.0026082055454857388,0.002704935371995896,0.0028012971211160667,0.002893280121439501,0.0029853513329879534,0.0030826210712639438,0.0031993586476149294,0.003317137803648719,0.0034339771791138257,0.00356603018254187,0.0037333984511109274,0.003856754597576623,0.0038402536528214636,0.003985807529242986,0.004132043946636496,0.004187136073150237,0.004163601894263756
0.016368561563632894,0.0004738927849202853,0.00038189990014447924,0.0003460546463605915,0.00029012769937569104,0.00026140248164631424,0.00025745110835213576,0.00026160870490432657,0.0002686760936185718,0.00027725624453222696,0.00028329422340079555,0.0002881889439342286,0.000267664432744615,0.0002889614033400163,0.00028569388591450555,0.00028245979015067334,0.0002926941025936654,0.00032231083049410526,0.0003931528674152618,0.000512186949533477,0.0006845565666753917,0.0008594752772754245,0.001006734531495093,0.0011265186016425975,0.001224684218814186,0.001318520250278801,0.0014066127643005244,0.0014897910671967398,0.0015501012311172437,0.0016444695739719663,0.001734350791660724,0.0018152310419764632,0.0018956707416091824,0.0019831387448977777,0.0020944151824951046,0.0022035170551782867,0.0023095257651234782,0.002432719015825137,0.002598204579672226,0.002707914044723404,0.0026537458481760666,0.0028001591954335465,0.002937270151998188,0.0029694438199215785,0.0029155970550237427
0.05731973854348351,0.06812731834611689,0.04246245175054966,0.03900027174717421,0.03537494594355667,0.033224965495927614,0.032327653013054146,0.031638743113005074,0.030904096812987808,0.030059413721501328,0.028826448162147716,0.02726774585565196,0.02443472052414524,0.023260901259602375,0.020112637352205753,0.016457800119690478,0.01279229380189102,0.009644553893618455,0.007581521754680754,0.006873894649209054,0.007224332646541655,0.008128621498462297,0.009028134703101475,0.009715447936668101,0.010184183068211602,0.010689582382311439,0.011145448334324647,0.011547466701486854,0.011584905355675253,0.012223528343555284,0.012768327633539007,0.013164992104814319,0.013570615724143678,0.014098020687870203,0.015006419736985542,0.01586105008512612,0.01666427633936778,0.017787262806517705,0.01980217919930002,0.020663030361525114,0.01851065980622066,0.020247039492913437,0.021655564617142322,0.021092949233185526,0.019375798528925632
0.004495432767669627,2.6359401119565795e-05,2.0593349314368227e-05,1.799558513503574e-05,1.4068591492993944e-05,1.2378555921005884e-05,1.232657775611217e-05,1.2654921822201743e-05,1.2964262416109406e-05,1.3161540878389916e-05,1.3088335505673791e-05,1.2960264539982664e-05,1.144346916250994e-05,1.2817475197198768e-05,1.2900705075078709e-05,1.3201956219652782e-05,1.4528056209566223e-05,1.7436347675178012e-05,2.4230871139739165e-05,3.65423332624362e-05,5.6012875022134365e-05,7.781158696531163e-05,9.794432157521167e-05,0.00011563367784158842,0.00013082144308699828,0.00014610327685285671,0.0001608318856075333,0.00017488615533942835,0.00018427487241307603,0.00020105239336871077,0.00021714993717014835,0.00023136428670851014,0.0002456237299649269,0.00026166045980574744,0.0002834104104379339,0.0003048238075990508,0.00032567159638607386,0.00035082744711472313,0.00038712542655254127,0.0004097275718412524,0.0003908653444650382,0.00042350150317365396,0.000453138289541929,0.0004561137983827331,0.0004376146951586656
0.003994907355596476,1.5991107244543656e-05,1.3502145310827944e-05,1.2245558636606866e-05,9.881619482820238e-06,8.968802504843839e-06,9.100690292590847e-06,9.438690295976701e-06,9.690544017836212e-06,9.78439517440397e-06,9.641241495999482e-06,9.425521791567038e-06,8.345169370540996e-06,9.203066226247247e-06,9.341602962560141e-06,9.76163682373484e-06,1.0991223222680344e-05,1.3304935487817932e-05,1.8572255329158926e-05,2.8639496519488818e-05,4.5713862095365704e-05,6.558488754240348e-05,8.400999485769003e-05,0.00010008353968764673,0.00011371268536404862,0.00012744621827011116,0.0001405019340672868,0.00015274185791333759,0.00016054238672389527,0.00017534005766762934,0.00018930277393248776,0.00020134174048388188,0.0002134007921076824,0.00022711962525997478,0.00024603451643987444,0.000264400822980097,0.00028209180727795704,0.00030353684523563927,0.0003350510715439703,0.0003540282318798822,0.0003354757862883681,0.0003640176940198088,0.0003891578861375122,0.0003904812738431242,0.0003724747252834565
0.03631034870811945,0.0006023567010771834,0.0003916994899428811,0.00038006591694374404,0.00035135887748036026,0.00034175184384031577,0.0003502926177504447,0.00036417063419353734,0.0003768750158150417,0.00038601441863879784,0.0003894489423948165,0.0003877272243271701,0.0003678033180598678,0.0003719744440307439,0.0003590392244020512,0.0003452034581486478,0.00034633515021706657,0.00037250997564576804,0.00046922028374147445,0.0007181365250381818,0.001312556818827107,0.0022310147470265313,0.0031492035799359987,0.003883485793150667,0.0044132486611594655,0.00494089584136431,0.005401193190837544,0.005789238709274863,0.005898404389824642,0.006449373607710053,0.006916003546057336,0.00725345582956244,0.007590231681036443,0.00801629328504324,0.008705422639629054,0.009326897258145913,0.00988875359167531,0.010629752323913423,0.011892752394389132,0.012432516795702968,0.011099103568790937,0.012241436313688526,0.013113622240772869,0.012803959439477262,0.011705450584228715
0.005192226585144385,8.184516863020846e-06,1.9356444456542177e-05,2.015458977904727e-05,2.052652147665051e-05,2.1943545605715172e-05,2.399359657240404e-05,2.6011229389207044e-05,2.738542588992852e-05,2.7836892079927617e-05,2.7498027659720163e-05,2.6490376390183004e-05,2.557102188890995e-05,2.465383171219769e-05,2.4413129826117957e-05,2.5093257728723798e-05,2.7251049659550832e-05,2.98569378220276e-05,3.2183817070416256e-05,3.575778325895186e-05,4.486009416391282e-05,5.9558626298201216e-05,7.52861940920108e-05,8.888101763347952e-05,9.919316568386506e-05,0.00011021809016029734,0.00011973127626444441,0.00012741078280125768,0.000128910900253314,0.00014157711227292448,0.00015180151174729533,0.00015850904900234077,0.00016560142553286,0.00017556270611783574,0.0001929302685664635,0.00020797257037249143,0.0002212601094419993,0.00023969897935967197,0.00027438981111888066,0.0002869879880753819,0.00024379614911885147,0.00027950490820755324,0.0003034206101220334,0.00029149764308174654,0.0002562808052301738
0.316221144064892,0.09675050873330285,0.10365791277069382,0.08550646670014235,0.06890804744119011,0.05927131589133564,0.05527343699653306,0.0541412149424315,0.05507936512052765,0.05781883643651402,0.06219104374299125,0.06905893031408979,0.07466766697963564,0.09096383636441031,0.11504683967913164,0.1573626504290972,0.23414658882068368,0.35026954985805,0.479369301769292,0.5657572548926946,0.6060597916020218,0.6178753238633068,0.6205050689573607,0.6213487242158628,0.6222658827146954,0.622250248490895,0.6224853036212893,0.6229958202216449,0.624981786140656,0.6233559896797546,0.6224645426544957,0.6224032898998597,0.6219990169066171,0.6206821837371332,0.6172726857135183,0.6144304710453948,0.6119097846974848,0.6077147591070962,0.598688936349284,0.5961235372024918,0.6090948046714203,0.6002065738421875,0.5943969163059931,0.598529849889572,0.6081523449469513
0.09498627189595171,0.0019348764206972954,0.0024735144931485493,0.0024054149720530446,0.0021598166039741035,0.0020218902569285706,0.0019999195670144937,0.0020418184996637196,0.0021262351864129716,0.0022494754301284566,0.0024203601436190336,0.0026714601180029144,0.002895516013800944,0.0034662769265213214,0.004306886484974327,0.005564498112333741,0.007520909427526756,0.010240463161211383,0.0140014058652484,0.01869394195362718,0.024499535328400462,0.02939949372830805,0.03245929885531371,0.0342525097324591,0.03528390286286006,0.03620778800419724,0.03687711176448265,0.03733416411185564,0.03734418977467847,0.038093676548806625,0.03860767092698009,0.03889680079793361,0.03919297051293828,0.039607814255387466,0.04027645049593953,0.04076945228676591,0.04115360758619323,0.04162213294325994,0.042323810673349754,0.04253996788306286,0.04169650866452324,0.04252197069715996,0.042939990608799015,0.042793771130134724,0.04209399709483274
0.006974359995167846,1.144364230150517e-05,3.205898680158049e-05,3.569505216632755e-05,3.772177435434644e-05,4.135926040702849e-05,4.5950972500268024e-05,5.0237940754418695e-05,5.290466471542584e-05,5.3375899911014884e-05,5.204907735003573e-05,4.9257687463322454e-05,4.7032326793893215e-05,4.425725100911593e-05,4.313180078800388e-05,4.333422189586642e-05,4.517336735956518e-05,4.729181163187203e-05,5.0298045993279665e-05,5.816425946317724e-05,7.765617370293405e-05,0.000110643659737997,0.0001495920390033536,0.00018642346087626468,0.0002170732760709296,0.00024923151319479817,0.00027907024562208465,0.0003054674419002386,0.0003166384367354101,0.00035415825805808497,0.00038763784164802187,0.00041300316731266454,0.00043898727669236466,0.0004723402433349307,0.0005265026328355023,0.0005767226156034595,0.0006231167002244768,0.00068532033468989,0.0007971237311384829,0.0008458225474808037,0.0007243677496619091,0.0008329138171323327,0.0009147083321190938,0.0008854021870083872,0.0007827597895679117
