0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-7.5439715032746735,-7.869041484123303,-7.947224504549204,-8.017327097792528,-8.103321554038605,-8.14600142899699,-8.192561927451319,-8.19112721257721,-8.427572832658905,-8.814480229307758,-8.74942693835765,-8.125644393374468,-7.471255161626586,-6.985375786829342,-6.640004205974621,-6.435698493923227,-6.369414364647343,-6.431149440662318,-6.605309917924541,-6.870782978265924,-7.175947933174348,-7.393104984248871,-7.297259919329684
-7.590701122612663,-7.9972650959354175,-8.097289228049085,-8.201583753669206,-8.376747853074683,-8.54823075429646,-8.69230077014309,-8.681906259608619,-8.735073692887998,-8.989163484281944,-8.964095682896597,-8.13411197520022,-7.412483995271692,-7.044663883916619,-6.8499972706005865,-6.759720926078189,-6.767524080720537,-6.874663646857072,-7.064668132917212,-7.308067779017569,-7.546626374059136,-7.661056993467148,-7.4664382808205145
-9.02421350184145,-9.612459391908882,-9.742508513087014,-9.744966939158026,-9.70147000110843,-9.629522267686312,-9.624057965917391,-9.574244348374446,-9.479974537630776,-9.595233974969688,-9.562723579546606,-9.239980031938273,-9.0154564644827,-8.783253378363144,-8.420480873616462,-7.989041437508811,-7.666075089767268,-7.526506274067734,-7.536842944373169,-7.641069431243316,-7.7868314480623395,-7.902771158840895,-7.798570781777113
-7.711852940861653,-8.22614865384747,-8.32638662628257,-8.381612771778023,-8.429649238895614,-8.432706443300795,-8.47061828010268,-8.482760541372595,-8.730691028805426,-9.084574445802863,-8.986845097942865,-8.439606036097441,-7.850184734070356,-7.3536339093919,-6.957396244111135,-6.705431782163417,-6.612596962621858,-6.665043034311698,-6.839962085427371,-7.11006606669178,-7.419797924357073,-7.64201659887082,-7.573014352946898
-3.36809744195531,-4.758531553136164,-5.235951684920611,-5.466807308622596,-5.733315425199176,-6.001769273827775,-6.182182959533548,-6.323275879864455,-6.499400084179559,-6.900533250437329,-6.756176048161502,-6.015254780848121,-5.401616974036976,-5.065466503848298,-4.84311790512091,-4.679392065263923,-4.552320274302013,-4.442926519187547,-4.320800433044895,-4.14298554793785,-3.8504439431437887,-3.4100566628339988,-3.0072601378393524
-2.7905047942672176,-2.634193082615997,-2.8356403357064024,-3.2272507090197577,-3.6163098006633887,-3.8824651980826164,-3.8544492632001215,-3.5149715274085813,-1.9529682053875557,-1.537159162021577,-1.5348559139373283,-1.7588568197288734,-1.9181425358552495,-1.9415741868124896,-1.7656341843445857,-1.34342052272619,-0.7812384393556854,-0.22547338888383506,0.2753234770207854,0.740866051016041,1.1687908601756836,1.531790720901891,1.7357601357583108
-4.235610903110594,-5.019509030948616,-5.380573162387819,-5.557685188763416,-5.627154816671397,-5.630625873229363,-5.53000534718501,-5.376079421600702,-4.716028825284139,-4.811973069862495,-4.771234510314891,-4.723181696709337,-4.823838383444772,-4.919857848461995,-4.879984978393062,-4.630320261007159,-4.181590934141355,-3.6087478895032308,-2.988728607940415,-2.334624115321863,-1.6155675511020209,-0.8363347361237933,-0.19199346753488278
-0.7093209738452008,-1.6772868326832033,-2.2525254077716474,-2.598584993922458,-2.817482773334724,-2.9099509514809836,-2.651366501047801,-2.112326517275595,-0.8007802856576199,-1.2067713776752105,-1.4244676718467324,-1.5660563280735262,-1.6986401611567383,-1.7376064821008663,-1.6624636221582798,-1.4210588708118332,-1.01035252977602,-0.5236610880049349,-0.02902001240669505,0.4829025650699429,1.0435035105701655,1.6177331887709236,2.023855372730508
-6.697069917815386,-7.1149351788076265,-7.260745085245698,-7.271652050808469,-7.216529721591068,-7.1409785748950965,-7.08641698081563,-7.075270012535733,-6.855515683078404,-6.855272543496119,-6.815289496762004,-6.634084749972509,-6.583349041178718,-6.532450935539977,-6.38687430348226,-6.106261720776922,-5.695601073268429,-5.2121091595440525,-4.725855529691413,-4.24878006708847,-3.720083229418053,-3.0571132426472576,-2.4361768220314377
-6.5976360594065735,-7.331010385587544,-7.453618225900114,-7.431082646889556,-7.345724261572179,-7.2464359960129086,-7.210401686353587,-7.244063895149446,-7.077320103875629,-7.033131829385474,-6.990826117323462,-6.848444680707652,-6.811086060891061,-6.759517760850566,-6.604733810640262,-6.308159472184711,-5.887182575285061,-5.418782557164761,-4.979336274852953,-4.571323356573624,-4.116321245236947,-3.500418249061012,-2.863584095834719
1.088926917422261,1.629670341383874,1.2742154664172736,0.9368733371697793,0.5920838319419436,0.3841747391311702,0.768530023898188,1.754174606034349,3.116370633352253,2.8425677003027494,2.0912107220011023,1.6454682296219076,1.5317774226616907,1.6406484199543865,1.9387670849845309,2.379521693253362,2.873574206668345,3.3135496644263673,3.663212464191542,3.9665493015024693,4.273158898110674,4.5467530946392705,4.681419639861305
