0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.1586753162910178,0.1391556199371124,0.10399371921102796,0.0849047105028172,0.07759896262870022,0.07688176943241787,0.07979871039276569,0.08395553230692085,0.08710641472443843,0.08746306145978941,0.08327133072513768,0.08067405289550153,0.0807215164413432,0.08957450850097787,0.09281345333656346,0.08316372742712037,0.07683690708054654,0.07436741744083619,0.0733155370261819,0.07254924890598433,0.07231725738902106,0.07197237466843759
0.2490679987439351,0.24651529666196512,0.22151572385825238,0.19188925777024757,0.16977826734501675,0.1575813534699771,0.15289522297556674,0.1525467317905026,0.15360140505077383,0.15538928441376018,0.15944959605803646,0.1711414621890635,0.1839376707806999,0.20646179933798947,0.22053563577576515,0.22450890460813056,0.22294731259576045,0.22147205587442634,0.22053717470998896,0.21995887901769434,0.21950882900662072,0.21894617815771097
0.26675740089400046,0.3254162799873228,0.4073862586045805,0.47866193795719103,0.5151170715056562,0.5183849413153916,0.4988373003171685,0.47072367588599917,0.4481793642762964,0.4512714936242024,0.4862240493026775,0.5127217675464962,0.5157369663716702,0.47765947901455263,0.4532499615153962,0.4757832651269067,0.49396613875268325,0.4988070245717497,0.4988427435755938,0.49818059782698676,0.4968710710907777,0.49635758275307507
0.13328082875562636,0.11148948244287268,0.09010117857263454,0.0771944913096665,0.0704238317102856,0.068190595110904,0.06892414674990159,0.07090480582985578,0.07258378903604347,0.07374678980343428,0.07373896752657169,0.07470030376272818,0.07832186198821812,0.09170826076589368,0.1038704267153254,0.09837460034666774,0.09218975289530856,0.0899407667857832,0.0893190184339362,0.08905695026897087,0.08904551047580646,0.08897739128606232
0.005293430735008568,0.002915201527023226,0.00264515598417377,0.0032213367931378353,0.00495979938163277,0.007726626209084791,0.011198058682788963,0.014652635657556628,0.01719843730563985,0.01670502754393658,0.011552205350164964,0.005841270781564645,0.002853692337714629,0.0012683897619969263,0.0008165347210278414,0.0007980814395517234,0.0009676656165856439,0.001166872811929418,0.0013176473166985672,0.0014161549196806836,0.001490601755113928,0.0015417351080706427
0.007879667293798506,0.0035870599546163153,0.004548446721143321,0.00526563139564199,0.006970785855817254,0.010100840248974592,0.014106621113769698,0.017889861735442193,0.02047679041186084,0.017677203303313314,0.009592943067034164,0.004010634225840968,0.0020663645809111102,0.0012518517650213872,0.0008796033615507103,0.001013176394555695,0.0013703175218319266,0.00178069420040179,0.002149545879250546,0.0024807232892486027,0.00271169435495972,0.0029193233162221766
8.295179166618657e-05,3.923892188655172e-05,3.444473498560789e-05,7.343447772611712e-05,0.0001474383315868054,0.0002770289701824998,0.00044262898870175136,0.0005820626871095013,0.0006509884603628664,0.0005008735215135453,0.00025142503928414457,0.00011209170663078071,6.484089886627722e-05,4.880474256747349e-05,6.298481987394221e-05,0.00011395376923813585,0.0001947091097578434,0.0002899440953746743,0.0003786405648287603,0.0004532028755036331,0.0005059320803177318,0.0005456371373473765
0.03212106752569654,0.04158359187829849,0.045421947663976656,0.04018639646897189,0.039226456701554537,0.04218940468617325,0.046953026217538954,0.05205630250688911,0.05611013223878061,0.05518917364970513,0.04517665888846506,0.030853690354029094,0.021679958105053788,0.015874968052485065,0.01029316910130704,0.00812308444441385,0.008051861206707717,0.008645373540385536,0.009269422082799714,0.009836612007515046,0.010300836493942813,0.010688353695837536
0.0006815506443470953,0.0002946492245223287,0.00027516629528388055,0.000507035727093352,0.0010038157190714882,0.0019000311184376613,0.003104418497569429,0.004238823684625145,0.004921406068530604,0.0040408853269117894,0.001973471131429044,0.0007278635020594345,0.00031902443743763847,0.0001593619099461941,0.00014765466856521336,0.00021900639006232459,0.0003376413212833607,0.0004721983086758004,0.0005905712849479924,0.0006863609429447056,0.0007534091337976979,0.0008049246521700719
0.00039623202746098693,0.00023216528480755956,0.00021841425961220378,0.0003909405001097175,0.0007242293381455858,0.001303436278886536,0.0020304119627205758,0.0026341529042650724,0.00293590614869356,0.0022042731199679974,0.00104404668023514,0.00045194993494961967,0.00024707632773226075,0.0001544904678964938,0.00015335891600649166,0.0002581893138971236,0.0004300407569388385,0.0006217194413140107,0.0007931515463157378,0.0009379339125990006,0.0010402287514125641,0.0011206776539873398
