0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
6.668582749300218e-07,3.457215904299019e-07,1.9311762735934665e-06,1.4162308536863547e-06,5.801571872660558e-06,0.0001882649747560988,0.0003300053138492356,3.4378638138741016e-05,3.850655532132182e-06,4.6332873191528285e-07,1.1362100039586168e-07,1.0040440904702467e-07,1.812584838344288e-07,1.1412388774743931e-07,1.8779464011204053e-07,6.548987399504212e-07,1.979437482332355e-06,8.804022885246325e-06,0.00018686834914752524,0.000715446133445667,0.001100479319747351,0.006583791669439747,0.004776030639034996,0.0006566650152716921,0.00014713700489212106,4.854205847503475e-05,1.3545550578892163e-05,3.3284674374203104e-06,1.6229813750533528e-06,3.894223904164085e-06,1.2219200446017069e-05,2.6989669339306632e-05,6.77024553286137e-05,0.0004332534838653606,0.001100903620627615,0.0018779472315741152,0.00443096033950119,0.012760720995522844,0.004991978169057199
6.150665400765479e-06,3.2090505581678467e-06,1.1951529665566931e-05,8.026841035468008e-06,3.480391027202717e-05,0.001523767757236502,0.0016016370576932095,0.0001858202123950696,2.9818049853757575e-05,4.027362484272897e-06,7.13382480736216e-07,4.467623550350047e-07,8.189777191994957e-07,7.345283974885138e-07,1.303819982627223e-06,3.784127644689874e-06,1.4729072091234535e-05,0.00014943538791707095,0.003063269080010275,0.004236838985578759,0.004660987621309312,0.024892000916110085,0.021339898994750254,0.004194005496171517,0.0007026477707235967,0.0002252279734445199,6.237182683025695e-05,1.5032861474652467e-05,6.719393820700558e-06,1.5650487878299057e-05,5.5751097725503046e-05,0.0001962845551840488,0.0009214831488357767,0.0036175360047360967,0.0068173511803106155,0.008758805339410288,0.01733217347599781,0.048945429762665575,0.028067669352650034
8.59753736126186e-08,5.092113471768734e-08,1.9712877854892863e-07,1.7780324987343443e-07,1.3836331406284041e-06,2.959765980672675e-05,5.518720506988434e-05,4.866045647609888e-06,4.7615288864879074e-07,7.86807095584166e-08,2.7115617738021186e-08,2.4433581522325134e-08,3.1266661746333137e-08,1.246598567151374e-08,1.1749507638325655e-08,6.343365090315404e-08,4.156855978899813e-07,1.6971211378866554e-06,2.0434032843954408e-05,0.00015872597545612055,0.00035625597263250517,0.0016390751140978191,0.0008877868162042768,0.00013925044333871166,3.867127588082879e-05,1.2856301665885262e-05,3.895890704098366e-06,1.3965371724761935e-06,8.715549043162687e-07,2.196093042769477e-06,7.841913229943938e-06,1.4572715283946128e-05,1.626901684663367e-05,0.00010290778893549713,0.0002360053783259355,0.0005238221950506074,0.0008682041625383427,0.0022422342111076098,0.0008186234526118406
4.974281948676621e-06,2.8644226769591332e-06,1.2424295421390035e-05,8.983181922716046e-06,3.029132729296009e-05,0.0011611328153001742,0.001047585601848614,0.00010678799834731937,1.7415347972368214e-05,2.9824137441310495e-06,7.925891480013952e-07,6.750960164067495e-07,1.4339090362485732e-06,1.5187474717199601e-06,2.528858479526494e-06,6.093711501233094e-06,1.8864199296497302e-05,0.00011004560804454766,0.001959636017192829,0.0034634068004017124,0.003459770566154998,0.014738513342386943,0.011715007952562473,0.00216318630059352,0.00045315508855818727,0.00017989991356947305,6.025131712227836e-05,1.676873390911425e-05,8.632161008624818e-06,2.068546561606027e-05,6.04827623537864e-05,0.00015871394116104054,0.0005669889754316827,0.0021271676646754164,0.0038882004927325363,0.005370033523686593,0.010974279743392735,0.027650188161125622,0.014034911945520959
1.0431368119459053e-05,5.150421085860154e-06,2.1469559063396692e-05,1.588532003359704e-05,4.388233164330805e-05,0.0016869410423747523,0.001361244675228449,0.0001391418696689675,2.6694049782489273e-05,5.790730603389236e-06,1.76162206892537e-06,1.5803964331041362e-06,3.858828398560026e-06,5.4751821793061545e-06,8.42342453070493e-06,1.2810434929439144e-05,3.233275619354986e-05,0.0001808667765448113,0.002496759975749183,0.004752023255808553,0.0051458158108009374,0.01801071263065179,0.013761305016629683,0.002757862858150792,0.0006038236789969891,0.00026336412977542335,9.713200996711072e-05,3.0284430234003365e-05,1.7204609077336645e-05,3.778818369315037e-05,9.440642200451063e-05,0.00024127525447160424,0.0008760543312936619,0.002563567160257537,0.004561803391237534,0.007041670145806376,0.014017377158013777,0.032361225035176334,0.01694534060480306
3.286116216399598e-06,1.3945429925053168e-06,4.3351121322191035e-06,4.2567747272163966e-06,2.3669952374975595e-05,0.0005824490272520112,0.0010384212279865605,0.00022420543082988693,4.1923807054089816e-05,5.941017974669089e-06,9.286556829490823e-07,4.77443638954301e-07,6.689780889785602e-07,9.479395576665703e-07,3.4065105360185238e-06,5.745808322717152e-06,9.376752389242476e-06,5.099470621855685e-05,0.0009316655486722339,0.0012431084967701475,0.0023473810436045453,0.012250440032295863,0.015026808119699548,0.003959981765212734,0.0006958764482535099,0.00019217070052658165,3.671718397012858e-05,8.878080064343473e-06,6.537602316407474e-06,1.8833801692481627e-05,6.435732062017348e-05,0.00018608634869353896,0.0006819734219916883,0.0023654278085771465,0.0024863405533797514,0.004882996226365732,0.006635429024267169,0.02895832172046207,0.02281600503543919
0.00036099656673401273,0.0001620215666289655,0.0004077499118445342,0.0003769946585461345,0.0005687072499553779,0.006511468211726275,0.0077357395353064495,0.002065178303044194,0.0006942431853576092,0.00027301275914792046,0.0001341424755546952,0.00015979810519029918,0.000459988538035618,0.0008665800368436714,0.0011222190799551155,0.000419651520735911,0.0004047972486355733,0.0010473896674077561,0.0060895587298017105,0.010492941587284066,0.012611104953141664,0.03080125719678232,0.03399895592301236,0.012053054148527509,0.0040155660388094564,0.0025543409114887243,0.0012692132436769796,0.0005770112743762922,0.0005011039679397043,0.0008001755609871313,0.0012074888287315268,0.0021598113824663786,0.005134861355248833,0.009374167328916282,0.010184270181129912,0.012699562529732197,0.023871105352915017,0.05577025059184141,0.04479407773585007
4.2347098300343934e-08,7.475696009383248e-08,4.406752623280436e-07,4.036946419895437e-07,2.46904524496566e-06,2.762739103783884e-05,6.64232567986529e-05,5.83944115779133e-06,6.78255556889342e-07,1.2074700808221603e-07,4.402233766538147e-08,4.474275333702991e-08,7.214511422719902e-08,4.8007080646578835e-08,9.823719375304174e-08,2.4273863646815785e-07,6.079358862019331e-07,1.4111067044011898e-06,1.847520995506384e-05,0.00014044457682588007,0.00037632017172820845,0.0014704924586441256,0.0009263658451295578,0.0001618432495428006,4.929074556787066e-05,1.715566826392054e-05,4.816181639401954e-06,1.4654571507836772e-06,9.070579126276448e-07,2.150167040240844e-06,6.703182980045722e-06,9.770560463519475e-06,1.0715757762162008e-05,7.30688816836386e-05,0.00019329756398674803,0.0005142789962837328,0.0009193718739350501,0.0022787316486756015,0.0008068496717384227
2.3415506638596792e-07,5.975390660137045e-07,3.5202028181327284e-06,3.165851659753596e-06,1.1693379245633473e-05,0.00011183603213090143,0.00021510178840957668,2.5818352226595037e-05,3.8459945342218235e-06,7.298447631762585e-07,2.8652781381558105e-07,3.645244723148164e-07,8.875580454664379e-07,1.1676978958757388e-06,2.5208150491319897e-06,2.5722015428091956e-06,3.3895644530099893e-06,6.477840166091629e-06,0.0001215073625946874,0.0003729271600647762,0.0006530470264928016,0.0027982793973534504,0.002583055718407411,0.0004987690540796208,0.0001567175693974674,5.7098085369771874e-05,1.5290170572075152e-05,4.403719192094703e-06,2.6875423538679643e-06,5.643789312588145e-06,1.3786257614316296e-05,2.001478382576043e-05,3.912944800772725e-05,0.00021669931113422883,0.0004573460218894657,0.0009199370260981622,0.001875099302694257,0.006146757217381036,0.002732865465046402
4.582888459773735e-06,4.038071383492016e-06,1.5013395027546385e-05,1.3513943739923422e-05,4.816721514312537e-05,0.0008982138680667538,0.0008789222780056689,0.0001419318319172339,2.6365330491198887e-05,5.036388434896756e-06,1.3601934515306481e-06,1.1590677102063684e-06,2.616801210909411e-06,5.18995452078093e-06,1.3448460382543414e-05,1.6920556763751687e-05,2.137946031075826e-05,0.00010320219526311425,0.002170507977698972,0.0018467988841726869,0.0022713540866904987,0.010850845776341973,0.012917414939658988,0.003062276943071871,0.0005300129251746307,0.00017975793261311462,4.531846807947747e-05,1.3264427596768291e-05,1.0100130856229088e-05,2.4718851642749804e-05,7.102218771444989e-05,0.00020162903194443312,0.0007834949254091038,0.0026561079519896633,0.002196017252257274,0.0034620900790771057,0.006408043445940398,0.027153859458919315,0.019935441147795215
4.288463630181287e-06,4.829209114558804e-06,1.833342175909969e-05,1.7277979937686478e-05,4.994305602817706e-05,0.0007376417821424109,0.0008372554445539981,0.00015732161272469925,3.053665552599489e-05,6.625647587452181e-06,2.172750930010774e-06,2.172495652451368e-06,5.321261585110374e-06,1.1000766956854042e-05,2.463030325843418e-05,2.0984206974396553e-05,2.3373106632001414e-05,7.180126771029585e-05,0.001292830472933144,0.0014903650558498128,0.0018428348869970403,0.008554309733502885,0.01081161285824029,0.0026530199927259357,0.0005624297743608848,0.00021230417433098608,5.416642049992145e-05,1.5647930199227467e-05,1.226777933831093e-05,2.7794693596537957e-05,6.785603600878273e-05,0.00014944672137224535,0.0005017183272097334,0.001666654445332129,0.001683111063155056,0.002781311406908226,0.005262159119662957,0.022980343958016777,0.01654471448525936
5.607508243711733e-05,2.9985041240469066e-05,0.00010673206264666176,9.62333221419299e-05,0.00017049385322574792,0.0026619661860224266,0.002938526301230388,0.0005106798624864454,0.00014349926025235138,4.776213813899449e-05,2.138585368234481e-05,2.716927089527227e-05,8.825078799264121e-05,0.00017976236764112577,0.00025082161789088996,0.00011947748430458825,0.00011465514307861323,0.00027954635656034525,0.002646619241704954,0.005448095896298897,0.0061669151648245865,0.014993080670057817,0.015679834198937842,0.004494961476367166,0.001512680728517404,0.0009128277138779698,0.00037755451339517934,0.00015201950888225636,0.00012727548874691289,0.0002129916613225344,0.00035415164144541087,0.0006548136891694846,0.0018138246722092016,0.004479114767650949,0.005244309265578249,0.0060824786717912785,0.010901640599144948,0.029597833227538103,0.019555489593731604
2.008029329776554e-05,2.258184713895856e-05,6.425687010774022e-05,5.798581121039049e-05,0.0001422123266181363,0.0020268501021410137,0.002215140005615577,0.0005578449634522743,0.00013162325252048267,3.2595541812782095e-05,1.0609414988168632e-05,9.133905842751253e-06,2.226778952123591e-05,4.5349377844668946e-05,7.654809459151152e-05,5.516785434074133e-05,7.159249035299974e-05,0.0002501126228288171,0.003297658908599481,0.003526843828845323,0.0034934660245413214,0.01738574391868748,0.0237594544102281,0.006766731909133345,0.001440055791662932,0.0005787790091906175,0.0001741760459514574,5.192268758429579e-05,3.804566129921524e-05,8.168526926832636e-05,0.00018292794918619627,0.00042552646849058917,0.0014921560949114276,0.003868477055531013,0.003965502832844673,0.005720365156262699,0.01168353413075115,0.047119202475358966,0.03871218715607424
5.6049287607641185e-05,4.80793142322136e-05,0.00014094757005025197,0.00013965229736887872,0.00025139378446428887,0.002923468183575527,0.002757137035561574,0.0007498101726468234,0.00022164258236713483,7.320602997365388e-05,3.0715015078237134e-05,3.0155090545036064e-05,7.503153137089578e-05,0.0001618058922774143,0.0003128041419795937,0.0002052803890151007,0.0002387741770189357,0.0006142741782150435,0.006818952770252988,0.00533634221989046,0.004465663390091168,0.017532877206136353,0.023922884141846103,0.007354510744145892,0.0016337773976889426,0.0007643255954694198,0.0002854268335242638,0.0001076737554519909,0.00010641925214709288,0.0002284061970663422,0.00042476297851416593,0.0007994465540817591,0.0027333600500076593,0.00659823793674256,0.005167002039104669,0.006478442304433972,0.011521217451679203,0.04463359068980303,0.03807706411996435
3.5509258692101187e-06,1.8636135108840164e-06,8.572547658128101e-06,6.172131696386214e-06,2.1588748834728168e-05,0.0007520239272277909,0.000763978857534751,8.55680344911942e-05,1.2768708114287927e-05,1.8932446684786943e-06,4.6114386439152997e-07,3.9650121671637086e-07,8.200126246338334e-07,7.396314388792218e-07,1.3311577536567538e-06,3.832730271173656e-06,1.1933451645142786e-05,7.839043498492852e-05,0.0015480560153569977,0.002455248291685674,0.002525758273876031,0.012833767374789378,0.010242763251565628,0.001768772090863936,0.0003543224146832355,0.00013060656140422114,4.0062709186203513e-05,1.0639912701528536e-05,5.369923284577946e-06,1.3022190150301997e-05,4.044083470945759e-05,0.00011390841456199193,0.0004344807323309529,0.0018083822791274335,0.003186763674142243,0.004254809773406461,0.008865823936724282,0.025681083830023554,0.01250555698512477
2.6306613566912032e-08,1.998040763274362e-08,9.510570590326063e-08,9.16006736857705e-08,5.642854774007044e-07,6.260720245034924e-06,8.408165093101636e-06,6.836343627806925e-07,1.0300555276193597e-07,3.0393959184741166e-08,1.5505989104218864e-08,1.66069311668946e-08,2.1324223930286444e-08,8.227839711473908e-09,7.843393060502191e-09,3.992525878338234e-08,2.1958066659167588e-07,5.556311129510342e-07,3.2837417274922624e-06,6.102339557860399e-05,0.00017042898103447187,0.0005213389903695666,0.00016389940620007416,3.096307431148754e-05,1.4116705087758975e-05,6.716167919502125e-06,2.254752131555844e-06,8.599280787981309e-07,5.68498984158083e-07,1.392689972502701e-06,4.094638809125638e-06,5.862832350016484e-06,4.010761375975238e-06,1.603755271634509e-05,7.3309512174611e-05,0.00021022323443515247,0.0002984071393172367,0.0004684540832580864,0.0001378872959900274
0.9994612853883144,0.999705329000539,0.9991561266978856,0.999228552385725,0.998502022426435,0.9764021323420152,0.974554775145804,0.9947395281800087,0.9985593484880473,0.9995285494281231,0.9997916604453132,0.9997642323261882,0.9993333990495016,0.9987131965404926,0.9981640937544926,0.9991075335487181,0.9989939897272928,0.9967807296680292,0.9621929390855076,0.9496382171607416,0.9449268646194728,0.7901892420303503,0.7798562279637696,0.9427409462461914,0.9861717525609671,0.9933160722440825,0.9973584000505507,0.9989585931232442,0.9991346699284895,0.9984592377807702,0.9971933338837589,0.9942240163063515,0.9820934031808198,0.9526148838285302,0.9440735947285941,0.9233665989596911,0.8557087335616668,0.549739759329554,0.6916372029363906
7.193029537904453e-06,7.5649797391215355e-06,2.5902737899364072e-05,2.1210170835426743e-05,9.091190273074242e-05,0.0017683579769423754,0.00159451110441036,0.0002645954164536562,5.51672185961492e-05,1.1154302134319188e-05,2.8096649980194943e-06,2.0528261682129755e-06,4.329982385148875e-06,6.348511688040559e-06,1.561433638300619e-05,1.9144428649192274e-05,3.75902109765865e-05,0.0002642654082689028,0.00514097748025072,0.004621202295301331,0.003425552086859615,0.01395423154200193,0.017630693804122827,0.0045431991923001154,0.0009179660807771955,0.000347954858532253,9.940683162003011e-05,3.080916524976412e-05,1.899646614520498e-05,4.3732893043672365e-05,0.00013837286414769198,0.0004118307707889294,0.0018283733449792944,0.0054183087495983965,0.004484871248528955,0.005054627199986105,0.008426440181857592,0.03551201360357001,0.02688613484695262
