MAE,MAPE,MSE,RMSE
473.50032517107775,41.54345404907496,243654.01984727243,493.6132290035108
324.8912769570486,27.806030159960194,124223.27667354837,352.453226220939
173.7045403892053,19.290018495102075,49208.53571709739,221.82997028602196
153.2916295451851,16.370205120127423,36238.73061105245,190.3647304808652
237.90805677443657,30.542365853541593,63791.73801535304,252.5702635215655
61.9493386583635,8.102484204159357,4457.89365592173,66.76745955869319
37.942602907100024,4.987603915420742,2527.7977814354563,50.27720936403945
175.84293201481958,24.127271352902298,36871.8578489892,192.02046205805567
99.80916775374374,17.05719938538356,17682.222325587147,132.97451757982483
220.02709780409262,33.117384332823505,58947.79687927784,242.79167382609694
163.5763740253669,31.35772956138875,60566.45485922361,246.10252916055862
80.53620051362917,16.522215491367163,10055.697457304372,100.27810058683986
115.97837306478868,22.862148367495,20425.153831469557,142.91659746673778
538.0841538924983,146.22244889837114,314308.63106333156,560.6323492836741
85.75157974893291,23.810177152936635,9437.999090512874,97.14936484873627
79.02535093325677,17.28841092938503,9146.459548404446,95.63712432107339
137.7153143249495,24.80192801436832,30145.671105793434,173.6250877776407
167.9532906365123,26.416419848550255,41825.678200747694,204.51327145382936
112.9421061561864,16.79559872924576,28769.386305168366,169.61540703947966
168.86456460798664,25.029868144582917,28828.713686213498,169.79020491834473
226.55998349611593,32.049756326395,61485.60584112065,247.96291222906834
104.14267447367013,11.992792431261805,27739.82258020678,166.55276215123777
226.55901130596928,22.08400804331238,89545.9291993998,299.24225837839117
396.5901199217859,36.75488700117303,199695.89519299672,446.8734666468761
404.04519105033756,35.17122124406577,182652.3412541119,427.3784520236273
445.8015071848728,37.08420900614193,206568.44292465274,454.49801201397213
