MAE,MAPE,MSE,RMSE
266.970180658507,29.28301303675819,81767.86509445208,285.9508088718269
284.7720355968273,30.555359770079615,81701.5494842962,285.83482902595375
73.27120875160242,8.608671546423654,8163.166450145936,90.35024322128821
62.75803119191718,7.585841279716535,4429.4556700664025,66.5541559188185
74.89029237732336,10.035439815106656,7777.339972778285,88.18922821285084
105.89481341329349,15.940796988764555,16838.013010368166,129.76136948401927
128.9472265006803,17.742299094625647,24765.72201092324,157.37128712355135
170.3378754280111,29.638679389178247,33164.45596392152,182.11110884271042
69.34408931326738,12.906413655808146,6837.7600038622695,82.69074920365802
174.4312841082782,38.83647172633575,35016.54754540008,187.12708928800254
69.5715213675824,17.12892980715896,6198.815110487485,78.73255432467236
105.25715062003567,29.14175625081058,12896.665496072368,113.56348663224622
116.07146852655895,34.440840292203085,13938.894330360848,118.06309470093035
159.70062266989544,53.12561270312286,46632.14267180751,215.94476764165302
85.68740603173617,27.953574014976613,9236.23770615918,96.10534691763607
55.329291982331085,14.94216754671909,3370.0842442099492,58.05242668665927
161.28827483656914,28.798287095326458,45131.24480956684,212.44115611050236
258.09733846500325,34.40366106306519,91979.31448290714,303.2809167799833
380.38482304477895,31.714205028835092,248220.3521082005,498.2171736383647
674.089517018251,50.32451705191232,545726.1982454793,738.7328327923968
840.5138757062914,46.8094604045884,899539.0167117827,948.440307405681
1286.82057890914,55.26015322352721,2096550.3855243786,1447.9469553558854
1393.722999536964,45.06992423119621,2775975.6933586635,1666.125953629756
1842.2639595202493,56.716257471183255,3725935.232281235,1930.2681762597742
1368.1987583414875,38.397224197493586,1926030.1419396629,1387.8148802847097
707.1504017822917,19.456282381717273,561893.5705606253,749.5956046833688
