MAE,MAPE,MSE,RMSE
269.03003280038206,29.508761074972554,83036.47874272933,288.1605086453196
249.97032283102774,26.80161610174889,63441.162392098704,251.87529134891082
75.22466031786047,8.771905922708102,7898.2227266294585,88.87194566695082
65.85711898766633,8.019048976324541,5073.207470999362,71.22645204556635
80.18527082052782,11.148020081751039,9515.52357502898,97.54754520247539
105.25692932721489,15.8357178324473,16537.59847738889,128.5985943834103
77.90224070603483,11.199749650392992,8183.957690998074,90.46522918225584
145.72637114124154,25.41405693746898,24674.461735666195,157.0810674004547
88.01108152868933,14.928572387894445,10122.019967155204,100.60824999549095
175.00973783546718,38.60860807456648,33692.19671447984,183.5543426739881
36.360863117870906,8.724156403627898,1804.0740370979806,42.474392721944604
86.77614142811592,23.930408704464952,9084.835292986485,95.31440233766608
111.43321916607006,33.071883435515595,12834.639251900937,113.29006687217083
166.09348601949605,55.049542691473974,43263.58218807005,207.99899564197432
141.22633958290996,41.9564278849208,20322.416280633544,142.55671250640407
56.29382066382573,16.434753300745342,4176.419393440453,64.62522257942678
105.76500886393545,24.042719454353445,13144.00964051023,114.64732722793947
281.6221138364894,34.85348438254816,129616.7644408647,360.02328319271896
484.9050784949523,41.87076509932171,353292.11378053925,594.3838101601854
676.5201769952496,50.55478207881089,546500.8177161536,739.2569361975263
882.22185829934,50.67235140613895,923030.1756593442,960.7445943950682
1265.2744077928646,53.98940684016367,2069081.0700646539,1438.430071315479
1138.9509631919161,36.49187324265953,1897505.8141362518,1377.4998417917338
1772.7119410178773,54.783660180430736,3410885.0052743563,1846.8581443289997
1432.7824334620748,40.1981311677536,2113675.7266597245,1453.8485913807272
747.6512214996604,20.59752154349308,619173.9598440278,786.8760765482883
