MAE,MAPE,MSE,RMSE
506.2160926016883,32.543376804832995,339437.8610648678,582.6129599183903
397.5546200337276,24.358976284910185,244614.24871800852,494.5849256882063
465.53660790596405,38.85204174391064,243093.25795928255,493.04488432523317
154.38957481771075,15.84535588368702,39804.76426000167,199.51131361404464
163.9883409186214,17.149722233272012,32501.43992215712,180.28155735448127
274.61985820098784,36.161163776386594,100107.18059439817,316.3971880317494
154.89515710905923,22.33372571876928,34077.65982157216,184.60135379127684
40.09835888418158,6.360933601655231,3226.3784535384534,56.801218768072694
203.9449400813829,31.640096901080888,42233.79364988025,205.50862183830694
133.801199313467,21.881720487087627,20044.024512239415,141.5769208318906
104.6646644694662,20.367424176993932,16602.15850634072,128.8493636241201
111.37938855967107,20.38125217744096,14644.976613978104,121.01643117353157
280.0612265155492,46.82963484616869,100239.12367035799,316.60562798276027
42.804356119901826,6.100093500881577,3651.848555512824,60.43052668571427
122.78499825782283,16.505913651392135,17069.527237528408,130.65040083187043
126.31771056115346,15.690353284492915,18040.172843496435,134.3137105566533
171.1227072466991,18.116666940912687,65298.515484586176,255.53574208823738
177.23492227407488,17.578156277796595,39551.79718559221,198.8763364143462
214.62679851311174,19.546504550378707,62477.74671523805,249.9554894681012
492.85784108567674,39.61657716562322,251269.85801623846,501.2682495592938
281.0743527843165,21.50895729636057,107903.4998607891,328.48668140548574
455.4815282958308,28.236223064009337,347931.7011577437,589.8573566191607
586.0207078086869,30.784701498098848,584891.640897003,764.7820871967407
1051.0341201958213,51.83380282045869,1325475.5199870588,1151.2929774766537
964.4742896492871,45.17969663354896,954230.2158765907,976.8470790643696
439.86347202096186,19.78674886441071,196805.5936430567,443.62776473419325
