MAE,MAPE,MSE,RMSE
1232.7138949764003,16.621191466316773,1823315.6021417547,1350.3020410788672
445.96472912271247,5.819494430114003,354213.38907914504,595.1582890955523
825.9857829522496,12.054087385453633,707350.8392504364,841.0415205270406
563.0144722628274,8.953620648892398,384094.11568431265,619.7532700069542
72.36943152061463,1.1884862468252864,6794.196711060521,82.42691739389822
218.05018137103048,3.879288826730358,50496.91515428868,224.71518674599784
522.2684054874373,9.523661734276159,396987.8325368273,630.0697045064358
621.9176775768256,11.746938435344301,427235.468117447,653.6325176407971
687.9303845793379,13.104135799233617,493264.8975373486,702.3281978799859
1364.532193153794,27.176475803427092,2101266.0918145813,1449.5744519736063
1318.819700805413,25.387004224139265,1884385.0823749497,1372.7290637175822
130.58226877099946,2.3588608025755,29361.189877235727,171.35107200492132
520.0827233576929,8.834804689750525,365575.1609469806,604.6281178931233
475.18697694277034,7.248224699635886,274093.20503588556,523.5391150963657
1352.8912707354227,15.948086234273626,3233320.0165718994,1798.143491652404
1829.6734148631465,18.6309189557797,5570664.272310203,2360.2254706510994
3839.379391167242,31.150075570683633,23502343.332835056,4847.921547718677
6328.0112015754385,45.338598726424614,50503037.36373331,7106.548906729152
6501.669094048905,38.78527494206707,59089868.454284444,7686.993460013118
7162.836934963,43.3257792636248,52896041.19199639,7272.966464380019
2309.7256459447763,13.092086692766458,6457810.679027293,2541.2222805231527
2961.853070906609,14.702216471990774,13785514.278710563,3712.8848997390915
2933.747906348687,13.497303567308073,13052592.767572083,3612.837218526747
8407.999278227257,38.69618779785575,75812597.29906464,8707.04297101287
6113.959281072073,27.346184661943663,38496293.43083595,6204.538131951156
1311.1014140950483,5.739294193613774,2848357.6582724815,1687.7078118775423
