MAE,MAPE,MSE,RMSE
29.988240513521724,34.07347249003856,1045.8790295589781,32.340053023441044
16.368446682709177,21.29140975158126,299.26557336484655,17.299294013480623
24.478505679278808,43.192085566660985,926.7513009321233,30.442590246759938
26.495038279968607,53.08424294257317,876.1327105051607,29.5995390252139
24.29427752368525,53.87794613112364,599.6888521928577,24.48854532618991
10.048575462027921,24.245962895845153,135.29113714968327,11.631471839353921
13.535710029297642,32.57289337219115,205.97098842478218,14.351689392708517
8.906012103200553,19.959453235224764,111.29861174011434,10.549815720670875
2.385644604570473,5.211603438869417,13.000658457117542,3.6056425858808496
22.324437379181578,50.03097440977056,717.6886574876812,26.78971178433395
8.04231514620224,17.93898174954985,98.2587233337322,9.912553825010596
12.585357983846459,22.747700466292347,196.28287539903715,14.010099050293583
11.51032722556786,18.742848766031255,142.024305154444,11.917395065803769
17.41376295931157,23.912312073804593,393.15179662213745,19.82805579531532
20.57755289142726,24.993271540970344,632.4466554991942,25.14849211183832
29.694824376086324,28.213688961599797,1381.7761754212747,37.17225007208031
35.40525755016161,29.413126932371636,1574.6478985060887,39.68183335616046
44.00470120629193,35.402353069426916,2912.7155872373605,53.969580202530395
48.274961316395945,32.32371583877838,3838.237344882925,61.95350954451995
40.72411153127582,39.24276816233411,1674.386579438942,40.91926904819955
67.47871725907555,60.51591646554599,6213.497978208417,78.82574438727754
118.5637101322291,52.84411118867652,19933.322256043502,141.1854180007394
90.76551191195688,38.58607689136665,11923.940915160463,109.19679901517472
134.09146798824017,57.00900781334285,19172.146586555486,138.46352077914054
93.95078258243304,44.44635155651554,10844.611343082612,104.13746368662247
24.200106242221864,14.196254488813024,968.1185952107951,31.11460421105811
