MAE,MAPE,MSE,RMSE
113.8661275399906,48.86052071860411,13648.015412571276,116.82472089661194
64.89268819057185,26.482733146304287,5010.278344112716,70.7833196742899
47.44654952785368,20.00396701203841,3009.6275886457584,54.86007280933701
43.480497872235716,28.147638491089456,3442.5844488414014,58.67354130135151
43.076869483981284,25.9480836271312,2407.499705658381,49.06627870195967
27.194303075287234,19.176443394427505,1614.282343601102,40.17813265448137
68.19394698181804,55.170257343112475,5164.430572369855,71.86397270099849
17.105495621448533,12.757529087247216,359.0706188049362,18.949158788846965
19.235902239884176,19.314885083951083,457.0493868163053,21.37871340413883
21.940421865207973,22.696821898034536,775.8173739031068,27.853498414079098
26.570774714923772,28.626404270904338,854.2503199513719,29.22756096480464
47.968549151081525,50.17826309383098,3328.279985671501,57.6912470455571
42.54838071707483,44.37183424517283,2853.8995564848974,53.421901468263904
59.95748441051227,60.03238360357235,4535.178158218721,67.34373139512483
50.55604070513592,47.799224008718866,3313.3045125712383,57.561310900388975
31.485793404467408,26.70468945215527,1085.878849498658,32.95267590801478
6.076752462878872,4.600131815175593,47.90369729088233,6.921249691412839
45.150401200438495,24.686255930326485,3221.9313198541395,56.762058805633
43.8066172660068,22.31505574734001,2355.5416566570634,48.53392274128544
45.17489556842859,18.031692883191756,4547.848602771459,67.43773871336033
40.74454768271752,16.895572926821597,2173.630960578365,46.622215311784196
65.32428225967445,20.048986387130185,11149.575809573214,105.59155179072431
54.599512818842655,18.28093485919761,4458.487339929796,66.77190531900222
118.94849854640123,35.722610670197916,21550.511596238044,146.8009250523921
159.05747814734696,47.003716368595754,29321.144476595622,171.2341802228621
47.43722590203336,15.191389134526629,2734.2464230925107,52.29002221354004
