date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,people_total,people_total_2nd_dose,smoothed_covid_vaccinated,smoothed_tested_positive_14d,smoothed_wearing_mask,smoothed_travel_outside_state_5d,smoothed_spent_time_1d,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits,target_death,target_hosp
10/28/20,202044,DC,11,-47.0,-22.0,-36.0,-67.0,-57.0,18.0,,13.0,84.7743,35.9441,75.7196,35.4252,82.4192,33.8949,101.9645,35.9916,85.4175,34.1606,87.9583,38.5823,91.0322,38.1642,100.0628,40.6749,79.2877,31.1577,,,75.9086,35.4462,110.7675,48.9845,89.3306,30.0069,0,0,0.0,0.0,0.0,0.0,0.0,0,,67,0,2869,8,25,61,10.30305504,117.33333329999999,9.333333332999999,0,0.0,0.0,0.0,373.0,2.5,0,13.0
10/29/20,202044,DC,11,-47.0,-20.0,-31.0,-67.0,-56.0,19.0,,8.0,81.0652,36.0925,65.8314,32.7021,83.8324,34.7841,111.0912,42.3987,83.4413,34.9463,70.6723,32.9555,96.6185,42.6488,95.9034,41.0264,79.5869,32.5842,,,72.8871,35.6902,108.0721,50.4147,87.0877,30.7028,0,0,0.0,0.0,0.0,0.0,0.0,0,,101,0,4457,9,28,49,10.30305504,117.33333329999999,9.333333332999999,0,0.0,0.0,0.0,373.0,2.5,0,8.0
10/30/20,202044,DC,11,-45.0,-19.0,-29.0,-64.0,-53.0,17.0,,14.0,80.5655,36.8311,63.8326,32.1736,92.6634,40.3078,101.5191,38.7223,85.6178,37.0726,68.1251,33.0135,102.4872,45.7615,93.6075,40.8336,78.9326,33.2257,,,76.2471,38.2654,89.2169,42.1238,87.9796,32.0373,0,0,0.0,0.0,0.0,0.0,0.0,0,,70,0,4266,10,30,23,10.30305504,117.33333329999999,9.333333332999999,0,0.0,0.0,0.0,373.0,2.5,0,14.0
10/31/20,202044,DC,11,-46.0,-11.0,-11.0,-53.0,-21.0,5.0,,16.0,96.4567,44.1356,78.9167,40.2421,98.0667,41.9652,110.76899999999999,40.7128,114.9256,49.6658,80.6301,38.2392,106.0888,47.5921,108.2785,46.6399,105.9544,44.4499,,,89.1404,44.4126,114.7648,53.4485,108.4653,39.2103,0,0,0.0,0.0,0.0,0.0,0.0,0,,122,0,0,11,29,0,10.30305504,117.33333329999999,9.333333332999999,0,0.0,0.0,0.0,373.0,2.5,0,16.0
11/1/20,202045,DC,11,-52.0,-27.0,-50.0,-60.0,-28.0,8.0,,10.0,113.2083,52.8752,86.0258,43.3259,112.6987,51.3802,182.076,70.858,120.8584,52.9451,95.6203,45.8085,141.0389,66.2718,131.1113,58.1058,120.215,51.2053,,,103.1061,51.4725,141.3688,68.8376,131.3958,49.4346,0,0,0.0,0.0,0.0,0.0,0.0,0,,103,0,11116,11,34,1,5.848472482000001,105.33333329999999,0.0,0,0.0,0.0,0.0,374.0,2.9,0,10.0
11/2/20,202045,DC,11,-50.0,-24.0,-41.0,-67.0,-57.0,19.0,,11.0,143.4669,64.4884,123.4609,63.0537,155.9866,69.0432,161.9329,60.992,167.0495,68.8636,139.1961,66.0813,151.2433,66.3078,173.0941,74.8505,150.4319,62.1671,,,127.3592,61.8617,170.0584,78.3162,174.4873,64.0399,0,0,0.0,0.0,0.0,0.0,0.0,0,,69,0,2928,13,27,94,5.848472482000001,105.33333329999999,0.0,0,0.0,0.0,0.0,374.0,2.9,0,11.0
11/3/20,202045,DC,11,-47.0,-19.0,-38.0,-67.0,-58.0,18.0,,10.0,83.0197,36.7421,71.58800000000001,36.8006,98.212,43.9983,105.1631,37.5753,93.2117,36.9886,71.1194,33.9682,107.0286,47.0195,99.7401,41.8265,89.4973,35.6704,,,75.1189,35.9503,99.8902,43.3952,105.0369,38.1123,0,0,0.0,0.0,0.0,0.0,0.0,0,,86,0,5245,14,30,74,5.848472482000001,105.33333329999999,0.0,0,0.0,0.0,0.0,374.0,2.9,0,10.0
11/4/20,202045,DC,11,-47.0,-20.0,-38.0,-66.0,-56.0,18.0,,11.0,94.5953,43.5502,80.4937,41.3945,92.1773,40.5653,119.16,46.102,108.5312,46.3823,90.0482,44.0924,119.6131,54.8421,124.8637,54.0734,88.5393,37.1439,,,80.5587,40.3252,113.8546,54.3884,119.2513,43.7882,0,0,0.0,0.0,0.0,0.0,0.0,0,,77,0,3672,14,29,84,5.848472482000001,105.33333329999999,0.0,0,0.0,0.0,0.0,374.0,2.9,0,11.0
11/5/20,202045,DC,11,-56.0,-32.0,-67.0,-74.0,-60.0,23.0,,18.0,92.5836,43.2774,72.8463,37.0893,96.8109,44.2736,133.3017,51.0878,105.2995,46.2874,75.2601,36.7608,111.3616,51.8598,132.7886,59.1851,91.7842,38.9803,,,84.7729,43.0781,123.7319,60.1868,107.0931,39.6822,0,0,0.0,0.0,0.0,0.0,0.0,0,,81,0,3411,24,26,52,5.848472482000001,105.33333329999999,0.0,0,0.0,0.0,0.0,374.0,2.9,0,18.0
11/6/20,202045,DC,11,-46.0,-17.0,-45.0,-66.0,-53.0,17.0,,15.0,103.0961,47.3758,79.7622,40.1713,113.21700000000001,48.0644,132.9251,52.0931,111.7265,48.3252,82.2979,39.2875,134.3257,61.6683,136.2561,58.4324,97.7039,41.3557,,,94.9915,48.1469,132.2219,63.8492,112.4617,40.1918,0,0,0.0,0.0,0.0,0.0,0.0,0,,110,0,5821,9,25,85,5.848472482000001,105.33333329999999,0.0,0,0.0,0.0,0.0,374.0,2.9,0,15.0
11/7/20,202045,DC,11,-47.0,-8.0,-32.0,-54.0,-19.0,5.0,,14.0,83.5328,37.6299,65.7644,33.1603,90.037,38.5546,118.484,42.2271,85.3627,36.1841,66.4642,30.8653,108.1076,47.8822,107.8661,45.68899999999999,78.245,32.3941,,,75.9472,37.71,111.6333,51.7341,88.3992,30.9511,0,0,0.0,0.0,0.0,0.0,0.0,0,,99,0,4262,14,25,73,5.848472482000001,105.33333329999999,0.0,0,0.0,0.0,0.0,374.0,2.9,0,14.0
11/8/20,202046,DC,11,-53.0,-25.0,-56.0,-60.0,-27.0,8.0,,6.0,116.0222,52.6733,99.8105,49.6206,123.5167,52.2973,141.0999,52.0856,130.9327,56.3249,105.85700000000001,49.1588,141.5681,61.9811,140.0996,57.8358,117.4788,49.7946,,,110.569,54.6697,151.5827,71.8141,125.4864,44.2088,0,0,0.0,0.0,0.0,0.0,0.0,0,,110,0,4864,14,25,32,13.2186209,124.33333329999999,14.33333333,0,0.0,0.0,0.0,374.0,3.4,0,6.0
11/9/20,202046,DC,11,-49.0,-20.0,-49.0,-67.0,-57.0,19.0,,12.0,113.3679,45.9943,108.8492,54.2212,123.2293,48.4488,135.2098,42.8339,121.2715,45.1606,110.8239,49.5188,128.3869,51.0162,142.8883,54.2271,111.9829,41.9866,,,117.2167,54.3334,134.8778,56.0029,117.568,36.9483,0,0,0.0,0.0,0.0,0.0,0.0,0,,86,0,3365,17,29,76,13.2186209,124.33333329999999,14.33333333,0,0.0,0.0,0.0,374.0,3.4,0,12.0
11/10/20,202046,DC,11,-45.0,-14.0,-34.0,-68.0,-59.0,18.0,,13.0,69.1871,28.1967,62.7402,32.1042,100.8603,39.7968,68.7353,21.5091,73.8335,27.5506,62.0137,28.3508,78.4769,30.4783,99.081,37.4139,68.9455,26.2935,,,68.6853,33.0199,77.5583,31.1829,80.5785,24.9805,0,0,0.0,0.0,0.0,0.0,0.0,0,,86,0,3019,15,27,58,13.2186209,124.33333329999999,14.33333333,0,0.0,0.0,0.0,374.0,3.4,0,13.0
11/11/20,202046,DC,11,-51.0,-27.0,-43.0,-69.0,-59.0,20.0,,12.0,84.5401,37.0351,69.2429,34.1381,88.2241,36.8307,117.5217,41.376000000000005,88.3858,36.552,70.9343,32.7534,97.1739,42.0204,115.01799999999999,47.2148,81.9093,33.0837,,,79.6728,38.861,104.9945,47.5367,92.2278,31.4919,0,0,0.0,0.0,0.0,0.0,0.0,0,,206,0,5239,17,30,59,13.2186209,124.33333329999999,14.33333333,0,0.0,0.0,0.0,374.0,3.4,0,12.0
11/12/20,202046,DC,11,-50.0,-24.0,-42.0,-69.0,-57.0,20.0,,6.0,86.1224,37.5239,82.6315,40.6088,89.1776,36.4726,107.7829,37.6284,86.3716,35.6216,79.4174,36.441,99.2849,42.1894,102.1961,42.0808,84.4271,33.8822,,,84.7091,41.6766,98.1543,43.8257,88.9811,29.6708,0,0,0.0,0.0,0.0,0.0,0.0,0,,128,0,4458,8,33,67,13.2186209,124.33333329999999,14.33333333,0,0.0,0.0,0.0,374.0,3.4,0,6.0
11/13/20,202046,DC,11,-47.0,-23.0,-36.0,-66.0,-54.0,18.0,,7.0,71.0835,31.1018,65.8397,32.7062,80.1337,33.3626,77.3379,26.982,75.8099,30.9523,62.6689,29.8718,85.5593,37.1774,93.7077,38.3879,65.9718,25.969,,,68.5973,33.9905,93.0011,41.7356,71.0065,23.4508,0,0,0.0,0.0,0.0,0.0,0.0,0,,159,0,6071,19,34,57,13.2186209,124.33333329999999,14.33333333,0,0.0,0.0,0.0,374.0,3.4,0,7.0
11/14/20,202046,DC,11,-43.0,-11.0,22.0,-41.0,-18.0,5.0,,19.0,74.8768,31.7499,57.2756,27.3369,75.5372,29.805,93.6757,32.8739,81.2295,32.5239,60.043,27.2043,86.9015,35.4168,91.986,37.4305,72.1699,28.0895,,,69.0969,32.8476,91.9653,40.6469,76.806,25.0276,0,0,0.0,0.0,0.0,0.0,0.0,0,,148,0,5718,16,34,0,13.2186209,124.33333329999999,14.33333333,0,0.0,0.0,0.0,374.0,3.4,0,19.0
11/15/20,202047,DC,11,-45.0,-20.0,1.0,-54.0,-22.0,6.0,,19.0,85.0796,34.5982,72.461,33.2309,93.5183,35.446,99.1084,33.9233,93.7159,36.264,72.9323,31.3419,97.8189,39.4852,105.8539,41.556000000000004,85.5628,32.1736,,,82.3456,37.8268,107.8264,46.1277,88.7997,28.0164,0,0,0.0,0.0,0.0,0.0,0.0,0,,163,0,5301,21,33,22,10.81926098,133.3333333,22.33333333,0,0.0,0.0,0.0,374.0,4.5,0,19.0
11/16/20,202047,DC,11,-49.0,-25.0,-36.0,-67.0,-56.0,19.0,,23.0,112.5045,45.523,100.8601,48.3375,118.3546,45.5622,123.5489,39.9552,133.6939,49.0454,106.9122,47.1535,113.2018,42.5397,120.4279,44.7384,129.6061,48.4319,,,111.3473,50.4997,130.4659,51.8869,127.2415,39.8322,0,0,0.0,0.0,0.0,0.0,0.0,0,,87,0,1732,18,33,89,10.81926098,133.3333333,22.33333333,0,0.0,0.0,0.0,374.0,4.5,0,23.0
11/17/20,202047,DC,11,-46.0,-19.0,-34.0,-68.0,-57.0,18.0,,21.0,76.755,30.4698,67.1853,33.0179,71.075,27.0399,80.5412,24.451999999999998,95.3733,33.8942,69.0491,31.1186,74.2618,27.2835,78.5039,27.8231,89.2584,32.7286,,,72.2414,32.8858,84.0862,32.6078,90.3387,27.2614,0,0,0.0,0.0,0.0,0.0,0.0,0,,245,0,6390,11,36,65,10.81926098,133.3333333,22.33333333,0,0.0,0.0,0.0,374.0,4.5,0,21.0
11/18/20,202047,DC,11,-57.0,-36.0,-65.0,-76.0,-67.0,24.0,,21.0,79.5367,34.8382,72.0601,35.5837,76.6734,30.9251,101.6227,35.7321,83.4576,34.0198,65.2998,30.4974,96.3952,40.7881,99.0827,40.4227,77.5777,30.7837,,,70.9803,34.3921,104.8887,46.3927,87.9974,29.674,0,0,0.0,0.0,0.0,0.0,0.0,0,,156,0,4670,10,35,141,10.81926098,133.3333333,22.33333333,0,0.0,0.0,0.0,374.0,4.5,0,21.0
11/19/20,202047,DC,11,-54.0,-28.0,-57.0,-73.0,-59.0,23.0,,22.0,86.49799999999999,38.5168,74.2299,36.6989,90.1457,37.6074,107.8009,37.7082,93.1638,38.7555,69.6235,32.6172,111.7812,47.1645,104.1111,43.0668,85.6249,34.705999999999996,,,83.2945,41.2775,104.1718,46.5924,91.5437,30.9035,0,0,0.0,0.0,0.0,0.0,0.0,0,,213,0,6422,10,34,112,10.81926098,133.3333333,22.33333333,0,0.0,0.0,0.0,374.0,4.5,0,22.0
11/20/20,202047,DC,11,-47.0,-20.0,-35.0,-65.0,-54.0,19.0,,12.0,75.0762,31.2453,59.0537,28.7894,78.4527,31.1993,83.0185,26.5644,85.8711,33.1236,58.0189,26.5943,92.2582,36.3006,86.0433,32.654,76.7657,29.3207,,,70.2064,33.4165,87.7116,36.3739,80.7687,25.3328,0,0,0.0,0.0,0.0,0.0,0.0,0,,130,0,4370,11,28,110,10.81926098,133.3333333,22.33333333,0,0.0,0.0,0.0,374.0,4.5,0,12.0
11/21/20,202047,DC,11,-45.0,-12.0,-4.0,-47.0,-20.0,7.0,,12.0,77.396,34.3242,66.6386,33.0376,84.8889,35.6303,97.8205,34.2394,78.3288,32.2604,68.0329,32.3467,100.3717,41.2676,94.7337,38.8482,70.5343,28.4893,,,75.2578,37.038000000000004,94.0559,41.7264,76.4801,25.9059,0,0,0.0,0.0,0.0,0.0,0.0,0,,153,0,6580,17,31,122,10.81926098,133.3333333,22.33333333,0,0.0,0.0,0.0,374.0,4.5,0,12.0
11/22/20,202048,DC,11,-50.0,-25.0,-35.0,-60.0,-25.0,8.0,,14.0,106.8806,48.5569,92.0315,45.9705,123.7682,53.7332,131.8977,48.1183,112.5511,47.8464,84.2221,39.5982,147.7989,67.1894,130.3531,55.1039,104.167,42.9695,,,98.0562,48.748999999999995,136.484,63.0317,119.43299999999999,42.3399,0,0,0.0,0.0,0.0,0.0,0.0,0,,190,0,11748,17,33,61,17.01894094,128.3333333,17.33333333,0,0.0,0.0,0.0,376.0,5.8,0,14.0
11/23/20,202048,DC,11,-52.0,-26.0,-45.0,-68.0,-56.0,20.0,,13.0,182.0144,82.3856,150.6376,79.5402,222.3735,99.119,242.4639,90.2756,187.9002,76.5938,165.6153,79.8588,228.2244,103.3404,259.6855,111.2547,162.6648,66.6521,,,144.9039,69.9495,200.4768,88.6521,244.7146,93.0043,0,0,0.0,0.0,0.0,0.0,0.0,0,,139,0,8929,13,34,53,17.01894094,128.3333333,17.33333333,0,0.0,0.0,0.0,376.0,5.8,0,13.0
11/24/20,202048,DC,11,-51.0,-25.0,-52.0,-70.0,-58.0,20.0,,29.0,87.1029,36.211999999999996,66.9165,33.8728,90.8503,36.3607,119.0022,37.239000000000004,90.1118,33.1674,69.1565,31.7993,106.8308,41.6182,90.0057,33.4936,90.4427,34.0463,,,74.7631,35.3267,100.7352,39.8372,102.0363,31.9497,0,0,0.0,0.0,0.0,0.0,0.0,0,,119,0,9461,13,36,150,17.01894094,128.3333333,17.33333333,0,0.0,0.0,0.0,376.0,5.8,0,29.0
11/25/20,202048,DC,11,-51.0,-26.0,-50.0,-71.0,-58.0,21.0,,22.0,82.0827,35.4755,70.1022,34.6582,90.7628,35.5817,110.6547,37.2711,79.3706,32.2196,66.4906,30.4935,109.8498,45.5924,103.9571,40.3291,74.4176,29.6229,,,71.1399,34.1297,91.1302,39.8838,93.8572,31.0637,0,0,0.0,0.0,0.0,0.0,0.0,0,,107,0,1313,19,36,196,17.01894094,128.3333333,17.33333333,0,0.0,0.0,0.0,376.0,5.8,0,22.0
11/26/20,202048,DC,11,-51.0,-24.0,-48.0,-71.0,-58.0,21.0,,18.0,72.1741,31.0812,60.0861,29.3754,71.0852,28.3095,87.6008,29.5658,74.29899999999999,29.5185,60.9416,27.8754,82.4069,33.8073,84.8746,33.6778,68.1563,26.4704,,,65.8158,31.6193,87.0853,37.4181,73.4487,23.7865,0,0,0.0,0.0,0.0,0.0,0.0,0,,220,0,12966,14,30,120,17.01894094,128.3333333,17.33333333,0,0.0,0.0,0.0,376.0,5.8,0,18.0
11/27/20,202048,DC,11,-48.0,-19.0,-37.0,-67.0,-53.0,19.0,,12.0,74.1542,32.2342,63.4126,30.5902,71.3982,28.7369,88.2922,31.2861,80.7353,33.1908,59.7276,27.8087,81.031,33.68,88.27,35.6393,76.2086,30.2531,,,68.4528,33.1023,87.81700000000001,38.2931,80.4662,26.9695,0,0,0.0,0.0,0.0,0.0,0.0,0,,201,0,9238,18,34,75,17.01894094,128.3333333,17.33333333,0,0.0,0.0,0.0,376.0,5.8,0,12.0
11/28/20,202048,DC,11,-48.0,-11.0,-26.0,-58.0,-19.0,7.0,,26.0,88.3037,40.1731,80.8967,42.0631,113.64299999999999,47.5065,104.1354,35.17,85.5091,34.9445,81.5776,39.454,113.5312,48.9916,116.7553,45.6633,78.6667,31.9448,,,87.4456,43.8786,107.2237,47.3907,88.4153,29.5697,0,0,0.0,0.0,0.0,0.0,0.0,0,,371,0,12899,16,41,127,17.01894094,128.3333333,17.33333333,0,0.0,0.0,0.0,376.0,5.8,0,26.0
11/29/20,202049,DC,11,-49.0,-22.0,-33.0,-61.0,-22.0,8.0,,14.0,114.9566,51.2874,111.795,57.4694,120.5062,49.5921,147.8607,48.7934,110.9384,44.1585,117.4968,56.9673,138.4504,56.4672,143.0898,54.7862,102.9088,40.9642,,,112.62299999999999,55.7125,135.1308,58.6104,116.1052,37.5749,0,0,0.0,0.0,0.0,0.0,0.0,0,,140,0,5004,21,42,68,19.061958100000002,130.6666667,20.66666667,0,0.0,0.0,0.0,375.0,6.7,0,14.0
11/30/20,202049,DC,11,-50.0,-23.0,-49.0,-69.0,-57.0,20.0,,18.0,129.1422,54.6701,117.6511,59.0916,145.2299,59.2742,161.0686,51.2824,141.4032,52.1659,127.8904,58.0984,152.52700000000002,60.1058,149.7613,55.9513,133.5081,50.5253,,,127.8453,60.4762,160.7055,64.5359,141.5988,44.1932,0,0,0.0,0.0,0.0,0.0,0.0,0,,104,0,4914,17,43,75,19.061958100000002,130.6666667,20.66666667,0,0.0,0.0,0.0,375.0,6.7,0,18.0
12/1/20,202049,DC,11,-45.0,-12.0,-43.0,-69.0,-58.0,18.0,,19.0,89.1804,36.0288,71.3623,35.9829,102.3419,39.4268,128.8804,38.7462,99.5989,34.2541,71.0582,32.007,97.2483,38.0309,108.0078,38.0748,101.3983,35.7916,,,83.2294,38.8133,112.4575,42.70399999999999,106.118,30.47,0,0,0.0,0.0,0.0,0.0,0.0,0,,133,0,2153,18,43,168,19.061958100000002,130.6666667,20.66666667,0,0.0,0.0,0.0,375.0,6.7,0,19.0
12/2/20,202049,DC,11,-42.0,-2.0,-46.0,-70.0,-59.0,17.0,,17.0,85.3007,35.5087,72.3986,34.7542,94.8474,37.7728,117.0562,37.9087,85.5375,31.2266,74.6012,33.3515,107.2641,43.4585,104.6343,40.1727,80.5146,28.9847,,,80.7384,37.6833,106.3736,43.5958,90.6609,27.3405,0,0,0.0,0.0,0.0,0.0,0.0,0,,157,0,4076,18,41,156,19.061958100000002,130.6666667,20.66666667,0,0.0,0.0,0.0,375.0,6.7,0,17.0
12/3/20,202049,DC,11,-77.0,-44.0,-52.0,-86.0,-81.0,25.0,,21.0,96.2144,41.2299,79.1116,38.3345,97.5125,38.5034,122.1914,40.6841,106.3805,40.5149,83.4681,38.7014,114.5029,47.2149,115.0731,44.4474,96.2048,35.5326,,,88.3847,42.2843,120.74600000000001,51.4198,105.7663,32.2935,0,0,0.0,0.0,0.0,0.0,0.0,0,,322,0,8506,17,49,198,19.061958100000002,130.6666667,20.66666667,0,0.0,0.0,0.0,375.0,6.7,0,21.0
12/4/20,202049,DC,11,-60.0,-41.0,-38.0,-76.0,-67.0,22.0,,25.0,99.568,40.5846,87.1982,41.5327,113.2919,44.5418,137.063,42.5476,99.6668,35.8977,90.4065,41.0484,109.0686,44.2877,130.6568,47.4364,98.8136,34.7885,,,97.5243,45.1797,123.1513,49.8895,106.3768,30.9764,0,0,0.0,0.0,0.0,0.0,0.0,0,,316,0,8251,21,51,106,19.061958100000002,130.6666667,20.66666667,0,0.0,0.0,0.0,375.0,6.7,0,25.0
12/5/20,202049,DC,11,-56.0,-27.0,-34.0,-62.0,-22.0,8.0,,14.0,23.1683,7.8872,19.6129,8.7593,23.5373,7.8502,28.403000000000002,6.9618,23.8492,6.7769,20.4957,8.5662,25.9601,8.7752,27.8487,8.0323,21.8377,6.3336,,,19.3136,7.771,29.7916,9.8176,26.4972,6.2792,0,0,0.0,0.0,0.0,0.0,0.0,0,,392,0,9145,22,54,222,19.061958100000002,130.6666667,20.66666667,0,0.0,0.0,0.0,375.0,6.7,0,14.0
12/6/20,202050,DC,11,-54.0,-31.0,-39.0,-61.0,-24.0,8.0,,24.0,83.9628,31.3094,84.5392,39.0028,103.7449,37.3575,103.7967,28.9374,86.1212,27.3044,81.756,34.6617,112.8889,42.3206,104.1367,34.3829,82.7536,26.1913,,,83.0296,35.414,112.1857,40.2604,94.4362,25.0506,0,0,0.0,0.0,0.0,0.0,0.0,0,,264,0,7246,23,50,69,23.32616381,115.66666670000001,6.0,0,0.0,0.0,0.0,376.0,7.2,0,24.0
12/7/20,202050,DC,11,-58.0,-37.0,-63.0,-73.0,-60.0,23.0,,23.0,113.4699,44.7395,113.986,55.9282,127.6834,49.00899999999999,148.7065,43.0146,119.7865,39.7562,110.1015,49.8583,138.8401,54.3794,124.5794,42.1569,124.3322,41.9665,,,111.9163,50.7392,147.8261,55.1534,131.4919,36.7396,0,0,0.0,0.0,0.0,0.0,0.0,0,,183,0,4451,24,51,68,23.32616381,115.66666670000001,6.0,0,0.0,0.0,0.0,376.0,7.2,0,23.0
12/8/20,202050,DC,11,-49.0,-20.0,-53.0,-71.0,-59.0,20.0,,25.0,78.2688,30.8652,62.5585,30.2643,95.2585,35.5133,100.2334,27.8528,92.0182,30.9465,72.4324,32.2077,102.4355,38.3404,85.3455,27.7107,85.344,29.2911,,,71.5821,32.2037,93.709,34.5412,100.6145,27.7992,0,0,0.0,0.0,0.0,0.0,0.0,0,,270,0,6547,24,55,151,23.32616381,115.66666670000001,6.0,0,0.0,0.0,0.0,376.0,7.2,0,25.0
12/9/20,202050,DC,11,-52.0,-25.0,-54.0,-71.0,-58.0,21.0,,39.0,65.9791,26.8977,54.1523,25.5906,69.5761,26.3516,78.8654,23.7278,69.1322,25.7573,54.2123,24.1451,81.7013,32.5385,76.9016,27.6768,63.021,22.7608,,,55.7263,25.5685,86.8736,34.8596,72.8042,21.7839,0,0,0.0,0.0,0.0,0.0,0.0,0,,265,0,6876,23,58,197,23.32616381,115.66666670000001,6.0,0,0.0,0.0,0.0,376.0,7.2,0,39.0
12/10/20,202050,DC,11,-50.0,-22.0,-49.0,-71.0,-58.0,21.0,,39.0,79.5744,33.8803,67.1402,32.1243,87.2984,34.569,106.0772,34.0876,89.5944,34.7871,70.9142,33.2218,96.5531,39.8133,106.4569,40.1318,80.0765,29.8031,,,78.043,36.845,112.281,46.8643,83.2255,26.1571,0,0,0.0,0.0,0.0,0.0,0.0,0,,244,0,5326,26,57,210,23.32616381,115.66666670000001,6.0,0,0.0,0.0,0.0,376.0,7.2,0,39.0
12/11/20,202050,DC,11,-52.0,-24.0,-56.0,-69.0,-54.0,21.0,,30.0,82.583,36.0706,74.1201,35.9158,89.7496,36.1738,108.8338,36.2119,87.4405,34.6574,71.6351,33.1631,117.5183,49.1978,104.5851,41.983999999999995,78.5067,29.6186,,,78.8723,37.711,106.3707,45.2118,91.4474,29.4549,0,0,0.0,0.0,0.0,0.0,0.0,0,,259,0,4913,30,58,202,23.32616381,115.66666670000001,6.0,0,0.0,0.0,0.0,376.0,7.2,0,30.0
12/12/20,202050,DC,11,-52.0,-18.0,-54.0,-63.0,-21.0,9.0,,26.0,82.5145,36.3148,72.6399,34.5129,82.6864,34.3553,101.1619,33.5671,89.4086,35.5719,71.6862,33.0315,97.2644,41.4474,105.1167,41.3995,79.6182,30.3769,,,80.9121,38.5122,101.0977,42.9681,83.6838,27.3004,0,0,0.0,0.0,0.0,0.0,0.0,0,,286,0,8168,30,59,125,23.32616381,115.66666670000001,6.0,0,0.0,0.0,0.0,376.0,7.2,0,26.0
12/13/20,202051,DC,11,-52.0,-26.0,-48.0,-65.0,-25.0,9.0,,22.0,89.7289,39.2259,80.9415,38.6641,98.2438,40.4305,112.1966,37.6627,94.3182,37.4366,81.5223,37.7404,110.1944,45.8675,116.3766,46.1286,85.0817,32.5041,,,89.2933,42.5033,110.8612,47.09,93.3479,30.3525,0,0,0.0,0.0,0.0,0.0,0.0,0,,231,0,7351,30,58,127,23.76548953,147.33333330000002,33.33333333,0,0.0,0.0,0.0,377.0,7.8,0,22.0
12/14/20,202051,DC,11,-54.0,-31.0,-55.0,-71.0,-58.0,21.0,,33.0,111.84299999999999,45.726000000000006,111.5853,55.4525,123.4985,45.3084,127.4794,36.5553,119.9969,43.0622,106.9236,47.8017,140.0016,52.2751,138.4189,46.9568,112.2091,40.9941,,,117.5961,53.1948,127.7514,48.8675,117.8495,35.3005,0,0,0.0,0.0,0.0,0.0,0.0,0,,164,0,4714,34,63,169,23.76548953,147.33333330000002,33.33333333,0,0.0,0.0,0.0,377.0,7.8,0,33.0
12/15/20,202051,DC,11,-52.0,-26.0,-56.0,-73.0,-58.0,21.0,,27.0,70.2758,28.3447,68.8529,34.7988,76.1243,27.6914,77.5,20.9888,74.5386,25.8245,68.6569,31.1071,87.2863,31.8855,76.2231,25.7131,70.3238,24.7466,,,71.4298,32.4206,84.4577,31.3356,70.8609,20.3076,0,0,0.0,0.0,0.0,0.0,0.0,0,,301,0,9005,26,75,223,23.76548953,147.33333330000002,33.33333333,0,0.0,0.0,0.0,377.0,7.8,0,27.0
12/16/20,202051,DC,11,-53.0,-28.0,-55.0,-72.0,-58.0,21.0,,27.0,71.5536,32.7339,53.3067,27.1723,71.9677,29.6374,100.2389,33.8084,77.0723,31.3518,58.9026,28.0765,86.7196,37.1618,91.9958,37.0272,69.2774,27.3512,,,65.8431,32.5662,97.5409,42.8661,73.2155,24.169,0,0,0.0,0.0,0.0,0.0,0.0,0,,263,0,6404,26,73,255,23.76548953,147.33333330000002,33.33333333,0,0.0,0.0,0.0,377.0,7.8,0,27.0
12/17/20,202051,DC,11,-53.0,-26.0,-49.0,-72.0,-58.0,21.0,,37.0,64.8089,29.9068,54.766999999999996,27.6366,66.1196,26.7244,76.2626,26.2424,70.9308,28.8802,54.5605,25.5079,79.5247,34.2931,76.4319,31.5686,62.8906,24.6302,,,60.5266,29.5237,83.6483,36.4103,65.4714,22.0239,0,0,0.0,0.0,0.0,0.0,0.0,0,,228,0,5819,34,80,190,23.76548953,147.33333330000002,33.33333333,0,0.0,0.0,0.0,377.0,7.8,0,37.0
12/18/20,202051,DC,11,-50.0,-25.0,-43.0,-68.0,-54.0,20.0,,35.0,72.5172,33.3468,60.4728,30.0045,96.4499,41.0825,90.9034,30.8252,77.0477,31.2405,64.592,30.3999,94.1615,41.2257,93.9928,38.366,70.7334,27.5068,,,71.559,35.2658,91.6526,39.8465,78.6354,25.965,0,0,0.0,0.0,0.0,0.0,0.0,0,,274,0,8695,32,73,161,23.76548953,147.33333330000002,33.33333333,0,0.0,0.0,0.0,377.0,7.8,0,35.0
