date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,people_total,people_total_2nd_dose,smoothed_covid_vaccinated,smoothed_tested_positive_14d,smoothed_wearing_mask,smoothed_travel_outside_state_5d,smoothed_spent_time_1d,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits,target_death,target_hosp
9/9/20,202037,X,US,-13.0,-5.0,35.0,-32.0,-35.0,9.0,129.49,4017.0,4967.9986,4180.7554,4788.8242,3848.5261,4897.8372,4078.4713,5466.9525,4615.9565,6169.0014,5389.6339,4670.6827,3815.1696,4955.7944,4127.1264,5575.4597,4717.8275,6056.7077,5174.7899,5501.9796,4632.8538,4980.7989,3961.8735,5589.0316,4678.0228,5209.1695,4409.8368,0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,30733,315323,738462,1906,6659,28386,3183.1155,176501.3333,23207.33333,1157,0.001795489,0.0,0.0021514629999999997,3729.0,2.0,1157,4017.0
9/10/20,202037,X,US,-11.0,-1.0,45.0,-28.0,-35.0,8.0,131.27,3779.0,4429.7287,3417.4145,4170.5738,3100.026,4319.2383,3359.4701,4787.4627,3791.7032,5441.039000000001,4458.7652,4099.596,3112.7755,4365.4118,3393.5791,4927.219,3896.9106,5315.4815,4253.4791,4813.5234,3800.2194,4376.5224,3239.7201,4877.4848,3799.2116,4589.733,3636.6946,0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,37409,360631,826176,1923,6522,15857,2707.1155,176501.3333,23207.33333,916,0.001350423,0.0,0.0016884229999999999,3729.0,2.0,916,3779.0
9/11/20,202037,X,US,-13.0,-2.0,55.0,-25.0,-36.0,8.0,140.99,3990.0,4882.4713,3803.4392,4486.4674,3368.7305,4736.2518,3710.2106,5313.904,4239.5058,6121.8238,5050.1942,4447.5508,3410.3942,4771.1119,3739.6879,5450.2881,4343.0864,5978.2095,4811.4298,5361.3253,4261.2102,4818.2267,3595.5486,5377.1458,4219.7152,5075.5387,4049.9042,0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,44698,432643,939749,1716,6376,14242,2718.1155,176501.3333,23207.33333,1196,0.001219386,0.0,0.001430136,3729.0,2.0,1196,3990.0
9/12/20,202037,X,US,-15.0,0.0,81.0,-18.0,-17.0,2.0,170.75,3681.0,5297.9980000000005,4210.3262,4993.3364,3805.8992,5201.1497,4135.6925,5791.4985,4676.602,6568.2486,5486.986,4938.1154,3841.4306,5238.4898,4164.0033,5915.1767,4779.5685,6421.456999999999,5226.0201,5804.5086,4677.8313,5340.7077,4052.2911,5888.3124,4705.9135,5531.5373,4471.2341,0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,41850,382218,985219,1619,6451,20826,2348.1155,176501.3333,23207.33333,719,0.001337424,0.0,0.0016301070000000002,3729.0,2.0,719,3681.0
9/13/20,202038,X,US,-13.0,-3.0,81.0,-24.0,-18.0,1.0,160.05,3239.0,6708.1463,5238.8906,6211.2012,4668.2202,6592.6977,5157.6479,7366.6219,5856.8397,8377.7734,6948.1681,6241.8498,4784.3183,6654.1630000000005,5211.2839,7525.4903,5983.0208,8075.5289,6502.3394,7325.5937,5865.6226,6662.4396,5000.9274,7405.121,5872.1884,7040.9617,5603.1623,0,0,0.0,0.0,0.0,0.0,0.0,0,3.8,34579,334958,785169,1562,6233,11076,1733.0851,174464.0,20593.0,396,0.0011553730000000001,0.0,0.001474842,3730.0,2.0,396,3239.0
9/14/20,202038,X,US,-16.0,-7.0,75.0,-40.0,-71.0,16.0,131.51,3334.0,8926.4987,7247.3732,8473.8608,6600.8691,8945.7837,7217.7671,9864.2229,8060.9075,10973.6077,9434.0942,8431.9501,6683.3062,9032.5764,7293.828,10070.8411,8244.9743,10702.6818,8888.3386,9978.331,8345.2474,8963.5215,7009.3432,9984.9574,8266.8839,9398.6604,7685.7642,0,0,0.0,0.0,0.0,0.0,0.0,0,3.8,33572,400935,854291,1513,6249,27515,2053.0851,174464.0,20593.0,414,0.0013809270000000001,0.0,0.001725183,3730.0,2.0,414,3334.0
9/15/20,202038,X,US,-16.0,-5.0,24.0,-31.0,-37.0,9.0,125.23,3609.0,6183.8701,4932.6546,5846.568,4468.8575,6133.0443,4863.8501,6760.6926,5439.3202,7665.4931,6490.5729,5762.4611,4485.8998,6174.6355,4900.4992,6933.6128,5582.5724,7519.0096,6156.9322,7022.4465,5768.6519,6197.9323,4746.9321,7057.6283,5730.7995,6458.7195,5197.0572,0,0,0.0,0.0,0.0,0.0,0.0,0,3.8,34778,341843,837722,1574,6308,17018,2624.0851,174464.0,20593.0,1286,0.001690898,0.0,0.001699688,3730.0,2.0,1286,3609.0
9/16/20,202038,X,US,-16.0,-7.0,24.0,-32.0,-35.0,9.0,127.71,4483.0,5454.1462,4162.9054,4927.3393,3603.8177,5315.1109,4065.934,5973.2372,4651.8701,6973.2867,5693.2652,4875.9599,3642.7476,5338.1691,4083.5564,6169.4208,4808.4807,6758.0419999999995,5352.8074,6149.1647,4837.6514,5288.4026,3869.4256,6116.4403,4749.2816,5737.2987,4469.3339,0,0,0.0,0.0,0.0,0.0,0.0,0,3.8,40319,338879,834580,1647,6303,30227,2587.0851,174464.0,20593.0,983,0.001471936,0.0,0.001172463,3730.0,2.0,983,4483.0
9/17/20,202038,X,US,-16.0,-6.0,27.0,-32.0,-35.0,9.0,128.06,4419.0,4604.5022,3564.3386,4293.8522,3190.3433,4504.7844,3499.3745,5020.6446,3955.9573,5743.484,4678.6096,4243.5792,3221.7528,4551.0305,3532.4798,5145.8319,4045.7598,5588.3506,4435.8698,5069.6596,3980.2821,4586.3339,3382.8961,5122.6765,3982.6477,4795.0541,3783.7392,0,0,0.0,0.0,0.0,0.0,0.0,0,3.8,43642,420589,979122,1662,6285,14556,2682.0851,174464.0,20593.0,864,0.001538464,0.0,0.001280759,3730.0,2.0,864,4419.0
9/18/20,202038,X,US,-17.0,-8.0,35.0,-30.0,-33.0,8.0,133.04,4384.0,4594.9823,3557.9665,4277.8258,3178.5775,4490.0132,3476.3316,5037.6913,3956.7833,5737.6813,4654.4999,4228.2486,3202.757,4548.2464,3524.7308,5140.6729,4037.2181,5576.2242,4409.4186,5023.9746,3929.7322,4555.6611,3352.6490000000003,5110.2997,3965.6473,4796.5207,3772.3069,0,0,0.0,0.0,0.0,0.0,0.0,0,3.8,46889,478884,1083276,1608,6175,17234,2547.0851,174464.0,20593.0,918,0.001440066,0.0,0.001177544,3730.0,2.0,918,4384.0
9/19/20,202038,X,US,-16.0,-4.0,50.0,-22.0,-12.0,3.0,156.09,3956.0,4762.9842,3720.7126,4434.4588,3321.5640000000003,4669.7247,3648.2515,5235.5228,4145.3522,5889.8904,4819.8511,4413.8222,3373.9966,4733.7857,3698.3668,5308.8323,4205.9669,5754.2291,4585.6346,5198.462,4097.3346,4710.8097,3492.6635,5291.0004,4140.6965,4970.8268,3944.3196,0,0,0.0,0.0,0.0,0.0,0.0,0,3.8,45668,448470,1136186,1577,6163,19387,2178.0851,174464.0,20593.0,713,0.001465678,0.0,0.001377681,3730.0,2.0,713,3956.0
9/20/20,202039,X,US,-16.0,-6.0,38.0,-25.0,-15.0,3.0,153.74,3662.0,5630.351,4430.4329,5257.5929,3954.0601,5562.6422,4373.93,6194.9471,4946.1135,6985.090999999999,5777.1527,5253.0177,4034.7987,5631.3227,4427.0878,6321.7679,5044.4199,6758.6729,5433.4723,6140.1474,4895.1666,5582.8667,4172.8881,6221.9828,4906.2382,5918.4394,4728.7835,0,0,0.0,0.0,0.0,0.0,0.0,0,3.7,35533,397752,986826,1595,6100,11528,1676.2432,173009.0,18636.0,250,0.0013948429999999998,0.0,0.001161257,3748.0,2.0,250,3662.0
9/21/20,202039,X,US,-16.0,-7.0,30.0,-33.0,-32.0,8.0,116.36,2989.0,8826.3101,7252.1941,8182.1934,6363.8324,8752.4223,7097.8289,9866.9541,8116.098000000001,11358.7149,9756.9542,8162.4007,6470.5806,8868.3403,7181.6477,10096.923,8312.5126,11012.992,9190.0865,9928.7817,8214.7181,8659.8483,6715.4718,9770.2541,7986.4913,9446.556999999999,7785.73,0,0,0.0,0.0,0.0,0.0,0.0,0,3.7,39162,320880,774023,1570,6138,26523,2231.2432,173009.0,18636.0,427,0.001478655,0.0,0.001295471,3748.0,2.0,427,2989.0
9/22/20,202039,X,US,-14.0,-5.0,36.0,-32.0,-33.0,9.0,124.61,3819.0,5513.52,4440.3539,5144.8349,3918.4978,5403.3031,4296.9232,6099.0625,4932.0068,7069.8303,5947.2914,5083.1916,3939.7314,5456.6486,4340.1485,6269.2443,5068.2354,6868.6168,5629.4353,6313.691,5114.3138,5475.0025,4149.8078,6286.3493,5018.9598,5829.096,4716.5311,0,0,0.0,0.0,0.0,0.0,0.0,0,3.7,48986,358273,892578,1558,6188,31664,2700.2432,173009.0,18636.0,1016,0.00134539,0.0,0.001239543,3748.0,2.0,1016,3819.0
9/23/20,202039,X,US,-15.0,-8.0,36.0,-32.0,-33.0,9.0,126.96,3424.0,4430.7693,3436.4104,4216.4655,3122.1440000000002,4377.2611,3385.5984,4843.6314,3806.5163,5447.9073,4441.7393,4150.1377,3140.0162,4411.4107,3411.7943,4941.9291,3887.6698,5335.9755,4230.7743,4885.4024,3839.1435,4436.6613,3259.8243,4983.3268,3863.1458,4624.8165,3639.2444,0,0,0.0,0.0,0.0,0.0,0.0,0,3.7,39498,370859,1005046,1545,6200,26450,2612.2432,173009.0,18636.0,1081,0.001455086,0.0,0.001271208,3748.0,2.0,1081,3424.0
9/24/20,202039,X,US,-16.0,-7.0,34.0,-32.0,-33.0,9.0,129.2,3504.0,4405.4863,3374.3164,4150.0435,3040.5312,4333.4989,3305.0124,4817.7968,3735.7895,5424.0677,4360.7546,4087.2756,3054.7439,4351.5869,3327.3826,4941.2131,3834.2533,5312.840999999999,4162.4109,4798.0651,3710.9158,4398.7986,3192.4437,4886.14,3729.4209,4585.7518,3565.4716,0,0,0.0,0.0,0.0,0.0,0.0,0,3.7,43341,435595,1006279,1560,6274,37875,2641.2432,173009.0,18636.0,924,0.001401264,0.0,0.001060682,3748.0,2.0,924,3504.0
9/25/20,202039,X,US,-15.0,-7.0,35.0,-30.0,-32.0,8.0,134.37,3439.0,4500.6789,3515.37,4220.1465,3136.1247,4422.2855,3430.8123,4914.2546,3885.3273,5618.0878,4612.3099,4185.7666,3172.1995,4466.4679,3470.5193,5017.3179,3968.4763,5462.1893,4369.2777,4927.235,3888.1495,4496.8687,3317.2295,5039.9625,3918.3841,4689.1267,3714.9058,0,0,0.0,0.0,0.0,0.0,0.0,0,3.7,55237,480492,1140842,1508,6220,16927,2477.2432,173009.0,18636.0,928,0.0014327779999999998,0.0,0.0011612389999999999,3748.0,2.0,928,3439.0
9/26/20,202039,X,US,-13.0,-2.0,62.0,-21.0,-11.0,2.0,159.07,3365.0,4475.7102,3419.9401,4222.9612,3081.3499,4378.9362,3341.8773,4872.5382,3784.9449,5555.2514,4475.1462,4152.9591,3097.1245,4430.9876,3383.2226,4964.9156,3858.6531,5439.4854,4267.1477,4912.9299,3803.2943,4482.5178,3243.8589,4981.5933,3804.2848,4667.3435,3627.3373,0,0,0.0,0.0,0.0,0.0,0.0,0,3.7,47268,459833,1118575,1509,6143,22994,2388.2432,173009.0,18636.0,755,0.001212336,0.0,0.0010672939999999999,3748.0,2.0,755,3365.0
9/27/20,202040,X,US,-14.0,-6.0,46.0,-24.0,-14.0,2.0,157.73,2995.0,5878.5734,4530.0004,5509.4859,4039.1598,5859.1229,4495.6285,6495.9769,5067.04,7287.7235,5894.6478,5524.0479,4139.5828,5906.1704,4533.1154,6608.9851,5151.4816,7064.2852,5564.0578,6397.823,4970.2415,5830.9908,4235.9359,6503.3171,4999.7172,6195.6186,4844.2813,0,0,0.0,0.0,0.0,0.0,0.0,0,4.1,34990,340575,928985,1511,6170,11004,1765.5213,173388.3333,18154.0,291,0.001173515,0.0,0.001072156,3756.0,2.1,291,2995.0
9/28/20,202040,X,US,-16.0,-8.0,25.0,-33.0,-33.0,9.0,117.62,3214.0,8965.0112,6968.8666,8392.3615,6203.4475,8938.4625,6897.6047,9947.1798,7788.4915,11331.7886,9208.9145,8347.7579,6301.1128,9035.1009,6971.8764,10201.2864,7972.5752,10936.1357,8629.4231,9976.2164,7810.5168,8899.7369,6543.2186,9941.3386,7708.1715,9507.3031,7452.0613,0,0,0.0,0.0,0.0,0.0,0.0,0,4.1,35376,454121,1034834,1513,6048,28185,2334.5213,173388.3333,18154.0,335,0.001291848,0.0,0.0010231489999999999,3756.0,2.1,335,3214.0
9/29/20,202040,X,US,-15.0,-6.0,28.0,-34.0,-33.0,9.0,119.61,3703.0,5465.1304,4147.2933,5114.5687,3685.6071,5407.9497,4066.2090000000003,6030.4829,4597.724,6916.168000000001,5435.1956,5120.0958,3769.532,5459.8743,4107.4015,6138.6781,4671.9122,6721.3018,5142.1925,6184.6845,4675.8354,5489.2412,3912.5981,6257.1842,4706.819,5741.5484,4384.806,0,0,0.0,0.0,0.0,0.0,0.0,0,4.1,36766,325008,976306,1497,6172,19327,2837.5213,173388.3333,18154.0,878,0.0012291210000000001,0.0,0.0010751410000000002,3756.0,2.1,878,3703.0
9/30/20,202040,X,US,-15.0,-7.0,27.0,-33.0,-32.0,9.0,121.24,3639.0,3886.9514,2685.3562,3680.0727,2451.0897,3836.9021,2667.7615,4227.0924,2974.2765,4729.4490000000005,3404.2990000000004,3619.6227,2472.1442,3861.7793,2685.0315,4308.3245,3021.2858,4628.2624,3242.8663,4220.557,2935.2313,3888.3937,2553.6629,4337.9124,3010.4928,4027.4746,2833.8674,0,0,0.0,0.0,0.0,0.0,0.0,0,4.1,44909,378871,958978,1510,6241,28526,2772.5213,173388.3333,18154.0,946,0.0013311389999999998,0.0,0.0011129010000000001,3756.0,2.1,946,3639.0
10/1/20,202040,X,US,-16.0,-7.0,25.0,-33.0,-32.0,9.0,124.19,3522.0,4250.5969,3192.8713,3995.2211,2869.5343,4158.3295,3126.3084,4601.6143,3538.0019,5180.5427,4143.8633,3934.415,2892.3070000000002,4195.0023,3159.3575,4715.5539,3624.5358,5050.7732,3929.8117,4586.9813,3530.7086,4219.7434,3019.6471,4724.2001,3561.5564,4387.3657,3370.8534,0,0,0.0,0.0,0.0,0.0,0.0,0,4.1,45720,391166,1002055,1543,6262,20118,2909.5213,173388.3333,18154.0,853,0.001286539,0.0,0.001149487,3756.0,2.1,853,3522.0
10/2/20,202040,X,US,-16.0,-8.0,25.0,-31.0,-31.0,8.0,129.45,3557.0,4765.2378,3570.3190000000004,4414.6717,3162.3775,4644.6943,3484.3971,5165.4762,3959.7481,5925.4277,4721.3477,4367.6929,3204.8762,4696.2249,3521.9797,5300.9083,4057.9361,5767.2377,4470.3152,5201.1445,3985.4059,4723.234,3370.7312,5283.9713,3970.1276,4944.6333,3785.7348,0,0,0.0,0.0,0.0,0.0,0.0,0,4.1,49427,569771,1248921,1534,6195,14923,2595.5213,173388.3333,18154.0,927,0.001361816,0.0,0.0011193260000000001,3756.0,2.1,927,3557.0
10/3/20,202040,X,US,-15.0,-3.0,52.0,-23.0,-10.0,2.0,154.7,3658.0,4792.9717,3570.387,4478.285,3184.9278,4673.2495,3491.6883,5217.4664,3967.1953,5959.9312,4725.2228,4409.0908,3211.7016,4717.4149,3519.9951,5354.7375,4071.9251,5802.5488,4471.6367,5242.2763,3991.9673,4781.7374,3385.6279,5330.7914,3983.0019,4996.3308,3799.0196,0,0,0.0,0.0,0.0,0.0,0.0,0,4.1,50874,354909,1097794,1501,6073,23957,2237.5213,173388.3333,18154.0,674,0.001230508,0.0,0.000911279,3756.0,2.1,674,3658.0
10/4/20,202041,X,US,-15.0,-7.0,35.0,-25.0,-13.0,2.0,153.19,3192.0,6100.0985,4567.2451,5664.6598,4047.3653,6035.8104,4529.0647,6684.6389,5117.3365,7578.7119999999995,6063.3646,5678.8735,4161.5262,6119.7443,4587.7831,6769.395,5189.5567,7369.6983,5719.0254,6625.2433,5091.83,6002.7102,4278.3817,6719.8317,5064.6527,6421.5,4912.4409,0,0,0.0,0.0,0.0,0.0,0.0,0,4.3,38165,420158,999768,1485,6056,14320,2040.3822,175621.3333,19708.33333,357,0.00138477,0.0,0.001127204,3756.0,2.3,357,3192.0
10/5/20,202041,X,US,-17.0,-8.0,12.0,-35.0,-32.0,9.0,115.83,3608.0,9363.2787,7059.0926,8675.8429,6239.1885,9241.9267,6969.672,10256.3087,7898.641,11673.5703,9441.3484,8677.5818,6379.0109,9340.7042,7052.3044,10520.2044,8110.1696,11320.4983,8868.3904,10347.7489,8059.8005,9184.495,6633.0422,10348.2776,7876.9272,9862.9765,7587.5665,0,0,0.0,0.0,0.0,0.0,0.0,0,4.3,37752,497796,997036,1514,6292,23260,2825.3822,175621.3333,19708.33333,462,0.001465693,0.0,0.001151965,3756.0,2.3,462,3608.0
10/6/20,202041,X,US,-16.0,-7.0,11.0,-35.0,-32.0,9.0,117.74,4063.0,6011.0686,4549.771,5599.9127,4000.8956,5892.6151,4425.4808,6553.1235,5050.6247,7571.7271,6117.8157,5556.0341,4060.4063,5950.3673,4474.8307,6695.8785,5164.6021,7356.9125,5767.8286,6743.5289,5220.6439,5937.7266,4253.6045,6802.5382,5134.8392,6300.8634,4844.988,0,0,0.0,0.0,0.0,0.0,0.0,0,4.3,38846,334396,942647,1609,6490,17292,2952.3822,175621.3333,19708.33333,702,0.001364105,0.0,0.001131199,3756.0,2.3,702,4063.0
10/7/20,202041,X,US,-14.0,-5.0,17.0,-33.0,-32.0,8.0,117.9,3928.0,4516.3379,3295.3428,4233.9884,2927.2347,4441.2713,3237.2488,4923.0068,3671.1929999999998,5588.3119,4339.4521,4230.6627,3002.0541,4461.2834,3260.094,5017.7567,3738.9662,5475.8925,4131.1935,4955.7982,3689.9458,4523.363,3110.7870000000003,5117.6772,3715.1352,4703.6359,3509.11,0,0,0.0,0.0,0.0,0.0,0.0,0,4.3,51216,383247,1061149,1650,6591,25823,3520.3822,175621.3333,19708.33333,914,0.0013737229999999999,0.0,0.001036137,3756.0,2.3,914,3928.0
10/8/20,202041,X,US,-13.0,-2.0,21.0,-31.0,-30.0,8.0,121.62,3996.0,4388.0311,3166.1988,4097.339,2819.8987,4291.1233,3121.2031,4787.0383,3548.6124,5396.8537,4141.2142,4044.0503,2859.2362,4322.9568,3149.4855,4880.7217,3615.0751,5293.8297,3945.7548,4806.9707,3535.1464,4368.4055,2978.5787,4868.6346,3512.8874,4546.9662,3375.8155,0,0,0.0,0.0,0.0,0.0,0.0,0,4.3,55308,226637,1219916,1638,6694,20708,3511.3822,175621.3333,19708.33333,968,0.001324276,0.0,0.001264928,3756.0,2.3,968,3996.0
10/9/20,202041,X,US,-14.0,-5.0,18.0,-29.0,-30.0,8.0,128.39,3849.0,5127.2331,3578.135,4720.4787,3178.5456,4955.6516,3532.1776,5538.7991,4017.7844,6259.4276,4683.3877,4687.7627,3251.4541,5003.1933,3573.2941,5676.1521,4107.2731,6065.767,4398.4152,5541.5365,3984.42,5071.2367,3387.0019,5634.1688,3980.3207,5257.6691,3813.8414,0,0,0.0,0.0,0.0,0.0,0.0,0,4.3,56993,499689,1261182,1651,6775,17012,3111.3822,175621.3333,19708.33333,954,0.0013253820000000002,0.0,0.00104361,3756.0,2.3,954,3849.0
