date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,people_total,people_total_2nd_dose,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits,target_death,target_hosp
3/7/2020,202010,X,US,0.962365591,0.668103448,0.431279621,1,0.988857939,0.014084507,0.711241838,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.992850537,0,0,0,0,0,0,0,0,0.452954507,0,0,0,0,0,0.283185841,0,16,
3/14/2020,202011,X,US,1,0.793103448,0.491311216,0.994897959,1,0,0.721477463,,0.970546251,0.96129147,0.988778938,0.976200901,0.974680985,0.964492859,0.970602341,0.962859442,0.960834661,0.953079629,0.98287614,0.969107148,0.977721585,0.968316654,0.972742943,0.96503282,0.956153048,0.947378757,0.959926063,0.952091556,0.970810472,0.959155308,0.972197029,0.963297003,0.970553784,0.961996712,0,0,1,0.005347594,0.00191878,0.0012167,0.002270362,0,0,0,0.000257507,0.469957052,0.043327731,0.001071536,0,0,0,0.336283186,0.061538462,42,
3/21/2020,202012,X,US,0.919354839,1,0.51342812,0.862244898,0.908077994,0.098591549,0.611203987,,0.557420478,0.540219273,0.553352989,0.539319845,0.554549812,0.539281917,0.566946216,0.547772903,0.585132468,0.562280818,0.535037399,0.524088877,0.555978768,0.541894435,0.571277384,0.552262648,0.581040146,0.554636691,0.565393554,0.54626866,0.554020496,0.538513269,0.562294241,0.546773018,0.571266303,0.550588596,0,0,0.958245805,0.037433155,0.015083894,0.018596478,0.016404542,0,0,0,0.026997575,0.485703251,0.074142711,0.01680168,0,0,0,0.353982301,0.246153846,421,
3/28/2020,202013,X,US,0.405913978,0.862068966,0.314375987,0.420918367,0.445682451,0.598591549,0.224820995,,0.27688388,0.289259187,0.290992334,0.305849292,0.295396651,0.311315183,0.288361052,0.300819158,0.247095129,0.25008022,0.309347769,0.328177118,0.301483033,0.318872793,0.286374378,0.297787194,0.229567313,0.229412127,0.249514934,0.253874876,0.278594662,0.287977565,0.283850761,0.295560373,0.270060255,0.28156064,0,0,0.564322284,0.155080214,0.059065249,0.072566645,0.041302149,0.01994779,0.031738473,0.004683694,0.193130245,0.442201118,0.034190981,0.103553212,0,0,0,0.340707965,0.630769231,2467,
4/4/2020,202014,X,US,0.051075269,0.155172414,0.16271722,0.089285714,0.133704735,0.908450704,0.015929092,,0.078962832,0.109055632,0.083284345,0.116446055,0.082889886,0.115934378,0.081388675,0.109715797,0.064080044,0.080204496,0.090551624,0.12882649,0.085940767,0.120572981,0.079795546,0.106936936,0.057415002,0.071619949,0.063791176,0.081699068,0.077549545,0.103445048,0.08335023,0.110497171,0.072996477,0.099484478,0,0,0.303024792,0.411764706,0.108978345,0.121528673,0.064796642,0.068485012,0.168235003,0.014289893,0.413278396,0.455174051,0.073474694,0.346106039,0,0,0,0.424778761,0.753846154,8211,
4/11/2020,202015,X,US,0.043010753,0.129310345,0.115323855,0.038265306,0.04735376,0.957746479,0,0.001736643,0.05964925,0.085961446,0.067041107,0.096636588,0.062154541,0.093209835,0.057730677,0.085459671,0.043153001,0.060260522,0.071469231,0.107458843,0.063984917,0.096873184,0.057569906,0.083826688,0.039184184,0.053657134,0.046279911,0.063543267,0.06510132,0.087560477,0.061692233,0.087079041,0.05085668,0.07722997,0,0,0.180540329,0.50802139,0.126984999,0.134768766,0.075578471,0.531478981,0.431468409,0.027567823,0.618711377,0.561912251,0.264067865,0.625519695,0,0.150174209,0,0.415929204,0.769230769,14645,411
4/18/2020,202016,X,US,0.010752688,0.159482759,0.139020537,0,0,1,0.0177428,0.002034597,0.048956479,0.0704979,0.047080074,0.072916036,0.047976361,0.076167827,0.048150761,0.074082677,0.040745598,0.055911892,0.052578824,0.085080097,0.050104771,0.079997525,0.048870701,0.072681186,0.035247295,0.047976763,0.035688387,0.051525821,0.046779313,0.066697895,0.046255359,0.069104071,0.043425669,0.067281799,0,0,0.110954164,0.49197861,0.117581262,0.136895666,0.07699397,0.754649383,0.607027675,0.04654738,0.493225847,0.81641532,0.689336149,0.644250139,1,1,1,0.367256637,0.646153846,15155,446
4/25/2020,202017,X,US,0,0,0.047393365,0.017857143,0.036211699,0.971830986,0.063385169,0.001396125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095576161,0.534759358,0.124057515,0.103938134,0.107992894,0.685624269,0.618372748,0.074027141,0.441689719,1,1,0.660323175,0.384166356,0.998558185,0.387121244,0.371681416,0.476923077,15529,371
5/2/2020,202018,X,US,0.077956989,0.13362069,0.195892575,0.068877551,0.072423398,0.922535211,0.145443649,0.002587939,0.115217227,0.107313738,0.121506112,0.117093989,0.126920738,0.124928036,0.118262362,0.116493151,0.085785157,0.082510691,0.144399838,0.141096212,0.132699058,0.130579146,0.114562162,0.111933427,0.07335265,0.070021601,0.080776245,0.07817289,0.098614892,0.09549888,0.110483088,0.107882076,0.110497243,0.108324995,0,0,0.076142587,0.513368984,0.113759646,0.191162351,0.119995581,0.608785669,0.566819582,0.092970877,0.483277522,0.915084989,0.909228692,0.580215164,0.345120003,0.347712336,0.364036411,0.318584071,0.369230769,13384,511
5/9/2020,202019,X,US,0.174731183,0.280172414,0.309636651,0.135204082,0.111420613,0.802816901,0.224600196,0.002221882,0.179230841,0.151378502,0.197714848,0.171404943,0.199369879,0.177003908,0.182523256,0.162649117,0.130611138,0.114931516,0.233419582,0.204576085,0.209268495,0.185193682,0.176668818,0.156350269,0.112455516,0.097918472,0.125698909,0.110319564,0.158804963,0.137938595,0.170844255,0.151989301,0.1724117,0.152827889,0,0,0.064899981,0.497326203,0.103217279,0.230615832,0.141198762,0.71279143,0.518123783,0.055732674,0.434561052,0.837140372,0.834971052,0.525566842,0.371354809,0.338672248,0.399422581,0.362831858,0.292307692,12285,468
5/16/2020,202020,X,US,0.266129032,0.474137931,0.394944708,0.191326531,0.169916435,0.767605634,0.329164432,0.00204311,0.317796409,0.268805618,0.340202282,0.292591541,0.352829148,0.312114072,0.332362315,0.296552211,0.248684561,0.221382569,0.40377342,0.35130246,0.370953959,0.327145063,0.321652268,0.285052817,0.214139527,0.188229619,0.234656782,0.207487927,0.278939349,0.241641102,0.303589383,0.26978328,0.312570254,0.277283696,0,0,0.037312728,0.438502674,0.093693655,0.30359969,0.177656548,0.764623278,0.459192101,0.084034843,0.309206075,0.688235487,0.655015874,0.427671339,0.259866966,0.199403467,0.286820616,0.35840708,0.2,10008,447
5/23/2020,202021,X,US,0.290322581,0.426724138,0.450236967,0.221938776,0.208913649,0.732394366,0.151058259,0.001779208,0.326455846,0.27988543,0.351495589,0.304584605,0.36228396,0.323257268,0.340269792,0.307095847,0.257658192,0.232559365,0.411463859,0.361090585,0.378208185,0.336887582,0.330372701,0.295828941,0.225285755,0.200253464,0.245800972,0.219891996,0.287458416,0.25084768,0.315811654,0.284019178,0.320966566,0.287535227,0,0,0.057536306,0.406417112,0.09210855,0.365995557,0.211871081,0.627815285,0.39596834,0.138676446,0.344479398,0.619992648,0.583063971,0.365950881,0.26901132,0,0.3034826,0.371681416,0.138461538,8497,416
5/30/2020,202022,X,US,0.362903226,0.469827586,0.546603476,0.260204082,0.245125348,0.683098592,0.559410781,0.000868322,0.447008328,0.377256692,0.473540198,0.402243653,0.494202128,0.431505096,0.468627556,0.414098249,0.36728582,0.32789334,0.552623128,0.47508303,0.513892895,0.447817682,0.457349269,0.40113088,0.323443959,0.283243478,0.347106346,0.305615833,0.395672893,0.33728317,0.432940139,0.382597197,0.443897655,0.390029522,0,0,0.064514294,0.390374332,0.08441453,0.35492615,0.213500685,0.525177784,0.353324854,0.198518174,0.469684578,0.55394609,0.509754486,0.282799709,0.307199931,0,0.346132275,0.486725664,0.092307692,6558,309
6/6/2020,202023,X,US,0.392473118,0.474137931,0.733017378,0.283163265,0.217270195,0.661971831,0.617244425,0,0.4410392,0.373668203,0.466357719,0.397334581,0.484437869,0.424061312,0.461111908,0.408469107,0.366939796,0.329445612,0.538201248,0.463761167,0.504405572,0.440401784,0.45109058,0.396831936,0.325549106,0.285905646,0.349133504,0.308663809,0.388451827,0.332428927,0.428859891,0.381002761,0.438637481,0.386480601,0,0,0.055300863,0.326203209,0.087121729,0.405756219,0.247028949,0.466018544,0.304924437,0.135589805,0.278497904,0.46520155,0.396191584,0.26154044,0.30106907,0,0.358414168,0.579646018,0.030769231,5928,207
6/13/2020,202024,X,US,0.47311828,0.560344828,0.714060032,0.341836735,0.348189415,0.570422535,0.685329464,0.000587394,0.530006766,0.433891123,0.557078306,0.459669129,0.578907266,0.488729611,0.555778992,0.475294217,0.451901552,0.39422984,0.642191075,0.534799093,0.601877895,0.506961865,0.543744198,0.462852005,0.401960171,0.343135008,0.422972486,0.362191045,0.470009785,0.390381367,0.514426913,0.443423343,0.52845151,0.449944217,0,0,0.058256617,0.256684492,0.08492715,0.401317748,0.242622705,0.377981817,0.262678811,0.089126009,0.222399291,0.400406684,0.307553621,0.222793708,0.324576538,0,0.38961738,0.588495575,0,5149,276
6/20/2020,202025,X,US,0.524193548,0.560344828,0.840442338,0.390306122,0.370473538,0.514084507,0.792259408,0.000332005,0.576954234,0.47668416,0.600476728,0.498218522,0.626179583,0.53230851,0.604237808,0.520037988,0.504588721,0.445537895,0.68695042,0.57592015,0.649155235,0.549900144,0.594896777,0.509457578,0.451445899,0.389052005,0.47410258,0.408681266,0.519684017,0.432480641,0.564360747,0.490995503,0.576475263,0.494628007,0,0,0.042148424,0.213903743,0.104231298,0.427206939,0.269815941,0.321505086,0.23308035,0.094867937,0.217447043,0.382901601,0.290012786,0.180189448,0.291201604,0,0.351398513,0.588495575,0.015384615,4171,246
6/27/2020,202026,X,US,0.564516129,0.599137931,0.947867299,0.431122449,0.376044568,0.464788732,0.861953127,0.002213369,0.623045005,0.511325909,0.642518215,0.524018636,0.673386145,0.565961582,0.652234558,0.556913052,0.55164018,0.486991611,0.735578644,0.608429979,0.699833017,0.586003504,0.643089773,0.545995056,0.495078789,0.425018907,0.518455653,0.442483881,0.565417051,0.461715975,0.609902497,0.525889409,0.625053097,0.532383484,0,0,0.051195467,0.213903743,0.150673581,0.444488709,0.314044497,0.280907372,0.223808978,0.094745546,0.273796342,0.358119018,0.260260886,0.169259783,0.28309161,0,0.337011022,0.623893805,0.076923077,3878,467
7/4/2020,202027,X,US,0.545698925,0.551724138,0.916271722,0.441326531,0.359331476,0.478873239,0.890120809,0.005252494,0.581951336,0.480075019,0.604825183,0.495336522,0.628366673,0.529422886,0.605370907,0.518112316,0.515380346,0.459017888,0.684301496,0.568238602,0.650079001,0.54631079,0.597334082,0.508255099,0.467879941,0.403526923,0.484676813,0.41549572,0.530463294,0.434009889,0.573075978,0.497761217,0.582976958,0.49819839,0,0,0.067675585,0.240641711,0.201524512,0.538267862,0.352772149,0.258817175,0.231633582,0.183137209,0.308656694,0.362990847,0.267472597,0.157901504,0.324417325,0,0.378856116,0.668141593,0.2,3658,824
7/11/2020,202028,X,US,0.575268817,0.659482759,1,0.43622449,0.256267409,0.492957746,0.883339116,0.005942044,0.541862471,0.426970647,0.563681054,0.441889694,0.584490589,0.470420322,0.564765268,0.461800691,0.47871968,0.415417319,0.643171438,0.510208094,0.606129527,0.486158986,0.556400646,0.453734714,0.43559671,0.363830079,0.450994842,0.37563823,0.496044243,0.39158508,0.535256856,0.452172181,0.543050429,0.443988645,0,0,0.094225445,0.320855615,0.229289839,0.542066335,0.381311026,0.269025115,0.245480357,0.150957336,0.427989837,0.382543309,0.306354063,0.224465304,0.436439801,0,0.509639778,0.67699115,0.307692308,5254,905
7/18/2020,202029,X,US,0.537634409,0.512931034,0.872037915,0.43622449,0.320334262,0.485915493,0.910749771,0.155531719,0.528006478,0.436294537,0.553828425,0.451041041,0.568028715,0.477196918,0.547078992,0.467352657,0.473813023,0.427224219,0.620332332,0.512680223,0.585621339,0.490795765,0.541115877,0.459832862,0.435232072,0.376892659,0.443477205,0.380296942,0.488915205,0.397399839,0.526436229,0.462137424,0.530443047,0.452522225,0,0,0.093577111,0.411764706,0.270456509,0.622699545,0.430948049,0.288594833,0.263769916,0.189279147,0.421512013,0.429642314,0.393304027,0.236723672,0.449015966,0,0.512537277,0.663716814,0.369230769,5557,18477
7/25/2020,202030,X,US,0.556451613,0.538793103,0.957345972,0.428571429,0.342618384,0.478873239,0.936173233,0.275947492,0.540597666,0.436511785,0.55835097,0.44441473,0.576001785,0.473299169,0.562885127,0.469954314,0.491507913,0.432683022,0.624753061,0.504831056,0.595199175,0.487975682,0.557136188,0.462671835,0.449522447,0.380684581,0.456448065,0.381318911,0.501300076,0.397910356,0.538074808,0.45950924,0.543167078,0.453823439,0,0,0.084248951,0.43315508,0.274039532,0.647691469,0.432603274,0.315563957,0.369552768,0.233323482,0.45176883,0.499174069,0.504812596,0.277270584,0.454819849,0,0.509833093,0.681415929,0.353846154,6466,32622
8/1/2020,202031,X,US,0.545698925,0.49137931,0.921011058,0.415816327,0.339832869,0.478873239,0.940131849,0.322487826,0.533980377,0.434068372,0.544955065,0.43577133,0.567337189,0.466377818,0.559716949,0.466170928,0.493903935,0.434253448,0.609637739,0.493452058,0.586010318,0.48022369,0.553732291,0.459354075,0.453877906,0.38410136,0.456376788,0.381502589,0.496152783,0.395288071,0.531861569,0.454277325,0.53989758,0.450485414,0,0,0.067320065,0.406417112,0.256757515,0.622513966,0.432024377,0.344333423,0.440788006,0.271816939,0.445795472,0.531922814,0.564883851,0.343020016,0.39370123,0,0.45431899,0.707964602,0.292307692,7962,38089
8/8/2020,202032,X,US,0.559139785,0.5,0.927330174,0.426020408,0.331476323,0.464788732,0.957559222,0.281259577,0.558609173,0.457348736,0.574205488,0.459962638,0.597217685,0.492368716,0.588812047,0.490751389,0.517203391,0.454541902,0.645447999,0.52241797,0.617621066,0.50656196,0.58049651,0.482273331,0.476377956,0.403610334,0.481245406,0.403600223,0.520031744,0.416092318,0.557508177,0.476555436,0.567471649,0.474130282,0,0,0.067137858,0.368983957,0.217201344,0.593063607,0.401943025,0.335565757,0.423173606,0.269736292,0.485741181,0.561637717,0.618849574,0.310959667,0.356578995,0,0.412143853,0.690265487,0.230769231,7297,33246
8/15/2020,202033,X,US,0.572580645,0.504310345,0.93206951,0.428571429,0.334261838,0.450704225,0.976784531,0.263714373,0.566678385,0.454959389,0.583394942,0.455841349,0.604853409,0.488325418,0.59174865,0.486709406,0.522995653,0.455204911,0.652702517,0.51731935,0.623277055,0.502194986,0.584490873,0.478902655,0.482788385,0.404199678,0.487816222,0.402613227,0.520296252,0.406743794,0.564492481,0.475107664,0.573019674,0.471598216,0,0,,0.342245989,0.217102128,0.563752772,0.410309113,0.318930597,0.392188659,0.261127131,0.36694663,0.560665212,0.62602537,0.301915906,0.340263103,0,0.399010814,0.783185841,0.184615385,7081,31185
8/22/2020,202034,X,US,0.556451613,0.469827586,0.913112164,0.426020408,0.337047354,0.429577465,1,0.255984609,0.571310113,0.457492684,0.581798856,0.448733858,0.605010306,0.484731658,0.599672433,0.488370146,0.541310822,0.467083496,0.6464014,0.509454295,0.624286543,0.498389238,0.592848698,0.481525863,0.502629375,0.416817124,0.503624988,0.412036875,0.522020792,0.401638838,0.571037556,0.476860671,0.581748234,0.474352746,0,0,,0.304812834,0.177878451,0.580221216,0.407016073,0.298658745,0.364681982,0.248061148,0.312308967,0.545542533,0.603363071,0.290814796,0.29789189,0,0.346342288,0.778761062,0.123076923,6778,30277
8/29/2020,202035,X,US,0.548387097,0.443965517,0.845181675,0.418367347,0.353760446,0.429577465,0.98432325,0.244849661,0.544898358,0.430483336,0.548918368,0.417344339,0.57309388,0.452218583,0.572552694,0.458044601,0.524020035,0.442720325,0.60204479,0.463303765,0.589392181,0.463206791,0.56843369,0.454234492,0.490628996,0.400678249,0.491281849,0.39766061,0.49866742,0.379094536,0.543082254,0.442652091,0.556102376,0.446122146,0,0,,0.278074866,0.169659409,0.589017846,0.398783969,0.266882708,0.326053277,0.23035774,0.27118515,0.558078071,0.621808961,0.269984141,0.269930717,0,0.307881241,0.809734513,0.076923077,6414,28969
9/5/2020,202036,X,US,0.534946237,0.413793103,0.745655608,0.405612245,0.364902507,0.443661972,0.918588146,0.229296489,0.491257266,0.380101861,0.494217838,0.365565243,0.511245514,0.395971274,0.511157156,0.404051531,0.461894826,0.385798645,0.54010232,0.405451951,0.526530435,0.406566584,0.507012426,0.400021321,0.434038877,0.35086447,0.436025088,0.346935119,0.453062697,0.335395366,0.488450741,0.388588515,0.494437379,0.391839114,0,0,,0.235294118,0.167682162,0.596590744,0.432484508,0.255468539,0.295990644,0.239577363,0.242658093,0.523649544,0.565882285,0.250867944,0.235785137,0,0.268001179,0.827433628,0.061538462,5860,27142
9/12/2020,202037,X,US,0.580645161,0.482758621,0.829383886,0.451530612,0.359331476,0.38028169,0.95399489,0.231697143,0.524574448,0.427032047,0.543364014,0.420529704,0.560703729,0.449616715,0.552086727,0.450293224,0.490705519,0.42061328,0.600082059,0.469483757,0.574484043,0.459623164,0.546847877,0.446087419,0.459103746,0.38197645,0.472800889,0.389935436,0.499414494,0.386855757,0.533176586,0.439573997,0.532117673,0.435410049,0,0,0,0.213903743,0.140317245,0.534047639,0.387796883,0.231091907,0.27657984,0.202627227,0.223676113,0.470352568,0.482559726,0.219664824,0.260952588,0,0.301662979,0.809734513,0.030769231,5170,27424
9/19/2020,202038,X,US,0.537634409,0.409482759,0.789889415,0.392857143,0.270194986,0.436619718,0.916238211,0.204268396,0.50299017,0.404596789,0.511890307,0.387556191,0.537697824,0.423513122,0.533682606,0.426946455,0.480496233,0.405250347,0.567122559,0.434379444,0.551674363,0.433109998,0.528727534,0.423196057,0.448270319,0.366511815,0.459328488,0.371971816,0.472948223,0.357900904,0.513939278,0.414964441,0.515281117,0.414020802,0,0,0,0.203208556,0.164706251,0.626884377,0.460333648,0.200612116,0.263528788,0.204501899,0.222304374,0.441912624,0.42622362,0.238223822,0.23634624,0,0.221177855,0.814159292,0.030769231,5511,24202
9/26/2020,202039,X,US,0.551075269,0.400862069,0.718799368,0.408163265,0.415041783,0.387323944,0.905072075,0.205000511,0.465073484,0.366611485,0.48040645,0.352548005,0.499135934,0.382412848,0.493049834,0.385083151,0.443950196,0.364992895,0.529722815,0.393266897,0.510440206,0.39022708,0.488494233,0.381670908,0.415020263,0.331454254,0.423484444,0.332684416,0.442832042,0.323720739,0.475849778,0.37115433,0.476365039,0.373995686,0,0,0,0.197860963,0.182174299,0.640298251,0.489623414,0.195247097,0.260798013,0.256413586,0.226669884,0.421601701,0.38405235,0.229951567,0.226490307,0,0.184312554,0.89380531,0.030769231,5389,24288
10/3/2020,202040,X,US,0.545698925,0.387931034,0.650868878,0.392857143,0.426183844,0.387323944,0.860439075,0.226325467,0.474204444,0.349095909,0.484262999,0.332059506,0.505566964,0.364446042,0.496778538,0.367151969,0.447147739,0.351168963,0.537058447,0.373761672,0.518108835,0.372174134,0.491511683,0.363689889,0.418162477,0.318418811,0.426530643,0.319535833,0.448020483,0.308666953,0.482850553,0.355429619,0.481801038,0.357288142,0,0,0,0.219251337,0.175699817,0.638196761,0.512534693,0.19099829,0.260183137,0.211109519,0.236508639,0.426896965,0.373665762,0.209506665,0.207480093,0,0.166604859,0.92920354,0.046153846,4882,26793
10/10/2020,202041,X,US,0.559139785,0.431034483,0.537124803,0.400510204,0.440111421,0.373239437,0.831814024,0.273980999,0.526995965,0.380966318,0.542419504,0.362806486,0.562349401,0.399155349,0.551816945,0.403154455,0.491635288,0.381801609,0.605664868,0.412002379,0.576997439,0.408700965,0.544508331,0.397966805,0.458493281,0.344871968,0.471825538,0.348606462,0.499961141,0.336390912,0.535056511,0.385236298,0.533259711,0.391247151,0,0,,0.229946524,0.19805488,0.645809361,0.548200892,0.201890359,0.275187326,0.210473683,0.282128396,0.458068298,0.407159994,0.213278471,0.223998515,0,0.176744165,0.92920354,0.076923077,5089,32391
10/17/2020,202042,X,US,0.548387097,0.426724138,0.597156398,0.413265306,0.43454039,0.373239437,0.832192537,0.306040794,0.450325274,0.34276218,0.461146961,0.320395257,0.480561183,0.352685926,0.476349978,0.358131758,0.434274158,0.345947872,0.508901047,0.358390049,0.495484704,0.362631081,0.469230199,0.35378286,0.406976343,0.314045491,0.413953387,0.315603106,0.431190517,0.302038659,0.461133749,0.34391958,0.462921917,0.350034906,0,0,,0.28342246,0.226420822,0.674629704,0.571004163,0.218651544,0.301717434,0.23205181,0.299692904,0.405487905,0.314916175,0.215078651,0.265485096,0,0.295350002,0.938053097,0.138461538,5199,36157
10/24/2020,202043,X,US,0.537634409,0.392241379,0.526066351,0.408163265,0.423398329,0.415492958,0.829227518,0.343148772,0.446292105,0.349395167,0.458557268,0.320808574,0.47912043,0.355247537,0.475540111,0.361773241,0.439936081,0.354438999,0.503586981,0.35753027,0.492898267,0.364818503,0.472126583,0.360244337,0.412226457,0.321414579,0.417132088,0.320840897,0.434099094,0.306043414,0.459887525,0.346159698,0.465257466,0.355487013,0,0,,0.326203209,0.275870317,0.744559447,0.58636628,0.256512737,0.344451343,0.274870743,0.51367453,0.442624553,0.379268485,0.246067464,0.23846676,0,0.286254041,0.92920354,0.169230769,5849,40516
10/31/2020,202044,X,US,0.521505376,0.375,0.453396524,0.410714286,0.451253482,0.408450704,0.801769549,0.381755031,0.479757046,0.373030334,0.493732529,0.340499086,0.516804352,0.380027511,0.51410586,0.38894915,0.468743293,0.374188402,0.547338555,0.383582096,0.531470734,0.39055674,0.506860674,0.384603594,0.439043104,0.339575506,0.44738228,0.341709179,0.463777503,0.322083721,0.497356252,0.367908404,0.49962804,0.379387638,0,0,,0.379679144,0.32948278,0.775382366,0.634431596,0.29689441,0.386630658,0.302351996,0.375816761,0.381091532,0.263521958,0.24563885,0.233837578,0,0.277866249,0.951327434,0.230769231,5978,45051
11/7/2020,202045,X,US,0.518817204,0.409482759,0.31121643,0.375,0.445682451,0.436619718,0.749881715,0.460678653,0.500938467,0.387036585,0.524243485,0.359477229,0.545260102,0.397170693,0.539436177,0.404620186,0.4811435,0.379554908,0.581797297,0.404828517,0.561762768,0.408600858,0.533833288,0.401301608,0.448360987,0.34405619,0.46446858,0.351473217,0.485830115,0.335356629,0.520336173,0.379479492,0.520386402,0.392045817,0,0,,0.475935829,0.491324738,0.799284182,0.691844556,0.349716446,0.44928174,0.350845692,0.443756276,0.431154581,0.313788447,0.298186962,0.192047528,0,0.213402801,0.911504425,0.292307692,7237,54322
11/14/2020,202046,X,US,0.521505376,0.357758621,0.358609795,0.349489796,0.445682451,0.436619718,0.650175062,0.582865121,0.390831483,0.283534988,0.400055257,0.253143313,0.422176573,0.284259108,0.421322577,0.293921945,0.386321622,0.28742854,0.442667406,0.283362125,0.433637562,0.292432885,0.417435116,0.292757244,0.361895721,0.260822659,0.370326376,0.263858907,0.373828312,0.239426473,0.404164344,0.273870338,0.409093059,0.287251094,0,0,,0.620320856,0.599490451,0.872652129,0.753129595,0.431866055,0.525839879,0.438676147,0.56813299,0.464471009,0.341442917,0.32544683,0.245835723,0,0.251708771,0.938053097,0.430769231,7956,68675
11/21/2020,202047,X,US,0.494623656,0.336206897,0.254344392,0.318877551,0.423398329,0.492957746,0.611282844,0.684603466,0.432611515,0.338902212,0.449507931,0.30261911,0.477461803,0.342136136,0.474578621,0.349727793,0.427543461,0.331572574,0.503817168,0.343087935,0.493132432,0.353071086,0.468279069,0.347016051,0.397579949,0.299814353,0.409162514,0.303895123,0.422344001,0.285634357,0.45129612,0.322121981,0.459730249,0.340889938,0,0,,0.839572193,0.706334456,1,0.875960066,0.579602124,0.645348942,0.566704578,0.662935805,0.587476561,0.508346622,0.440786936,0.376986594,0,0.363752331,0.92920354,0.569230769,10872,80626
11/28/2020,202048,X,US,0.465053763,0.370689655,0.211690363,0.323979592,0.437325905,0.5,0.602703214,0.723414036,0.457119298,0.368329508,0.48283614,0.32925655,0.506964154,0.366792406,0.505511119,0.375455862,0.457147582,0.356677024,0.538414482,0.371077557,0.525928753,0.380823924,0.497934836,0.372205612,0.422602948,0.320605283,0.438884741,0.32753854,0.451170007,0.308831758,0.488479411,0.351976549,0.48700525,0.364769716,0,0,,0.935828877,0.675284347,0.970723423,0.875887943,0.72847241,0.74056436,0.73011445,0.66935336,0.624431737,0.538357109,0.433329047,0.459487361,0,0.488234958,0.955752212,0.692307692,10819,85185
12/5/2020,202049,X,US,0.36827957,0.387931034,0.206951027,0.239795918,0.150417827,0.654929577,0.525565404,0.800524398,0.507263878,0.40409309,0.526852869,0.351203873,0.568439498,0.405305004,0.568261756,0.417301088,0.502875241,0.389954381,0.602299308,0.407723461,0.590370184,0.421301396,0.557963382,0.411238286,0.457071852,0.342443562,0.480039118,0.355200856,0.486277833,0.327277662,0.536847711,0.384264449,0.546950021,0.403907443,0,0,,0.957219251,0.789596773,0.692149913,0.858929205,0.848537222,0.818249772,0.815382158,0.800061772,0.697634813,0.617233404,0.644421585,0.45758342,0,0.502787504,0.96460177,0.769230769,15746,94243
12/12/2020,202050,X,US,0.459677419,0.323275862,0.113744076,0.295918367,0.423398329,0.535211268,0.555136738,0.853117445,0.439162084,0.349233029,0.458994009,0.298215011,0.498103799,0.346933054,0.494253762,0.354966682,0.436900503,0.328219317,0.527411954,0.34770102,0.515855632,0.359241185,0.486257012,0.350740666,0.395129753,0.289070917,0.410684595,0.292597307,0.426036687,0.277310479,0.464283496,0.318172461,0.474637334,0.343763507,0,0,,0.989304813,0.875927721,0.937243638,0.904417123,0.926834098,0.873208871,0.992544598,0.827918321,0.725981695,0.634364809,0.714199991,0.487161121,0,0.54333917,0.973451327,0.784615385,17625,100421
12/19/2020,202051,X,US,0.456989247,0.349137931,0.129541864,0.262755102,0.428969359,0.521126761,0.565750875,0.885628426,0.389680731,0.335448992,0.408296622,0.279448764,0.449573442,0.328020694,0.450060058,0.335996158,0.400128811,0.309200377,0.472122294,0.32704795,0.46717818,0.340733621,0.441088418,0.331069026,0.362209696,0.273099968,0.371208338,0.272217328,0.379544196,0.258095242,0.414008753,0.295098674,0.432679358,0.32642397,0.010272265,0,,1,0.884160346,0.98171819,0.959238104,0.974669187,0.915544919,0.943737462,0.859067323,0.83462768,0.769555661,0.780420899,0.455385775,0,0.516766019,0.951327434,0.846153846,19180,104240
12/26/2020,202052,X,US,0.465053763,0.400862069,0.047393365,0.270408163,0.401114206,0.563380282,0.58628521,0.890089216,0.534340657,0.4869149,0.577970674,0.420844147,0.628483431,0.479907339,0.626359881,0.486507158,0.554594286,0.441962861,0.668905636,0.491512909,0.655172541,0.500686928,0.614080032,0.47815521,0.498227448,0.387813859,0.51442807,0.391098049,0.532941311,0.383673115,0.57860821,0.432875017,0.602898089,0.472472557,0.063316623,0,,0.951871658,0.778350439,0.850823445,0.91705455,0.982248627,0.938970504,0.871311852,0.806289838,0.964738564,0.938003706,0.671938622,0.497765936,0,0.576166388,0.995575221,0.861538462,16674,104764
